county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,pop_tertiles,rural_pop_quartiles,%_pop_youth_imputed,%_pop_youth_imputed_yes_no,imr_imputed,imr_imputed_yes_no,live_births_imputed,live_births_imputed_yes_no,pop_0_24mos,mmr_coverage_0_24_months,mmr_doses_<18yrs,mmr_coverage_<18yrs,#_pop_youth_imputed,mmr_dose_rate_0_24_months,mmr_dose_rate_<18yrs
Dawson,,5.0,39.28347,31.0,24.4,,444,13.265610995,2370,18.5,20.624120279,53.95406,1853:1,47233,66.666666667,12974,,16.294368539,2022,77.404063205,25.450901804,0.0,112.5,136.0,7.5,154.0,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,1853.0,1.0,medium,very urban,25.450901804,0.0,6.019602497975,1.0,154.0,0.0,153.07298121531184,0.7349435485401434,256.0,0.0007752877044095975,330200.000005096,73.49435485401435,0.07752877044095975
DeWitt,,11.0,54.56349,34.0,27.6,,649,13.956989247,3010,14.8,33.345890873,59.4825,1681:1,53899,66.063853539,20174,,49.624322038,2022,67.888025795,22.474472093,0.0,176.0,224.0,15.0,213.0,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1681.0,1.0,medium,urban,22.474472093,0.0,6.019602497975,1.0,213.0,0.0,211.71782466793132,0.8312951461505288,415.0,0.0009153065725544159,453400.000004182,83.12951461505288,0.0915306572554416
Deaf Smith,,2.0,10.784,37.0,22.6,,830,14.207463198,2380,12.7,,114.89851,870:1,51412,80.3870043,18277,,17.711129465,2022,79.035189162,30.967883132,0.0,257.0,307.0,26.0,313.0,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,870.0,1.0,medium,very urban,30.967883132,0.0,6.019602497975,1.0,313.0,0.0,311.1158644181338,0.8260588076427915,590.0,0.0010424028268485597,566000.000003564,82.60588076427915,0.10424028268485597
Delta,,1.0,18.75821,44.0,21.5,,165,12.790697674,950,18.1,61.653200746,56.08525,1783:1,50456,60.397196262,5349,,100.0,2022,69.554695063,23.06973266,0.0,30.0,39.0,0.0,81.0,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1783.0,1.0,small,very rural,23.06973266,0.0,6.019602497975,1.0,81.0,0.0,80.51241219766402,0.37261335465080525,69.0,0.000559157212325188,123399.99999834,37.26133546508053,0.055915721232518804
Denton,,479.0,53.98966,54.0,7.6,4.2977309677,22582,9.9096885175,93820,11.3,40.090277784,73.09719,1368:1,90880,32.847341868,919324,,6.9058305439,2022,93.371592062,23.866667247,0.0,6672.0,8087.0,686.0,11506.0,0.0949,0.1412,0.0617,0.22,Low Vulnerability,0.63,High Concern,1368.0,1.0,large,very urban,23.866667247,0.0,4.2977309677,0.0,11506.0,0.0,11456.550307485644,0.5823742593475589,15445.0,0.0007039268590538608,21941200.000181027,58.23742593475589,0.07039268590538608
Dickens,,1.0,45.2284,31.0,27.7,,69,16.428571429,400,18.1,,46.72897,2140:1,42034,68.695652174,2140,,100.0,2022,82.694541231,17.056074766,0.0,25.0,25.0,0.0,18.0,0.1143,0.1758,0.0766,0.88,Very High Vulnerability,0.93,Very High Concern,2140.0,1.0,small,very rural,17.056074766,0.0,6.019602497975,1.0,18.0,0.0,17.89164715503645,1.3973000799405195,50.0,0.0013698630137271533,36499.99999924,139.73000799405196,0.13698630137271534
Dimmit,,4.0,39.51008,39.0,34.4,,323,10.964019009,2100,20.1,,80.60453,1241:1,42788,74.683544304,9925,,39.475790316,2022,65.261170548,28.141057935,0.0,95.0,154.0,308.5,116.0,0.107,0.1724,0.0705,1.0,Very High Vulnerability,0.99,Very High Concern,1241.0,1.0,medium,urban,28.141057935,0.0,6.019602497975,1.0,116.0,0.0,115.3017261102349,0.823925219551134,557.5,0.001996061582492908,279300.000004875,82.3925219551134,0.1996061582492908
Donley,,,,19.0,24.8,,107,16.31097561,520,15.6,50.436046512,120.91898,827:1,57526,54.320987654,3308,,100.0,2022,67.038690476,19.92140266,0.0,27.5,28.5,0.0,18.0,0.1241,0.1883,0.0824,0.45,Moderate Vulnerability,0.82,Very High Concern,827.0,1.0,small,very rural,19.92140266,0.0,6.019602497975,1.0,18.0,0.0,17.89164715503645,1.5370300879345715,56.0,0.0008497723824068563,65899.99999928,153.70300879345714,0.08497723824068563
Duval,,,,36.0,32.1,,337,11.697327317,1930,17.2,,45.21613,2212:1,40601,79.765949415,11058,,67.042946868,2022,65.688288817,26.035449448,0.0,83.0,135.0,0.0,144.0,0.1146,0.1867,0.0742,1.0,Very High Vulnerability,1.0,Very High Concern,2212.0,1.0,medium,rural,26.035449448,0.0,6.019602497975,1.0,144.0,0.0,143.1331772402916,0.5798795331753156,218.0,0.0007572073636785027,287899.999995984,57.98795331753156,0.07572073636785026
Eastland,,5.0,27.233120000000003,37.0,23.2,,603,15.204236006,3260,17.8,47.508972565,54.38329,1839:1,50317,61.843515541,18388,,60.345477049,2022,72.338606242,21.051772895,0.0,178.0,202.5,12.5,204.0,0.1278,0.1901,0.086,0.81,Very High Vulnerability,0.98,Very High Concern,1839.0,1.0,medium,rural,21.051772895,0.0,6.019602497975,1.0,204.0,0.0,202.7720010904131,0.877833226692044,393.0,0.0010152415396715133,387099.99999325996,87.7833226692044,0.10152415396715132
Ector,,99.0,59.55854,40.0,17.9,5.5278348498,8046,15.456431535,18420,11.5,39.488149644,93.0227,1075:1,62669,52.722920407,167701,,9.4552614308,2022,84.131189135,30.531123845,0.0,2213.0,2775.0,312.0,3015.0,0.1113,0.171,0.0731,0.79,High Vulnerability,0.88,Very High Concern,1075.0,1.0,large,very urban,30.531123845,0.0,5.5278348498,0.0,3015.0,0.0,2998.333577927853,0.7380766490729838,5300.0,0.0010351360325134475,5120099.9999303445,73.80766490729837,0.10351360325134476
Edwards,,1.0,51.75983,30.0,31.8,,81,18.75,250,13.1,,0.0,1923:0,45330,65.700483092,1923,,100.0,2022,48.284625159,22.256890276,0.0,25.0,22.5,5.0,20.0,0.107,0.1724,0.0705,0.44,Moderate Vulnerability,0.92,Very High Concern,1923.0,0.0,small,very rural,22.256890276,0.0,6.019602497975,1.0,20.0,0.0,19.8796079500405,1.2575700719464675,52.5,0.0012266355139972543,42800.000000748,125.75700719464675,0.12266355139972543
El Paso,,419.0,49.92624,31.0,22.7,4.4294285811,27003,11.734567499,121760,14.6,51.955968232,89.74356,1114:1,48522,75.909332025,841286,,2.1743664811,2022,82.664747024,26.530930029,0.0,6573.0,9411.0,6844.0,11597.0,0.0965,0.1577,0.0608,0.95,Very High Vulnerability,0.96,Very High Concern,1114.0,1.0,large,very urban,26.530930029,0.0,4.4294285811,0.0,11597.0,0.0,11545.631916744984,0.5693062144538816,22828.0,0.0010227552743766436,22320100.000377294,56.93062144538816,0.10227552743766435
Ellis,,76.0,41.11976,52.0,11.1,5.8931377685,6519,12.748357322,20050,11.5,35.942945446,65.18565,1534:1,79849,48.252319109,191760,,31.975135352,2022,90.065489318,26.35951189,0.0,2003.0,2257.0,71.5,2820.0,0.1147,0.169,0.0766,0.39,Low Vulnerability,0.7,High Concern,1534.0,1.0,large,urban,26.35951189,0.0,5.8931377685,0.0,2820.0,0.0,2803.38135149283,0.7144943012956055,4331.5,0.0008569252378929267,5054700.0000264,71.44943012956055,0.08569252378929268
Erath,,24.0,56.20872,48.0,15.5,6.160164271,1483,16.321813779,6200,14.8,79.694197952,55.52471,1801:1,61453,53.559711286,43224,,46.320929005,2022,86.678819323,20.870349806,0.0,365.0,453.0,22.5,520.0,0.1134,0.1689,0.0762,0.63,High Vulnerability,0.87,Very High Concern,1801.0,1.0,large,urban,20.870349806,0.0,6.160164271,0.0,520.0,0.0,516.79671457908,0.7062738397965335,840.5,0.0009317148874697363,902100.000014544,70.62738397965335,0.09317148874697363
Falls,,2.0,11.5627,35.0,25.2,,478,13.003264418,3310,19.1,46.098823333,57.88712,1728:1,44590,75.195822454,17275,,67.356990932,2022,68.083573487,21.105643994,0.0,141.0,195.0,7.5,185.0,0.1248,0.188,0.085,0.98,Very High Vulnerability,0.99,Very High Concern,1728.0,1.0,medium,rural,21.105643994,0.0,6.019602497975,1.0,185.0,0.0,183.88637353787462,0.7667778600841164,343.5,0.0009421283598558386,364599.99999635003,76.67778600841164,0.09421283598558386
Fannin,,7.0,19.71054,43.0,17.5,,1110,14.212548015,5100,14.8,40.200701224,47.33662,2113:1,59746,56.998043749,35913,,70.529264337,2022,74.699378581,21.184529279,0.0,297.0,318.0,22.5,371.0,0.1317,0.1945,0.0881,0.58,Moderate Vulnerability,0.86,Very High Concern,2113.0,1.0,medium,rural,21.184529279,0.0,6.019602497975,1.0,371.0,0.0,368.76672747325125,0.8053871943247458,637.5,0.0008379337539468225,760799.999996727,80.53871943247458,0.08379337539468225
Fayette,,8.0,31.56317,47.0,14.4,,894,16.919000757,3350,13.3,22.112172227,58.71531,1703:1,63713,47.517730496,25547,,67.137737232,2022,65.393556958,20.178494539,0.0,185.5,209.0,12.5,242.0,0.124,0.188,0.0827,0.44,Moderate Vulnerability,0.84,Very High Concern,1703.0,1.0,medium,rural,20.178494539,0.0,6.019602497975,1.0,242.0,0.0,240.54325619549005,0.7711710689126272,407.0,0.0007895247332873059,515499.99998783297,77.11710689126272,0.0789524733287306
Fisher,,1.0,26.10966,10.0,17.6,,143,16.686114352,600,15.6,18.079693759,105.70825,946:1,52828,55.635062612,3784,,100.0,2022,75.596658711,21.405919662,0.0,31.0,45.5,0.0,31.0,0.1278,0.1901,0.086,0.43,Moderate Vulnerability,0.91,Very High Concern,946.0,1.0,small,very rural,21.405919662,0.0,6.019602497975,1.0,31.0,0.0,30.813392322562773,1.0060560575571742,76.5,0.0009444444444326914,81000.000001008,100.60560575571742,0.09444444444326915
Floyd,,3.0,52.52101,34.0,29.5,,242,15.633074935,760,13.0,43.037974684,88.15233,1134:1,44256,77.01048951,5672,,53.319888303,2022,73.580586081,25.81100141,0.0,45.0,71.0,0.0,63.0,0.1143,0.1758,0.0766,0.83,Very High Vulnerability,0.97,Very High Concern,1134.0,1.0,small,urban,25.81100141,0.0,6.019602497975,1.0,63.0,0.0,62.620765042627575,0.7186114696836957,116.0,0.0007923497267893786,146399.99999752,71.86114696836957,0.07923497267893786
Foard,,0.0,0.0,33.0,29.9,,44,18.181818182,180,14.4,,88.10573,1135:1,40955,77.391304348,1135,,100.0,2022,68.958742633,18.766519824,0.0,15.0,17.5,0.0,,0.1293,0.1898,0.087,0.48,Moderate Vulnerability,0.93,Very High Concern,1135.0,1.0,small,very rural,18.766519824,0.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.00984094830199232,32.5,0.001525821596226939,21300.00000024,0.984094830199232,0.1525821596226939
Fort Bend,,688.0,84.76163,50.0,9.4,4.1503001556,22621,9.6381794787,72370,9.5,47.06376717,77.52713,1290:1,97210,37.955971875,839706,,5.5357676703,2022,93.851364685,27.058399011,0.0,7767.0,9422.0,1005.0,9587.0,0.0795,0.1228,0.0524,0.29,Low Vulnerability,0.54,Moderate Concern,1290.0,1.0,large,very urban,27.058399011,0.0,4.1503001556,0.0,9587.0,0.0,9547.211072408263,0.8135360097407788,18194.0,0.0008007534846488699,22721099.999930765,81.35360097407788,0.080075348464887
Franklin,,3.0,27.97203,43.0,20.4,,361,13.954387321,1520,14.1,67.750839768,27.72387,3607:1,58927,59.949302915,10821,,69.12776992,2022,84.393939394,22.964605859,0.0,83.0,107.5,12.5,103.0,0.1283,0.1937,0.0866,0.53,Moderate Vulnerability,0.79,High Concern,3607.0,1.0,medium,rural,22.964605859,0.0,6.019602497975,1.0,103.0,0.0,102.37998094270857,0.8107053667693733,203.0,0.0008169014084499185,248500.000000239,81.07053667693734,0.08169014084499185
Freestone,,6.0,30.43059,37.0,16.7,,666,14.409346603,3430,17.4,22.623845474,45.2853,2208:1,54502,59.107192064,19874,,66.476584578,2022,68.467933492,22.59233169,0.0,147.0,201.0,2.5,212.0,0.1248,0.188,0.085,0.84,Very High Vulnerability,0.97,Very High Concern,2208.0,1.0,medium,rural,22.59233169,0.0,6.019602497975,1.0,212.0,0.0,210.7238442704293,0.6975954738721915,350.5,0.000780623608005543,449000.00000706,69.75954738721914,0.0780623608005543
Frio,,4.0,19.69861,34.0,28.8,,596,12.319140141,3000,15.1,,78.51219,1274:1,47007,80.837563452,20379,,22.181564733,2022,65.268564092,22.694931056,0.0,140.0,151.0,5.0,209.0,0.1146,0.174,0.0756,0.99,Very High Vulnerability,0.99,Very High Concern,1274.0,1.0,medium,very urban,22.694931056,0.0,6.019602497975,1.0,209.0,0.0,207.7419030779232,0.6739131486028918,296.0,0.0006400000000135279,462499.999990224,67.39131486028917,0.06400000000135278
Gaines,,2.0,9.30579,27.0,19.8,,2294,28.721672718,2720,13.1,52.94243756,22.73141,4399:1,63528,56.761803148,21996,,63.043478261,2022,80.333446751,36.406619385,0.0,191.0,254.0,35.0,467.0,0.1166,0.1765,0.0789,0.68,High Vulnerability,0.99,Very High Concern,4399.0,1.0,medium,rural,36.406619385,0.0,6.019602497975,1.0,467.0,0.0,464.1888456334457,0.4114704646540048,480.0,0.0005994005994062431,800799.99999246,41.14704646540048,0.05994005994062431
Galveston,,261.0,76.28478,47.0,14.1,4.7870295957,9688,11.262366166,46810,14.1,48.013386483,102.00267,980:1,78465,47.353076326,345089,,6.1498271595,2022,88.811859046,23.905137515,0.0,2954.0,3872.0,214.0,3881.0,0.1049,0.1574,0.0689,0.58,Moderate Vulnerability,0.73,High Concern,980.0,1.0,large,very urban,23.905137515,0.0,4.7870295957,0.0,3881.0,0.0,3862.421538139088,0.7648051800744761,7040.0,0.0008533953984621346,8249399.999913835,76.4805180074476,0.08533953984621345
Garza,,1.0,16.053939999999997,35.0,23.4,,148,14.41090555,940,15.5,38.598698163,16.072,6222:1,50934,68.008474576,6222,,22.334004024,2022,82.545242265,16.200578592,0.0,31.0,35.5,2.5,55.0,0.1143,0.1758,0.0766,0.72,High Vulnerability,0.96,Very High Concern,6222.0,1.0,small,very urban,16.200578592,0.0,6.019602497975,1.0,55.0,0.0,54.66892186261138,0.5670497778958618,69.0,0.0006845238095277211,100799.99999942399,56.704977789586174,0.06845238095277212
Gillespie,,33.0,122.27657,54.0,15.2,,1168,20.890717224,3500,13.2,,63.05638,1586:1,64365,50.82010582,26960,,53.653822925,2022,83.14232902,19.56231454,0.0,156.0,250.0,25.0,248.0,0.1008,0.1475,0.0669,0.36,Low Vulnerability,0.61,High Concern,1586.0,1.0,medium,rural,19.56231454,0.0,6.019602497975,1.0,248.0,0.0,246.5071385805022,0.632841713624674,431.0,0.0008172165339425626,527399.9999984,63.284171362467404,0.08172165339425626
Glasscock,,0.0,0.0,42.0,9.9,,70,18.469656992,170,11.3,,0.0,1439:0,85001,32.679738562,1439,,100.0,2022,85.747126437,24.878387769,0.0,17.5,27.5,0.0,17.0,0.1235,0.1873,0.0822,0.18,Very Low Vulnerability,0.81,Very High Concern,1439.0,0.0,small,very rural,24.878387769,0.0,6.019602497975,1.0,17.0,0.0,16.897666757534424,1.0356459416029733,45.0,0.0012569832402378244,35799.999999591,103.56459416029733,0.12569832402378245
Goliad,,,,42.0,20.8,,226,13.688673531,1020,13.5,25.614202223,13.11303,7626:1,54970,51.023502654,7626,,100.0,2022,67.746478873,20.194072908,0.0,41.5,49.0,0.0,75.0,0.1134,0.1709,0.0762,0.58,Moderate Vulnerability,0.97,Very High Concern,7626.0,1.0,small,very rural,20.194072908,0.0,6.019602497975,1.0,75.0,0.0,74.54852981265188,0.5566843518483029,90.5,0.0005876623376760446,153999.999996408,55.66843518483029,0.05876623376760447
Gonzales,,8.0,38.39324,37.0,22.3,,888,15.56802244,2850,13.8,32.867319504,62.05843,1611:1,55363,75.817757009,20948,,65.279951532,2022,77.213663764,26.689898797,0.0,205.0,216.0,10.0,298.0,0.1134,0.1709,0.0762,0.9,Very High Vulnerability,0.98,Very High Concern,1611.0,1.0,medium,rural,26.689898797,0.0,6.019602497975,1.0,298.0,0.0,296.20615845560343,0.692085542950405,431.0,0.0007708817742807052,559099.999999556,69.2085542950405,0.07708817742807052
Gray,,10.0,45.69131,45.0,18.0,,833,14.588441331,3520,15.7,74.1690297,55.406780000000005,1805:1,54141,58.462694041,21658,,19.387619259,2022,76.794593905,24.859174439,0.0,172.0,230.0,12.5,240.0,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.95,Very High Concern,1805.0,1.0,medium,very urban,24.859174439,0.0,6.019602497975,1.0,240.0,0.0,238.555295400486,0.7210068412493081,414.5,0.0007698736998516089,538399.999999862,72.10068412493081,0.07698736998516088
Grayson,,62.0,45.51728,51.0,20.8,6.3785823376,4853,14.536033068,20780,15.9,43.363208633,93.26335,1072:1,59554,54.843292938,138318,,43.150475277,2022,78.987167271,23.642620628,0.0,1258.0,1691.0,88.5,1687.0,0.1317,0.1945,0.0881,0.66,High Vulnerability,0.79,High Concern,1072.0,1.0,large,urban,23.642620628,0.0,6.3785823376,0.0,1687.0,0.0,1676.239331596469,0.7504894893510623,3037.5,0.0009288422726371423,3270200.000023704,75.04894893510622,0.09288422726371423
Gregg,,107.0,86.32861,49.0,26.3,7.5115870225,4496,13.850040047,20510,16.6,34.926050453,160.993,621:1,51394,62.659967769,124229,,13.36235932,2022,83.152856586,25.553614695,0.0,984.0,1165.0,59.5,1735.0,0.1265,0.1924,0.0851,0.88,Very High Vulnerability,0.79,High Concern,621.0,1.0,large,very urban,25.553614695,0.0,7.5115870225,0.0,1735.0,0.0,1721.9673965159625,0.5714393907752936,2208.5,0.0006957001102656027,3174499.999945155,57.14393907752936,0.06957001102656027
Grimes,,8.0,27.700830000000003,49.0,20.6,,1084,16.386999244,4210,15.0,43.89797853,33.76781,2961:1,57795,64.20552677,29614,,68.903172455,2022,77.460351944,21.895049639,0.0,293.0,287.0,15.0,359.0,0.1225,0.1864,0.0827,0.86,Very High Vulnerability,0.9,Very High Concern,2961.0,1.0,medium,rural,21.895049639,0.0,6.019602497975,1.0,359.0,0.0,356.83896270322697,0.8210986765020947,595.0,0.0009176434299682662,648400.0000093459,82.10986765020947,0.09176434299682662
Guadalupe,,50.0,29.96758,36.0,10.7,5.3183169091,4794,11.037690236,17550,11.0,45.784990773,42.20201,2370:1,78909,42.122515156,170608,,26.16225586,2022,88.87991384,24.487714527,0.0,1444.0,1594.0,63.5,2099.0,0.1024,0.1543,0.0667,0.43,Moderate Vulnerability,0.77,High Concern,2370.0,1.0,large,very urban,24.487714527,0.0,5.3183169091,0.0,2099.0,0.0,2087.836852807799,0.6916249217739673,3101.5,0.0007423763703344724,4177800.0000224165,69.16249217739673,0.07423763703344724
Hale,,11.0,32.92822,37.0,24.6,,1302,14.262241209,4730,14.0,43.217151832,67.16737,1489:1,46589,75.851872712,32754,,23.099826317,2022,75.881704629,26.619649508,0.0,366.0,399.0,22.5,442.0,0.1143,0.1758,0.0766,0.93,Very High Vulnerability,0.97,Very High Concern,1489.0,1.0,medium,very urban,26.619649508,0.0,6.019602497975,1.0,442.0,0.0,439.33933569589504,0.8330690431355785,787.5,0.000903199908261864,871899.9999850319,83.30690431355785,0.0903199908261864
Hall,,,,27.0,36.7,,106,15.844544096,580,19.2,,34.02518,2939:1,36654,78.494623656,2939,,100.0,2022,70.207667732,20.959510037,0.0,22.5,31.0,0.0,21.0,0.1241,0.1883,0.0824,0.95,Very High Vulnerability,1.0,Very High Concern,2939.0,1.0,small,very rural,20.959510037,0.0,6.019602497975,1.0,21.0,0.0,20.873588347542526,1.0779172045255436,53.5,0.0008685064935242161,61599.999998743006,107.79172045255436,0.08685064935242161
Hamilton,,8.0,94.55147,23.0,20.9,,359,18.815513627,1430,17.1,,81.80436999999999,1222:1,52840,53.748558247,8557,,64.377128097,2022,74.26005986,21.339254412,0.0,65.0,102.0,2.5,74.0,0.1264,0.1929,0.0847,0.61,High Vulnerability,0.78,High Concern,1222.0,1.0,small,rural,21.339254412,0.0,6.019602497975,1.0,74.0,0.0,73.55454941514985,0.883697888394815,169.5,0.0009282584884817412,182600.000003484,88.3697888394815,0.09282584884817412
Hansford,,3.0,55.56585,45.0,15.4,,402,23.914336704,840,15.2,,75.77193,1320:1,61059,57.337151038,5279,,40.334936754,2022,75.632060247,29.266906611,0.0,35.5,73.5,7.5,71.0,0.1241,0.1883,0.0824,0.76,High Vulnerability,0.83,Very High Concern,1320.0,1.0,small,urban,29.266906611,0.0,6.019602497975,1.0,71.0,0.0,70.57260822264378,0.503028028778587,116.5,0.0007540453074459573,154499.999999469,50.302802877858696,0.07540453074459573
Hardeman,,5.0,127.12942,34.0,23.6,,166,19.168591224,660,16.6,,49.86288,2006:1,63479,81.680440771,4011,,100.0,2022,70.813397129,21.366242832,0.0,34.0,40.0,5.0,38.0,0.1293,0.1898,0.087,0.73,High Vulnerability,0.96,Very High Concern,2006.0,1.0,small,very rural,21.366242832,0.0,6.019602497975,1.0,38.0,0.0,37.77125510507695,0.9001554199195767,79.0,0.0009218203033930187,85699.999999152,90.01554199195768,0.09218203033930186
Hardin,,12.0,20.83261,43.0,12.9,6.2578222778,1643,11.162443101,8850,15.6,72.798951919,60.02916,1666:1,69151,47.208500326,58305,,51.547542784,2022,83.684160846,24.406140125,0.0,434.0,552.0,24.5,647.0,0.1338,0.1949,0.0899,0.25,Low Vulnerability,0.81,Very High Concern,1666.0,1.0,large,urban,24.406140125,0.0,6.2578222778,0.0,647.0,0.0,642.9511889862634,0.6750123608672141,1010.5,0.0007101194659230026,1422999.999988125,67.5012360867214,0.07101194659230026
Harris,,2788.0,59.15145,47.0,23.3,5.9292286292,186257,14.545873422,644710,13.9,50.848828382,104.89098,953:1,61906,68.174797696,4738253,,1.2132803285,2022,86.860208993,26.275718076,0.0,48614.0,59569.0,9077.0,66112.0,0.1057,0.1669,0.0691,0.72,High Vulnerability,0.79,High Concern,953.0,1.0,large,very urban,26.275718076,0.0,5.9292286292,0.0,66112.0,0.0,65720.00683686633,0.7397138609658431,117260.0,0.0009418398245739637,124501000.00076123,73.97138609658431,0.09418398245739637
Harrison,,20.0,30.05124,46.0,21.9,6.8382220623,2196,12.913848868,10430,15.7,45.665664738,64.77269,1544:1,55198,47.736709899,66386,,56.054303607,2022,72.677320582,24.728105323,0.0,521.0,554.0,32.0,795.0,0.1276,0.1901,0.0861,0.73,High Vulnerability,0.94,Very High Concern,1544.0,1.0,large,rural,24.728105323,0.0,6.8382220623,0.0,795.0,0.0,789.5636134604715,0.6598581686364441,1107.0,0.0006743421052743813,1641599.999972678,65.9858168636444,0.06743421052743813
Hartley,,,,40.0,9.1,,257,21.239669421,670,11.8,,,,74686,65.855039638,5443,,57.258330584,2022,85.097575399,21.091309939,0.0,33.5,41.5,17.5,75.0,0.1241,0.1883,0.0824,0.53,Moderate Vulnerability,0.74,High Concern,,,small,rural,21.091309939,0.0,6.019602497975,1.0,75.0,0.0,74.54852981265188,0.449371705708871,92.5,0.0008057491289340595,114799.999997977,44.937170570887105,0.08057491289340596
Haskell,,3.0,53.022270000000006,38.0,25.6,,162,16.463414634,1040,18.2,5.5975525434,17.37921,5754:1,44847,73.987730061,5754,,47.61824038,2022,71.97039778,17.257559958,0.0,44.5,48.0,0.0,33.0,0.1278,0.1901,0.086,0.98,Very High Vulnerability,0.99,Very High Concern,5754.0,1.0,small,urban,17.257559958,0.0,6.019602497975,1.0,33.0,0.0,32.801353117566826,1.3566513503422497,92.5,0.0009315206445272282,99299.99999833202,135.66513503422496,0.09315206445272281
Hays,,98.0,42.57334,49.0,9.9,3.6802174159,6390,11.620294599,25610,12.0,49.043805255,61.73223,1620:1,77511,46.116541259,241365,,31.712145226,2022,87.259527658,22.772150063,0.0,2181.0,2476.0,156.5,3250.0,0.1018,0.157,0.0664,0.49,Moderate Vulnerability,0.73,High Concern,1620.0,1.0,large,urban,22.772150063,0.0,3.6802174159,0.0,3250.0,0.0,3238.039293398325,0.6735557546959348,4813.5,0.0008757550396693358,5496399.999955995,67.35557546959348,0.08757550396693359
Hemphill,,4.0,104.73946,31.0,14.5,,250,20.576131687,480,12.1,,79.42812,1259:1,65718,40.476190476,3777,,26.95035461,2022,80.973451327,30.050304474,0.0,27.5,42.0,0.0,30.0,0.1241,0.1883,0.0824,0.74,High Vulnerability,0.8,Very High Concern,1259.0,1.0,small,very urban,30.050304474,0.0,6.019602497975,1.0,30.0,0.0,29.81941192506075,0.9222180527607429,69.5,0.0006123348017712968,113499.99999829801,92.22180527607429,0.06123348017712968
Henderson,,25.0,30.216230000000003,52.0,22.6,8.6275762901,2479,13.715834901,13820,17.0,54.833479654,52.51098,1904:1,52660,67.036435786,83792,,60.110528192,2022,78.896647603,21.202501432,0.0,625.0,802.0,28.5,967.0,0.1398,0.2105,0.0948,0.72,High Vulnerability,0.9,Very High Concern,1904.0,1.0,large,rural,21.202501432,0.0,8.6275762901,0.0,967.0,0.0,958.6571337274733,0.6519536318160595,1455.5,0.0008192615107554175,1776599.9999901438,65.19536318160594,0.08192615107554176
Hidalgo,,402.0,46.27567,45.0,32.5,4.3081601622,41968,14.877837807,153810,18.0,83.638571377,94.72121,1056:1,46653,85.765984729,875200,,5.1386929524,2022,72.829857552,31.794104205,0.0,9236.0,12807.0,2134.0,14400.0,0.1074,0.1741,0.0695,0.98,Very High Vulnerability,0.99,Very High Concern,1056.0,1.0,large,very urban,31.794104205,0.0,4.3081601622,0.0,14400.0,0.0,14337.96249366432,0.6441640507904256,24177.0,0.0008688574077600365,27826200.000216,64.41640507904256,0.08688574077600364
Hill,,9.0,24.55729,38.0,20.4,,1179,13.508249313,5450,15.3,47.745960301,45.9385,2177:1,56565,63.524962179,37006,,76.266066289,2022,81.533526806,22.980057288,0.0,318.0,374.0,17.5,431.0,0.1248,0.188,0.085,0.87,Very High Vulnerability,0.93,Very High Concern,2177.0,1.0,large,rural,22.980057288,0.0,6.019602497975,1.0,431.0,0.0,428.4055513233728,0.7422873000073813,709.5,0.0008343132643464569,850399.999999728,74.22873000073812,0.0834313264346457
Hockley,,14.0,60.81404,34.0,19.5,,844,13.777342475,3320,14.4,41.846530848,52.35374,1910:1,55469,61.847555924,22921,,39.847394811,2022,76.756287944,25.932550936,0.0,245.0,270.0,12.5,285.0,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.97,Very High Concern,1910.0,1.0,medium,urban,25.932550936,0.0,6.019602497975,1.0,285.0,0.0,283.28441328807713,0.864855207373711,527.5,0.0008874495289306873,594400.0000040559,86.4855207373711,0.08874495289306873
Hood,,29.0,47.045080000000006,51.0,14.8,7.3042684319,1719,12.73805113,7860,13.5,76.495585704,59.81708999999999,1672:1,85449,51.538547611,63527,,32.845531632,2022,88.119750162,20.594392935,0.0,565.0,629.0,39.0,666.0,0.1134,0.1689,0.0762,0.26,Low Vulnerability,0.66,High Concern,1672.0,1.0,large,urban,20.594392935,0.0,7.3042684319,0.0,666.0,0.0,661.1353572243546,0.8545905068094379,1233.0,0.0009424443935008823,1308299.999981745,85.45905068094379,0.09424443935008824
