county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,pop_tertiles,rural_pop_quartiles,%_pop_youth_imputed,%_pop_youth_imputed_yes_no,imr_imputed,imr_imputed_yes_no,live_births_imputed,live_births_imputed_yes_no,pop_0_24mos,mmr_coverage_0_24_months,mmr_doses_<18yrs,mmr_coverage_<18yrs,#_pop_youth_imputed,mmr_dose_rate_0_24_months,mmr_dose_rate_<18yrs
Somervell,7.003257329,6.0,67.83493,45.0,14.2,,322,15.333333333,1480,17.1,,88.73114,1127:1,63929,44.123408423,9016,50.732031943,100.0,2020,,,0.0,77.0,80.0,2.5,65.0,0.1134,0.1689,0.0762,0.56,Moderate Vulnerability,0.71,High Concern,1127.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,65.0,0.0,64.60872583763162,1.1917894835677292,159.5,0.000746745123602414,213593.62781044663,119.17894835677292,0.0746745123602414
Starr,8.7623707328,13.0,20.16942,25.0,45.3,3.928844265,2336,10.825841134,8190,12.9,,52.69275,1898:1,30490,89.321107188,64525,51.290197598,23.705878494,2020,,,0.0,635.0,564.0,20.0,1115.0,0.1146,0.1867,0.0742,0.98,Very High Vulnerability,1.0,Very High Concern,1898.0,1.0,large,very urban,23.690508852090353,1.0,3.928844265,0.0,1115.0,0.0,1110.619338644525,0.5717530551691968,1219.0,0.0007974460355146861,1528630.08368113,57.175305516919686,0.0797446035514686
Stephens,8.3682008368,3.0,32.13023,32.0,30.4,,328,15.746519443,1560,16.6,35.002988643,106.01081,943:1,43115,63.091272485,9433,47.100604262,39.366562825,2020,,,0.0,64.5,94.5,7.5,111.0,0.1278,0.1901,0.086,0.88,Very High Vulnerability,0.86,Very High Concern,943.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,111.0,0.0,110.33182412272477,0.584600141553493,166.5,0.0007450578833844464,223472.5700017683,58.460014155349306,0.07450578833844464
Sterling,,0.0,0.0,38.0,17.3,,67,18.108108108,130,11.5,,152.5553,656:1,59064,39.735099338,1311,49.046529367,100.0,2020,,,0.0,22.5,22.5,0.0,18.0,0.1235,0.1873,0.0822,0.41,Moderate Vulnerability,0.8,Very High Concern,656.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,18.0,0.0,17.89164715503645,1.2575700719464677,45.0,0.0014488900599842255,31058.25710509045,125.75700719464677,0.14488900599842255
Stonewall,,1.0,72.04611,12.0,17.8,,62,19.076923077,160,14.3,,440.52863,227:1,46915,44.49339207,1362,51.174743025,100.0,2020,,,0.0,17.5,20.0,0.0,,0.1278,0.1901,0.086,0.32,Low Vulnerability,0.79,High Concern,227.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.011481106352324374,37.5,0.0011621970561914584,32266.47305654706,1.1481106352324375,0.11621970561914584
Sutton,8.0428954424,3.0,79.63897,41.0,22.6,,127,13.10629515,310,8.0,,133.04949000000002,752:1,54774,58.384332925,3758,48.908994146,18.798449612,2020,,,0.0,30.0,41.0,5.0,35.0,0.1235,0.1873,0.0822,0.6,High Vulnerability,0.94,Very High Concern,752.0,1.0,small,very urban,23.690508852090353,1.0,6.019602497975,1.0,35.0,0.0,34.789313912570876,0.8623337636204349,76.0,0.0008536550766754673,89028.93226615555,86.23337636204349,0.08536550766754673
Swisher,7.9147640791,1.0,13.30672,23.0,29.2,,225,11.491317671,1140,15.1,33.296664058,40.2037,2487:1,43084,71.809169765,7462,46.730099169,37.573211103,2020,,,0.0,55.5,71.0,0.0,78.0,0.1241,0.1883,0.0824,0.97,Very High Vulnerability,1.0,Very High Concern,2487.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,78.0,0.0,77.53047100515795,0.7158475794156816,126.5,0.0007155844452868575,176778.57705429822,71.58475794156816,0.07155844452868575
Tarrant,8.344893005,1196.0,58.21439,49.0,16.8,6.5634381737,63361,11.141512204,316980,16.0,47.514770115,80.53023999999999,1242:1,66059,54.704259724,2084931,51.072865241,1.2882013273,2020,,,0.0,15975.0,15465.0,549.0,26640.0,0.1069,0.1641,0.0701,0.55,Moderate Vulnerability,0.73,High Concern,1242.0,1.0,large,very urban,23.690508852090353,1.0,6.5634381737,0.0,26640.0,0.0,26465.15000705263,0.603624011038776,31989.0,0.0006476413778777672,49393076.31149759,60.3624011038776,0.06476413778777672
Taylor,8.8202790441,97.0,71.17177,44.0,22.1,5.5920592758,2928,8.3908869466,22660,16.7,38.819381445,143.12699999999998,699:1,48040,60.007380982,137640,51.158093577,16.033488966,2020,,,0.0,1610.0,1421.0,30.5,1933.0,0.1178,0.1846,0.0776,0.69,High Vulnerability,0.78,High Concern,699.0,1.0,large,very urban,23.690508852090353,1.0,5.5920592758,0.0,1933.0,0.0,1922.1905494198786,0.8375860553918036,3061.5,0.0009388910750006905,3260761.638401716,83.75860553918037,0.09388910750006906
Terrell,,0.0,0.0,16.0,22.8,,45,24.590163934,90,12.2,,121.50668,823:1,41413,49.305555556,823,48.845686513,100.0,2020,,,0.0,0.0,12.5,0.0,,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.91,Very High Concern,823.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.0,12.5,0.0006411147794786416,19497.28878527036,0.0,0.06411147794786416
Terry,9.941089838,4.0,31.458910000000003,41.0,32.6,,487,13.683618994,1460,11.4,22.639019793,48.8321,2048:1,41268,77.688057799,12287,47.774070155,24.669986562,2020,,,0.0,122.0,152.0,7.5,165.0,0.1143,0.1758,0.0766,0.99,Very High Vulnerability,0.99,Very High Concern,2048.0,1.0,medium,very urban,23.690508852090353,1.0,6.019602497975,1.0,165.0,0.0,164.00676558783414,0.7438717516483346,281.5,0.0009670705361980928,291085.28226563416,74.38717516483347,0.09670705361980927
Throckmorton,,1.0,65.48787999999999,18.0,24.3,,74,21.958456973,260,16.8,,66.00659999999999,1515:1,42701,62.0,1515,53.267326733,100.0,2020,,,0.0,12.5,17.5,0.0,18.0,0.1278,0.1901,0.086,0.27,Low Vulnerability,0.85,Very High Concern,1515.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,18.0,0.0,17.89164715503645,0.6986500399702598,30.0,0.000835861328334134,35891.120910916885,69.86500399702598,0.0835861328334134
Titus,6.7123678949,18.0,54.704600000000006,41.0,29.7,,1392,14.288647095,4990,15.3,31.023090181,96.87282,1032:1,45604,68.670796959,33033,51.000514637,50.556689553,2020,,,0.0,376.0,479.0,15.0,426.0,0.1283,0.1937,0.0866,0.89,Very High Vulnerability,0.92,Very High Concern,1032.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,426.0,0.0,423.43564933586265,0.8879743606607922,870.0,0.0011117236539327393,782568.5789111006,88.79743606607921,0.11117236539327394
Tom Green,8.1738183798,78.0,66.09105,48.0,23.7,4.9827867367,3289,11.286116258,15270,13.1,43.541154689,94.76347,1055:1,51393,52.343710325,118189,50.279636853,15.64087676,2020,,,0.0,1182.0,1164.0,12.5,1481.0,0.1078,0.1675,0.0704,0.66,High Vulnerability,0.89,Very High Concern,1055.0,1.0,large,very urban,23.690508852090353,1.0,4.9827867367,0.0,1481.0,0.0,1473.6204928429472,0.8021061092328152,2358.5,0.0008423341987430368,2799957.550719707,80.21061092328152,0.08423341987430367
Travis,7.6838142128,1043.0,85.025,49.0,15.2,3.9928704982,25454,9.0035088712,171740,14.6,44.997651997,92.89341,1077:1,76255,48.171145926,1248743,49.447884793,5.463522171,2020,,,0.0,9168.0,8513.0,402.0,15161.0,0.0916,0.1391,0.0588,0.38,Low Vulnerability,0.69,High Concern,1077.0,1.0,large,very urban,23.690508852090353,1.0,3.9928704982,0.0,15161.0,0.0,15100.46409037679,0.6071336579544316,18083.0,0.0006112558470505464,29583357.095485862,60.71336579544317,0.061125584705054636
Trinity,7.3422957601,2.0,13.63605,37.0,30.3,,336,11.129513084,2800,19.3,46.539367438,61.05834,1638:1,40486,68.199398367,14740,51.797829037,77.236887213,2020,,,0.0,66.0,101.5,5.0,126.0,0.1365,0.206,0.093,0.8,Very High Vulnerability,0.97,Very High Concern,1638.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,126.0,0.0,125.24153008525515,0.5269817444347102,172.5,0.0004939889414145675,349198.1004798118,52.698174443471025,0.04939889414145675
Tyler,8.8315217391,5.0,23.21371,31.0,26.4,,397,9.2627158189,4150,19.3,39.321490009,36.87316,2712:1,44041,63.814904493,21696,46.105272861,78.131030047,2020,,,0.0,136.0,147.0,10.0,201.0,0.1428,0.2169,0.0983,0.88,Very High Vulnerability,0.98,Very High Concern,2712.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,201.0,0.0,199.790059897907,0.6807145464068441,293.0,0.0005700507994421097,513989.2800549523,68.07145464068441,0.05700507994421097
Upshur,7.4209245742,12.0,29.06906,43.0,21.1,9.9099099099,1064,10.385553929,7270,17.9,31.22438478,12.11827,8252:1,48554,59.480025365,41260,50.588948134,79.299905874,2020,,,0.0,260.0,327.0,0.0,489.0,0.1276,0.1901,0.0861,0.59,Moderate Vulnerability,0.88,Very High Concern,8252.0,1.0,large,rural,23.690508852090353,1.0,9.9099099099,0.0,489.0,0.0,484.1540540540589,0.5370191529388068,587.0,0.0006005296967152909,977470.3952372479,53.701915293880674,0.06005296967152909
Upton,9.4488188976,2.0,54.60005,20.0,20.2,,193,17.232142857,430,12.1,30.057789124,108.96214,918:1,53867,57.341040462,3671,48.760555707,100.0,2020,,,0.0,34.5,40.0,7.5,40.0,0.1235,0.1873,0.0822,0.65,High Vulnerability,0.96,Very High Concern,918.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,40.0,0.0,39.759215900081,0.8677233496430625,82.0,0.000942877079986829,86967.85799602368,86.77233496430625,0.0942877079986829
Uvalde,7.1071428571,12.0,44.22822,32.0,35.0,,882,11.54752553,2430,9.0,,59.5992,1678:1,39725,65.834238147,26846,50.797139239,31.384207536,2020,,,0.15625,277.5,258.5,5.0,386.0,0.107,0.1724,0.0705,0.95,Very High Vulnerability,0.98,Very High Concern,1678.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,386.0,0.0,383.67643343578163,0.7232656890469321,541.0,0.0008506350823494266,635995.4006432176,72.32656890469322,0.08506350823494266
Val Verde,6.4690026954,14.0,28.45239,25.0,28.9,3.2976092333,1588,10.958525982,4580,9.3,59.153051434,65.03008,1538:1,44276,72.558181328,49208,48.878231182,10.157736451,2020,,,3.267857142857143,397.0,470.5,12.5,732.0,0.107,0.1724,0.0705,0.97,Very High Vulnerability,0.99,Very High Concern,1538.0,1.0,large,very urban,23.690508852090353,1.0,3.2976092333,0.0,732.0,0.0,729.5861500412244,0.5441441013889422,880.0,0.0007548707005196088,1165762.5595936622,54.41441013889422,0.07548707005196088
Van Zandt,6.7780654272,10.0,18.12185,40.0,20.8,6.679389313,1884,14.12505623,8690,16.2,40.080845273,26.77663,3735:1,51152,53.309147956,56019,51.154072725,75.018543525,2020,,,0.2105263157894736,415.0,484.5,7.5,575.0,0.1285,0.1874,0.0874,0.56,Moderate Vulnerability,0.89,Very High Concern,3735.0,1.0,large,rural,23.690508852090353,1.0,6.679389313,0.0,575.0,0.0,571.159351145025,0.7265923234348411,907.0,0.0006834355192408381,1327118.6153852495,72.65923234348412,0.06834355192408381
Victoria,8.0605655756,72.0,78.18948,48.0,21.4,5.5011552426,2923,12.01446833,11820,12.9,32.859626713,94.52926,1058:1,51646,67.742143641,92035,51.003422611,26.626571267,2020,,,0.9836956521739132,1011.5,1135.0,38.75,1166.0,0.1065,0.1663,0.0699,0.78,High Vulnerability,0.9,Very High Concern,1058.0,1.0,large,very urban,23.690508852090353,1.0,5.5011552426,0.0,1166.0,0.0,1159.5856529871285,0.8722943384081587,2185.25,0.001002244595762258,2180355.9822021355,87.22943384081587,0.10022445957622579
Walker,7.9144871503,20.0,27.683580000000003,42.0,28.3,,1234,10.977671026,15950,22.5,18.26365771,49.668870000000005,2013:1,43681,49.175824176,72480,41.799116998,45.582882657,2020,,,0.6176470588235294,369.0,302.5,15.0,640.0,0.1365,0.206,0.093,0.7,High Vulnerability,0.9,Very High Concern,2013.0,1.0,large,urban,23.690508852090353,1.0,6.019602497975,1.0,640.0,0.0,636.147454401296,0.5800541956853081,686.5,0.00039980476677731566,1717088.0815995089,58.00541956853081,0.039980476677731566
Waller,7.7939835916,6.0,11.69431,43.0,19.9,5.730002292,1762,13.705662726,8770,18.1,38.100103891,1.88232,53126:1,59807,71.279861204,53126,50.152467718,61.641013772,2020,,,1.826086956521739,491.0,435.0,17.5,689.0,0.1114,0.1704,0.0738,0.83,Very High Vulnerability,0.9,Very High Concern,53126.0,1.0,large,rural,23.690508852090353,1.0,5.730002292,0.0,689.0,0.0,685.052028420812,0.71673388243497,943.5,0.000749653197037315,1258581.973276152,71.673388243497,0.0749653197037315
Ward,9.9845201238,3.0,26.15063,19.0,17.7,,466,13.641686183,1160,10.1,20.527967891,76.79181,1302:1,53621,51.606425703,11720,49.675767918,27.88515669,2020,,,0.475,119.0,132.75,7.5,183.0,0.1166,0.1765,0.0789,0.65,High Vulnerability,0.96,Very High Concern,1302.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,183.0,0.0,181.89841274287056,0.6542113161164138,259.25,0.0009337202212642084,277652.76374649897,65.42113161164139,0.09337202212642084
Washington,7.9422382671,21.0,59.92638,41.0,19.5,,993,12.750385208,5850,16.9,28.88573044,59.815430000000006,1672:1,54332,54.079211535,35108,50.922866583,53.490717124,2020,,,0.2631578947368421,253.5,293.0,15.0,365.0,0.1225,0.1864,0.0827,0.73,High Vulnerability,0.86,Very High Concern,1672.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,365.0,0.0,362.8028450882391,0.6987266043582018,561.5,0.0006751018246812869,831726.3847791881,69.87266043582018,0.06751018246812869
Webb,8.0857228767,89.0,32.3879,35.0,34.6,4.9619847939,10498,11.269994632,25250,9.4,69.444092382,50.37875,1985:1,44919,82.325494588,275910,50.866949368,2.5996388392,2020,,,26.947916666666668,3143.5,2826.0,54.75,4344.0,0.1039,0.1663,0.0674,0.95,Very High Vulnerability,0.99,Very High Concern,1985.0,1.0,large,very urban,23.690508852090353,1.0,4.9619847939,0.0,4344.0,0.0,4322.445138055298,0.7272504102653077,6024.25,0.0009216396620798586,6536448.297380249,72.72504102653076,0.09216396620798586
Wharton,9.4440213252,16.0,38.12429,36.0,26.0,8.0561330561,1539,13.646036531,6250,15.1,38.523797679,67.27696,1486:1,48040,65.348309236,41619,50.743650736,49.895833333,2020,,,0.7619047619047619,793.5,753.0,15.0,543.0,0.1114,0.1704,0.0738,0.88,Very High Vulnerability,0.96,Very High Concern,1486.0,1.0,large,urban,23.690508852090353,1.0,8.0561330561,0.0,543.0,0.0,538.6255197505377,1.4731942154681168,1561.5,0.0015837110920921787,985975.2879151484,147.31942154681167,0.15837110920921788
Wheeler,6.8311195446,2.0,37.32736,36.0,20.9,,257,18.085855032,910,16.3,54.530271399,57.79233000000001,1730:1,48018,50.900900901,5191,49.662878058,100.0,2020,,,0.1470588235294117,307.5,156.5,5.0,45.0,0.1241,0.1883,0.0824,0.7,High Vulnerability,0.91,Very High Concern,1730.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,45.0,0.0,44.72911788759112,6.874716393307357,469.0,0.0038137078849797335,122977.43145120102,687.4716393307357,0.38137078849797335
Wichita,8.2245649264,95.0,71.9697,44.0,22.4,7.7178423237,2833,9.252727154,24410,18.5,42.662719612,112.82409,886:1,47477,61.217079783,132064,48.254634117,10.666920152,2020,,,1.06,1181.5,1244.0,25.0,1534.0,0.1296,0.2018,0.0855,0.82,Very High Vulnerability,0.83,Very High Concern,886.0,1.0,large,very urban,23.690508852090353,1.0,7.7178423237,0.0,1534.0,0.0,1522.1608298754443,0.7761991878983511,2450.5,0.0007832418247719375,3128663.3610424604,77.61991878983511,0.07832418247719375
Wilbarger,8.5237258348,6.0,47.00721,49.0,23.6,,374,12.790697674,2140,16.5,24.839368965,54.60218,1831:1,44735,60.43814433,12820,50.483619345,21.891392686,2020,,,0.2647058823529412,116.5,160.5,10.0,134.0,0.1293,0.1898,0.087,0.91,Very High Vulnerability,0.93,Very High Concern,1831.0,1.0,medium,very urban,23.690508852090353,1.0,6.019602497975,1.0,134.0,0.0,133.19337326527136,0.8746681395926177,287.0,0.0009449731795796234,303712.3234837983,87.46681395926177,0.09449731795796235
Willacy,8.6486486486,8.0,37.06449,53.0,44.5,,461,8.884178069,3070,14.1,,60.42296,1655:1,33171,82.95059151,21515,44.722286777,34.57576579,2020,,,0.1842105263157894,168.0,237.5,59.0,226.0,0.0992,0.1603,0.0642,0.99,Very High Vulnerability,0.98,Very High Concern,1655.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,226.0,0.0,224.63956983545765,0.7478646799540055,464.5,0.0009113180638654829,509701.2979527239,74.78646799540056,0.09113180638654829
Williamson,7.3943110355,376.0,68.67015,52.0,7.9,4.4526161889,10395,6.8602993585,63750,12.5,34.644574855,67.75845,1476:1,87817,29.369333598,566719,50.755665506,11.98994982,2020,,,22.264705882352946,4511.5,4164.0,83.0,6863.0,0.0946,0.1402,0.061,0.2,Low Vulnerability,0.58,Moderate Concern,1476.0,1.0,large,very urban,23.690508852090353,1.0,4.4526161889,0.0,6863.0,0.0,6832.441695095579,0.6603056712856279,8758.5,0.000652360372482364,13425861.486147793,66.0305671285628,0.0652360372482364
Wilson,7.1641791045,24.0,48.67759,37.0,14.6,,1446,11.342955758,4530,9.6,34.935734138,43.80376,2283:1,71207,40.26446281,50224,49.874561962,85.861410131,2020,,,1.1458333333333333,388.0,422.5,10.0,512.0,0.1134,0.1709,0.0762,0.44,Moderate Vulnerability,0.78,High Concern,2283.0,1.0,large,very rural,23.690508852090353,1.0,6.019602497975,1.0,512.0,0.0,508.9179635210368,0.762401856117546,820.5,0.000689593085075998,1189832.116587386,76.2401856117546,0.06895930850759979
Winkler,7.4324324324,2.0,26.40613,17.0,20.1,,288,12.462137603,820,10.5,32.160107343,38.8601,2573:1,56781,60.259179266,7720,48.691709845,18.129395218,2020,,,0.5083333333333333,109.25,86.25,7.5,98.0,0.1166,0.1765,0.0789,0.65,High Vulnerability,0.99,Very High Concern,2573.0,1.0,small,very urban,23.690508852090353,1.0,6.019602497975,1.0,98.0,0.0,97.41007895519844,1.1215471866134823,203.0,0.0011099523843804888,182890.72833813753,112.15471866134823,0.11099523843804888
Wise,6.3923585599,27.0,40.79721,48.0,14.1,6.7877453678,2900,16.815493448,9150,14.5,59.833848709,70.27304,1423:1,66387,46.325243976,68305,49.990483859,72.107497421,2020,,,0.8653846153846154,579.5,624.5,22.5,771.0,0.1293,0.1898,0.087,0.58,Moderate Vulnerability,0.81,Very High Concern,1423.0,1.0,large,rural,23.690508852090353,1.0,6.7877453678,0.0,771.0,0.0,765.7666483214261,0.7567579513553824,1226.5,0.0007579501928071397,1618180.2071420315,75.67579513553824,0.07579501928071397
Wood,6.2521830248,21.0,47.38909,40.0,24.9,,1194,13.405186932,7220,16.7,61.570877077,68.69197000000001,1456:1,48384,58.102893891,45129,50.395532806,74.199313697,2020,,,0.1842105263157894,240.5,274.0,20.0,362.0,0.1285,0.1874,0.0874,0.63,High Vulnerability,0.87,Very High Concern,1456.0,1.0,large,rural,23.690508852090353,1.0,6.019602497975,1.0,362.0,0.0,359.82090389573307,0.6683880713881225,534.5,0.0004999396826813585,1069128.9739859856,66.83880713881226,0.049993968268135854
Yoakum,6.3506261181,3.0,35.01401,17.0,16.3,,498,16.739495798,610,7.2,,46.56035,2148:1,61560,56.434253627,8591,48.958212082,37.327071963,2020,,,0.0384615384615384,85.5,64.5,10.0,143.0,0.1143,0.1758,0.0766,0.49,Moderate Vulnerability,0.93,Very High Concern,2148.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,143.0,0.0,142.13919684278957,0.6015230274205481,160.0,0.000786143584325434,203525.1615483082,60.15230274205481,0.0786143584325434
Young,4.7433398311,12.0,66.74454,38.0,20.4,,719,15.977777778,2820,15.5,49.227356402,55.417010000000005,1805:1,49301,56.629417095,18045,50.473815461,33.568733154,2020,,,0.6111111111111112,180.0,182.0,7.5,196.0,0.1293,0.1898,0.087,0.55,Moderate Vulnerability,0.84,Very High Concern,1805.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,196.0,0.0,194.8201579103969,0.923929032450466,369.5,0.0008643371250419981,427495.23223597044,92.3929032450466,0.0864337125041998
Zapata,8.5869565217,1.0,6.982270000000001,32.0,49.1,,595,12.329050974,1620,11.2,,21.14165,4730:1,33160,83.300198807,14190,50.084566596,23.534027679,2020,,,0.2,151.0,131.0,12.5,207.0,0.1146,0.1867,0.0742,0.99,Very High Vulnerability,1.0,Very High Concern,4730.0,1.0,medium,very urban,23.690508852090353,1.0,6.019602497975,1.0,207.0,0.0,205.75394228291918,0.7338863028557163,294.5,0.000876049234694667,336168.3206111621,73.38863028557164,0.0876049234694667
Zavala,8.8482074752,2.0,16.7392,26.0,44.5,,277,7.7940348903,1730,14.3,,75.1064,1331:1,30076,79.671618452,11983,49.420011683,38.032028775,2020,,,0.0,66.5,40.5,2.5,145.0,0.107,0.1724,0.0705,1.0,Very High Vulnerability,1.0,Very High Concern,1331.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,145.0,0.0,144.12715763779363,0.46139812294863497,109.5,0.0003857217875620193,283883.3675745987,46.139812294863496,0.038572178756201926
Anderson,,19.0,32.72646,44.0,23.8,,1293,11.28370713,8800,15.2,42.574682123,60.62181,1650:1,48461,62.569370646,57735,38.557201005,67.063532793,2021,67.943874798,19.017926734,0.0,384.0,449.0,12.5,561.0,0.1398,0.2105,0.0948,0.79,High Vulnerability,0.95,Very High Concern,1650.0,1.0,large,rural,19.017926734,0.0,6.019602497975,1.0,561.0,0.0,557.623002998636,0.6886373014295095,845.5,0.0007700364298812688,1097999.99998749,68.86373014295096,0.07700364298812688
Andrews,,9.0,49.64695,24.0,12.7,,784,13.452299245,1800,10.1,,58.80781,1700:1,74918,40.912248206,18705,48.847901631,16.502096578,2021,86.183384174,31.02379043,0.0,255.0,375.0,23.5,273.0,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.88,Very High Concern,1700.0,1.0,medium,very urban,31.02379043,0.0,6.019602497975,1.0,273.0,0.0,271.35664851805285,0.9397226911248329,653.5,0.0011261416508835328,580299.99999315,93.97226911248329,0.11261416508835329
Angelina,,51.0,58.55877,49.0,22.6,6.5789473684,2670,11.637029289,15640,17.9,38.343168513,88.79663000000001,1126:1,51750,67.965116279,86715,51.158392435,43.082366228,2021,82.274850975,25.436199043,0.0,930.0,1066.0,20.0,1114.0,0.125,0.1935,0.0836,0.98,Very High Vulnerability,0.89,Very High Concern,1126.0,1.0,large,urban,25.436199043,0.0,6.5789473684,0.0,1114.0,0.0,1106.6710526316024,0.8403581152579275,2016.0,0.0009139955569603469,2205700.000013745,84.03581152579275,0.0913995556960347
Aransas,,9.0,37.82784,49.0,32.1,,668,15.455807497,4560,18.4,61.813483728,55.29562,1808:1,53085,67.161541181,23510,50.518928116,27.260557907,2021,81.755341433,17.732879626,0.0,144.0,206.0,15.0,223.0,0.1183,0.18,0.0772,0.8,Very High Vulnerability,0.85,Very High Concern,1808.0,1.0,medium,urban,17.732879626,0.0,6.019602497975,1.0,223.0,0.0,221.65762864295158,0.6496505483777267,365.0,0.0008755097145446003,416900.00000725995,64.96505483777267,0.08755097145446003
Archer,,,,47.0,12.8,,233,11.626746507,1160,13.2,,,,63731,33.231083845,8553,51.058108266,88.988292467,2021,75.405561993,21.547994856,0.0,65.5,117.5,0.0,80.0,0.1293,0.1898,0.087,0.09,Very Low Vulnerability,0.8,Very High Concern,,,small,very rural,21.547994856,0.0,6.019602497975,1.0,80.0,0.0,79.518431800162,0.8237083971249362,183.0,0.0009929462832157124,184300.00000336798,82.37083971249362,0.09929462832157124
Armstrong,,0.0,0.0,27.0,16.7,,60,12.987012987,230,12.1,,52.99417,1887:1,64424,40.668523677,1887,51.086380498,100.0,2021,81.556195965,22.575516693,0.0,27.5,25.0,0.0,22.0,0.1241,0.1883,0.0824,0.16,Very Low Vulnerability,0.56,Moderate Concern,1887.0,1.0,small,very rural,22.575516693,0.0,6.019602497975,1.0,22.0,0.0,21.86756874504455,1.2575700719464675,52.5,0.0012323943662061222,42599.999999691005,125.75700719464675,0.12323943662061222
Atascosa,,11.0,21.86444,36.0,19.0,4.4369321783,1607,11.280359399,6170,12.6,,46.91807,2131:1,57309,66.194084576,51153,50.200379254,60.711184342,2021,80.219992281,27.189021172,0.0,572.0,664.0,20.0,601.0,0.1146,0.174,0.0756,0.85,Very High Vulnerability,0.95,Very High Concern,2131.0,1.0,large,rural,27.189021172,0.0,4.4369321783,0.0,601.0,0.0,598.3334037608417,0.9559887454129714,1256.0,0.0009030773655376623,1390800.000011316,95.59887454129714,0.09030773655376623
Austin,,5.0,16.67278,41.0,17.0,,894,12.0209762,3890,13.1,19.282058084,56.60629,1767:1,68311,55.517490083,30032,50.283031433,66.344089805,2021,74.250066366,23.841236015,0.0,271.0,304.0,12.5,365.0,0.1114,0.1704,0.0738,0.49,Moderate Vulnerability,0.82,Very High Concern,1767.0,1.0,medium,rural,23.841236015,0.0,6.019602497975,1.0,365.0,0.0,362.8028450882391,0.7469621687616279,587.5,0.0008205307262541412,716000.00000248,74.6962168761628,0.08205307262541413
Bailey,,2.0,28.46165,42.0,25.8,,397,17.581930912,920,13.0,,85.71428999999999,1167:1,46174,85.815102329,7000,49.771428571,28.750872296,2021,70.545277507,30.771428571,0.0,99.0,148.5,21.0,106.0,0.1143,0.1758,0.0766,0.8,Very High Vulnerability,0.96,Very High Concern,1167.0,1.0,small,urban,30.771428571,0.0,6.019602497975,1.0,106.0,0.0,105.36192213521466,0.9396183933788701,268.5,0.001246518105866943,215399.999997,93.96183933788701,0.1246518105866943
Bandera,,5.0,21.90676,42.0,23.6,,579,14.884318766,3390,15.6,,47.59432,2101:1,59604,54.409448819,23112,50.36344756,100.0,2021,81.819264198,16.471962617,0.0,99.5,134.5,2.5,187.0,0.1146,0.174,0.0756,0.51,Moderate Vulnerability,0.77,High Concern,2101.0,1.0,medium,very rural,16.471962617,0.0,6.019602497975,1.0,187.0,0.0,185.87433433287868,0.5353079022830953,236.5,0.0006212240609336762,380700.000004104,53.530790228309534,0.06212240609336762
Bastrop,,24.0,27.59382,43.0,23.8,4.5567522784,3089,13.420515271,10220,12.4,34.598673152,39.44862,2535:1,62627,70.670550244,88723,49.154108856,63.85244907,2021,80.403582183,25.367717503,0.0,1131.0,1324.0,47.0,1283.0,0.124,0.188,0.0827,0.75,High Vulnerability,0.85,Very High Concern,2535.0,1.0,large,rural,25.367717503,0.0,4.5567522784,0.0,1283.0,0.0,1277.1536868268129,0.8855629605627628,2502.0,0.001111654152032366,2250700.0000186693,88.55629605627628,0.1111654152032366
