% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_mmr_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,%_pop_youth_imputed,imr_imputed,live_births_imputed,pop_0_24mos,mmr_dose_rate_0_24_months,mmr_doses_<18yrs,#_pop_youth_imputed,mmr_dose_rate_<18yrs,segregation_imputed,%_pop_youth_imputed_yes_no,imr_imputed_yes_no,live_births_imputed_yes_no,seg_missing_bool,segregation_imputed_yes_no,OH__Low Vulnerability,OH__Moderate Vulnerability,OH__Very High Vulnerability,OH__Very Low Vulnerability,OH__Moderate Concern,OH__Very High Concern,OH__urban,OH__very rural,OH__very urban,OH__medium,OH__small
-0.6081642683122512,-0.2024199329960776,-0.23422923900254894,0.4955468160341127,0.01881844507480323,-0.1577686962672157,-0.5623188983440532,-0.09490092896003775,1.0806522118848507,-0.29797957447526774,-0.6825431134566935,-0.11232606559026753,-0.14173713457504297,-3.5714237134154754,0.3712386487619481,-1.3416407864998738,-0.44867125077346853,-0.18147355544972643,-0.18365030417540765,-0.18006139515691458,0.39417004397286903,0.5504394384278063,0.3847573683617041,0.5338978543709123,0.5835296147104481,0.5108496745862332,1.8141766810851914,1.869291090207579,1.789004385752785,0.49152379668404284,0.6146124547964777,-0.08476869321384112,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.13396321697450464,-0.13403017170355963,-0.12461529148519647,-0.18574963366046707,-0.1454614029746336,-0.7573992777285976,-0.5435719473460191,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.4205574649023507,-0.2418605747465883,0.3696224569942551,-1.4301948743782276,-1.1192353920183358,-0.2010465127034706,-0.0162500804081619,-0.24877227555972195,-2.187599225364524,0.03521417402247496,2.2526091032310345,-1.545439825043926,-0.23807205265051523,-0.07720055961609931,-1.2180477885365852,-1.3416407864998738,1.4605385940035123,-0.19756251542857875,-0.19736198795643115,-0.16739532476294133,0.45122489906850294,0.41849723596968147,0.6612453111263219,0.8030194148082517,0.7052504955321357,0.8827943313316213,-0.30127374996105827,-0.36384923947409203,-0.14678757572039824,-0.8836988896843365,-0.0021402639168774332,-0.22760692702140947,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.18679066317023785,-0.1868559710702291,-0.08807611421056291,-0.19849251245100763,-0.23672172667706395,1.309499455296768,-1.2970073822912993,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
0.787891965102898,-0.08768352063095557,0.6851738436361471,1.0023209450899917,0.5613789953168807,-0.05434205020769136,-0.5209602119678499,0.008077129328467703,1.3140987431169486,0.34451897296116374,-0.6310346824277686,0.4500370912553691,-0.07168568459329194,0.7464923717460162,-0.3825560537913119,-1.3416407864998738,1.0194144774792273,-0.075889755588508,-0.07564442577719176,-0.1578957719674614,0.6331730010140794,0.6016689782094853,0.4734703850430459,0.5906047014252442,0.5614850045177756,0.6095904377191197,0.4646651992108597,0.7527209253667444,0.4254276581741901,1.3080622667152677,0.08596726732788773,-0.31836050098754404,0.23040780653682147,-0.044754581050616415,-0.03621492486057933,-0.005196316872404996,-0.005263552644782252,-0.12398048004232003,-0.08407431087375908,-0.07910002405955771,-0.16064136081699693,-0.16214692939708195,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
0.9588722140609229,-0.2418605747465883,-0.21338732010314443,0.39419199022293694,1.620033727496545,-0.21212269962190192,-0.2609287545421269,-0.20417681891246833,0.5137106360354696,-0.4844038629735718,-0.6115307589826056,2.6143814819173516,-0.22440677237854562,0.5363869772973756,-0.8798794540044279,-1.3416407864998738,0.9732683152020699,-0.23325989538165737,-0.2266838963496968,-0.18956094795239453,0.20463814328052637,0.38361527751085545,0.4386290922025247,0.4122290235097101,0.3429667536624478,0.3185008554904094,-0.1462622959619791,-0.13396714671274337,-0.35375904329929125,0.5344995056330547,-0.26646285765117295,0.02965972613476337,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.21072809972767945,-0.21079266140825123,-0.1013412035999396,-0.23045679244240555,-0.22377628668481356,-0.6227998407496773,1.4090937913567303,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False
-0.07097280614967712,,,0.7996112934676401,-1.0795358395615982,-0.23750257163367172,0.14035383513241062,-0.25302756722453623,-0.32002697550773834,,0.4636700863843385,-2.304966064316236,-0.2606110795397702,0.5895340984351783,1.0603947685119777,-1.3416407864998738,0.18226704831294294,-0.24670926036397925,-0.2515758761367856,-0.1832279127554079,0.8185002430766474,0.6320878196312875,0.5258282125955924,0.691683517982602,0.7518178027053236,0.7778308841899311,0.8567529946202935,0.5097027130190326,0.8393705933319778,-2.516775829746787,-0.7070005138749978,,,-0.044754581050616415,-0.017148642382772285,-0.2317765353212919,-0.2318404408434086,-0.046812110898539705,-0.24828611444765766,-0.25807347463038366,-0.06256602645393498,-0.012148860733831467,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True
0.43485303547997345,-0.2741301907242789,-1.5295774418766945,-1.227485222755876,-0.9472039980391402,-0.2545202892831821,0.21421830001853123,-0.2697083105506082,-0.6201725156632933,-0.3120797631986924,0.1639572859528749,-1.3232747679401662,-0.2772439259724959,0.8385049843662489,1.406523334941091,-1.3416407864998738,0.9728294424770859,-0.26606629033853596,-0.2638109170490835,-0.18956094795239453,-0.7023673079858881,-0.8869923574615255,-1.2553934265749385,-0.7727837523547728,-0.8101272920619531,-0.6028157653045142,0.38260031179958304,0.41118181612131166,0.27933015164791297,-2.2159458671037036,-2.82158126374936,-0.07727165884272565,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.2414753242712898,-0.24153892744588307,-0.08858896123647948,-0.26327773655417597,-0.2738301595362054,0.09269405811134476,-0.012148860733831467,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True
-0.06187429421514572,-0.24544608763299838,-0.9187717080565173,-0.2139369646441179,0.19084983905399824,-0.15314750569859867,-0.9319350802854293,-0.20230449057995006,-2.0542012075176106,-0.5496141121621838,-0.33425876622163847,0.15906393531209445,-0.160427976076976,0.3738432037680678,0.17156668542532214,-1.3416407864998738,0.7445007957656227,-0.1327038955138303,-0.16107876318203052,-0.17056184236143465,0.8747846707954113,1.043711999871503,0.8433765832279776,0.9941386374997441,0.9420136814520803,0.9849584043845357,-0.4836401664305626,-0.5280507343036268,-0.5485557186676625,0.7493780503781137,0.6146124547964777,0.07858773992520116,0.23040780653682147,-0.044754581050616415,-1.3055652042496784,-0.10610499339472347,-0.10602625536262716,-0.10930758340012088,-0.15271452351860357,-0.16316767480019215,-0.00786907847973397,-0.012148860733831467,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False
-0.09335586523610928,-0.2526171134058185,-0.7762567526467516,0.1914823386005853,-0.7354730516032078,-0.18696288430387578,-0.2268058866291129,-0.20077258558061692,-0.08658044427564036,-0.385896468962452,0.3696897911736685,-0.4923779749466807,-0.20945554677024836,0.37173454218535346,0.34862455650444385,-1.3416407864998738,0.2829707253732765,-0.20912645541337888,-0.20769848803751043,-0.1768948775584213,0.6972300823192401,0.6968947534806784,0.303765212507748,0.6407112011784099,0.6272722217279814,0.6677415861334414,-0.7754264327817688,-0.7645008868581561,-0.767701978457079,-0.7977474717863128,-0.5307854513854685,-0.035051517910654334,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.1762664453734316,-0.17633208135265044,-0.11708845637746901,-0.20946852149327994,-0.2096126405633489,-0.3010900059507772,-1.4923087494450304,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
-0.4875527285670279,-0.2633736520650487,0.055727773098130394,0.2928371644117611,0.4819798904034062,-0.23383496007127724,0.33388456202190103,-0.2603466688880168,-1.2538131004361315,0.5347129951231184,-0.7516728498376191,1.6460796514863836,-0.264854940415193,0.39648015592238534,-0.8330347315626654,-1.3416407864998738,-0.3718218772031741,-0.24256132536943137,-0.24535288119001342,-0.1832279127554079,0.6058611160057645,-1.6630542401518886,-0.0568322708380067,0.7612224621334552,0.533435445049049,-0.44957545325511217,-0.5109951289009877,-0.40982565802636034,-0.4268077965624307,0.5344995056330547,0.702719986041243,-0.36176438418873885,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.22249046079469817,-0.22255465579848624,-0.08910540718889377,-0.24336029575551593,-0.2620937834132877,1.015672472306111,-0.012148860733831467,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True
0.919098620498078,-0.2526171134058185,-0.5256664383419971,0.0901275127894095,0.045284813379294735,-0.21989803613417822,-0.0038425161980338005,-0.22136819723831802,-0.15327945319909678,-0.5474106322931875,-0.15247316314587134,-0.7149680175062916,-0.22674222282050652,0.45411836252714544,1.406523334941091,-1.3416407864998738,0.9490535700596251,-0.23753352537604003,-0.24704047303998553,-0.18956094795239453,-0.34832928790248163,-0.016002350406776705,-0.1917387656361862,-0.031677721036501905,-0.30424856714231324,-0.15565551047181309,-0.4836401664305626,-0.5280507343036268,-0.5485557186676625,-0.711796053888289,-0.9713231076092933,0.07661483614332866,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.21217260020959403,-0.21223711685968358,-0.10786411945669923,-0.24261071465019002,-0.22598871357614445,-1.022187092642477,-0.012148860733831467,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False
-0.3920929638406595,-0.19166339433684743,-0.5147957757203344,0.2928371644117611,-0.43110981610155424,-0.04935409848283487,-0.35222366264099814,-0.10307108895648116,-0.8202695424336631,-0.7900474753372534,0.5158562599268018,0.6303290867427076,-0.07196555262146082,0.0024314908999240542,0.2703053645828098,-1.3416407864998738,0.7662090684225723,-0.031142335647324947,-0.05518237459627977,-0.1547292543689681,0.03614873781584798,-0.12031144258391144,-0.009172254335952718,-0.022470400518999456,0.03192124363895352,-0.13556963526100782,0.37348199097610757,0.3914776367417679,0.31585452827948185,0.3196209608879953,-0.26646285765117295,0.32007116282639403,0.23040780653682147,-0.044754581050616415,-1.033350408032582,-0.010148889953254983,-0.010024828053551711,-0.1071357094848892,-0.0543587741983389,-0.07936514959612218,0.13465627024885723,-0.827330053298679,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.5040393309975417,-0.25620262629222856,3.692057913427232,-2.0383238292452823,0.8128094942095512,-0.2516595522645144,-0.31849156813653295,-0.2639211138864608,0.4136621226502844,-0.23449306346651297,-1.0431774353828944,-0.27556843742965337,-0.27316653832072535,0.7802659055222183,1.406523334941091,-1.3416407864998738,0.18952973837508516,-0.2636780853416751,-0.25927551395228343,-0.18956094795239453,1.175573494195681,1.2382232597520697,0.9440280757051995,1.0355149640618153,1.118535346694166,1.101982706245152,0.8567529946202935,0.5097027130190326,0.8393705933319778,-2.2159458671037036,-0.8832155763645282,-0.11712431523654997,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.23672910840214187,-0.23679285953403387,-0.11963663251931289,-0.2599581630877326,-0.2699675547362578,-0.08573765279458248,-0.012148860733831467,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True
1.641169318209186,-0.24903160051940845,-0.7256543940621508,-0.9234207453223485,1.2627377553859083,-0.2108757116906878,-1.219989918972676,-0.19668750558239523,-0.35337647996946653,-0.2500587680390163,-0.9960366783301063,0.708513729247862,-0.20318746800143178,-3.43005796646071,-0.38585833588529117,-1.3416407864998738,-1.0825916921208791,-0.20636116541701363,-0.2009481206376219,-0.16739532476294133,0.6555283489761677,0.7968323238692502,0.7156266120068813,0.7225401862204833,0.7847283515248386,0.8069214323230949,-0.1462622959619791,-0.13396714671274337,-0.35375904329929125,1.2650865577662558,0.9670425797755384,-0.1096272808654345,0.23040780653682147,-0.044754581050616415,2.092779026250774,-0.17440923046811288,-0.17459776159217974,-0.1157054562353001,-0.20406082923342872,-0.2036747427702934,-0.29183416221607955,-1.6413247066354204,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
0.554782444979227,0.7441554690161792,1.5238558613616038,0.0901275127894095,-0.44434300025379975,0.20840564212224924,-1.9814216044312416,0.7976890506514046,1.2473997341934924,2.6963582434855016,-0.05578189788104741,-0.3601100148938845,0.576232927171793,0.43328610746310764,-1.2594091380087433,-1.3416407864998738,1.3299933810668443,0.4688723736954452,0.3348622917285272,-0.12496398894313095,0.4339785039464262,0.4428938438203518,0.1916239342364066,0.3463317287744706,0.37905066657925723,0.28785445656633013,0.40995527427000816,1.1336683933712646,0.16975702175320473,0.5774752145820666,-0.4426779201407033,-0.5894374806168243,0.23040780653682147,-0.044754581050616415,1.0764878121649624,1.0131765228773735,1.011954167992458,-0.14234219340934753,0.35914228840394957,0.5346884487368473,-0.45807823165045003,-0.07311792957373826,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.7038162256807106,4.924863494570314,1.2390720251259812,-0.011227313021766296,0.16438347074950674,2.8019938345851303,-1.5717512605308237,3.406353052849148,-1.1871140915126746,0.8534845578982696,-0.06195688522662028,0.07123490945592847,4.509843204781463,0.5434568229287856,-1.5940784919066118,-1.3416407864998738,0.8962501538499212,3.8606262492372525,3.3493232337412326,0.5210056011495049,0.3183740607280272,0.29658459758251426,0.26492573735054864,0.309772752879081,0.3248770628727509,0.30374535309863326,-1.769323402540566,-1.5329638826603773,-1.9486568228778263,0.6634266324800899,-0.09024779516164261,-0.4197677553757901,0.23040780653682147,-0.044754581050616415,0.40459934487934707,4.963885340913748,4.961872996731755,-0.125594817236525,3.3887349501012034,4.26108957540439,-0.39104280472498587,0.19300625064536564,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
-1.3591432012420528,-0.25620262629222856,0.0787723960996949,0.5969016418452885,-0.6957734991464702,-0.2284068949589334,1.0916577436806,-0.24928291055949967,-0.6201725156632933,-1.0205637474256108,0.7379298901962457,-1.568326081203872,-0.2535757763489045,0.26257710659764,1.406523334941091,-1.3416407864998738,1.3347655590637957,-0.2563877753512576,-0.25621675372420893,-0.1832279127554079,-0.9593486809160047,-1.1778113366591836,-1.2438175239313622,-0.506297625724959,-1.0740495478917451,-0.593843141770045,-1.741968440070141,-2.2685865794966933,-1.607762640983178,-1.7002373597155613,-1.7642908888121789,0.7154410807136413,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.22909389156916482,-0.22915788071931992,-0.11636949013267012,-0.2547646368579745,-0.25140876717674626,-1.012320435925239,-0.012148860733831467,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
,-0.2741301907242789,-1.5295774418766945,-2.0383238292452823,-1.0530694712571067,-0.25767443522684136,0.19995619151433688,-0.2726019088826819,-0.6868715245867497,-1.6878977125609278,0.8334915846051721,-2.6353428416295817,-0.2802452693090655,-0.3714319666121275,1.406523334941091,-1.3416407864998738,0.6554532526692834,-0.2692086653344056,-0.26539303440843237,-0.18956094795239453,1.175573494195681,1.2382232597520697,0.9440280757051995,1.0355149640618153,1.118535346694166,1.101982706245152,0.32789038685873145,0.34550121818949775,0.25498056722686596,-2.645702956593822,-1.411860763833119,-0.5681301197726014,-4.340130723132376,-0.044754581050616415,-0.017148642382772285,-0.20195791823034093,-0.20202275331026898,-0.18582100638841495,-0.2654193968551071,-0.27667340235936205,1.2180681279011936,-0.012148860733831467,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True
-0.8237346827553123,-0.23827506186017824,0.5110944002238976,-0.8220659195111727,0.20408302320624425,-0.21755076473424576,-0.018809256482033458,-0.22647454723609514,0.1802155914181864,-0.57375816039479,-0.49495904665398605,0.11800453198296207,-0.23671372765173013,0.505911248300579,0.8160800224684276,-1.3416407864998738,-0.029837674209494867,-0.24105298537141398,-0.24018463114947378,-0.1863944303539012,-0.8800103568409033,-0.7778596636046128,-0.3399585310313155,-0.6799251696198684,-0.9925683524848312,-1.1372931239525186,0.44642855756390876,0.3914776367417679,0.595874749121516,-0.2390632554491587,0.08596726732788773,0.09792219698755156,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.20866452761065862,-0.20872915362049071,-0.12333087086746237,-0.24036197133421228,-0.2354349535987382,-0.7096054788116997,0.45059462469777867,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.4415547448221786,-0.048242878880444866,0.9765209153544374,0.4955468160341127,0.4025807854899312,-0.12233956857448504,-1.5237645158613968,0.06952354096838584,2.1811858591218853,2.175664887489003,-0.5793756419513907,-0.018614854668027127,-0.05423736063021209,0.21042615380565016,-0.6232534882481348,-1.3416407864998738,-0.26081719533516295,-0.1249108055240737,-0.12458458942638334,-0.17056184236143465,0.0013257716470672727,0.14898974295694098,0.17748709655061692,0.14578256600718098,0.14981071834399254,0.10589886125087039,1.4312072064992318,1.5474561603416919,1.5211589571212762,0.7493780503781137,-0.17835532640640778,-0.5578710201068645,0.23040780653682147,-0.044754581050616415,3.000576977046406,-0.021498536596869535,-0.022119857835431234,-0.13687597926998699,-0.13086958844910548,-0.06257081819374655,-0.7246178593607843,0.23708406466921167,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
0.24160663705720845,0.5648798246956761,0.8847724929097222,0.2928371644117611,-1.238334049388548,0.4246480198410278,-1.2582532836910378,0.5534353090910652,-0.32002697550773834,-0.11988139431597325,1.445267160159245,-1.2180234658736007,0.6113563647069861,0.14663652909620117,-1.0286171915291908,-1.3416407864998738,1.5700675743572403,0.6908497434036734,0.4667054050075994,-0.10026515167488309,0.5379902020988229,0.48996366278230424,0.4738648540460221,0.4852437358079948,0.5413377816491358,0.49317147860716815,-1.1401592657207775,-1.395034627003569,-1.108596160351729,-0.711796053888289,-1.6761833575674148,-0.16881439432160922,0.23040780653682147,-0.044754581050616415,-1.8126621700735237,0.6815604836721265,0.6828222081312445,-0.1057393852473901,0.5227115938875688,0.567961703575686,-0.13873638506169964,-0.19396787289494566,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
-0.34301541247590056,0.40711725769363327,1.6591751920464695,1.5090950741458709,-0.2987779745790962,0.11546836513117309,-0.8664444173583287,0.46798905246159456,1.7809918055811458,-0.13817769591455684,-0.37048033833408417,-0.30650452929853833,0.2652802466328572,0.1339962852094631,-1.3575627991523747,-1.3416407864998738,0.8581915940309406,0.18052804407445106,0.1633607699751102,-0.14016327341589885,0.4530200628730329,0.4086781303564263,0.3675997637693257,0.29942310737922617,0.32269314259777243,0.32246518951426567,-1.3134073613668065,-0.9089982023081471,-1.339917212351669,-0.11013612860212307,-0.6188929826302326,-0.16092277919411926,0.23040780653682147,-0.044754581050616415,-1.8192619495252909,0.2979424271179546,0.29865901234133235,-0.12258941495402247,0.14797458273213476,0.2401156930939806,-0.39741822445756814,-0.6810035826264154,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
-1.3842917917769972,-0.2526171134058185,0.8735940500714077,-1.734259351811755,-0.16644613305663825,-0.24293063674601556,-0.5617044546648428,-0.2547296838904619,-0.8869685513571195,0.2783625159374895,-0.7050592258509165,-0.6580723276899008,-0.25945059228503553,0.13572508549448883,-0.6407610948828079,-1.3416407864998738,0.09586384776890035,-0.2633010003421707,-0.25969741191477647,-0.1832279127554079,-1.3045331086854137,-1.2565950734986748,-0.9924191165197063,-1.087270485644616,-1.4285571599239704,-1.1494631012905492,-0.30127374996105827,-0.36384923947409203,-0.14678757572039824,-0.06716041965311119,-0.3545703888959381,-0.30139352846344064,0.23040780653682147,-0.044754581050616415,-0.017148642382772285,-0.2305383920510794,-0.23060233617075226,-0.14598438079109824,-0.2594762895200231,-0.2569741178796293,-1.196706702454546,-0.012148860733831467,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True
