county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,seg_missing_bool,OH__Low Vulnerability,OH__Moderate Vulnerability,OH__Very High Vulnerability,OH__Very Low Vulnerability,OH__Moderate Concern,OH__Very High Concern,OH__medium,OH__small
Orange,,15.0,17.98647,44.0,21.1,7.4674906656,2490,11.632252639,13830,16.5,75.514927876,47.05712,61323,58.892993799,82878,,,2022,86.173582515,24.957165955,1038.0,0.9232758620689652,0.9206896551724136,0.9396551724137936,0.930172413793104,0.9275862068965516,0.1338,0.1949,0.0899,0.58,0.86,2125.0,1.0,0,0,1,0,0,0,1,0,0
Palo Pinto,,11.0,37.68543,47.0,20.9,,1020,14.742014742,4920,17.2,70.613260161,54.57026,59450,67.691631891,29320,,,2022,82.097929166,23.066166439,351.0,0.9200000000000002,0.9446153846153844,0.96,0.9261538461538464,0.9353846153846156,0.1134,0.1689,0.0762,0.88,0.93,1833.0,1.0,0,0,0,1,0,0,1,1,0
Panola,,8.0,34.49168,38.0,19.5,,768,13.726541555,3710,15.9,23.695498432,30.18933,51936,53.31302361,23187,,,2022,79.993073193,23.02152068,262.0,0.9666666666666665,0.9666666666666665,0.9703703703703702,0.9703703703703702,0.9666666666666665,0.1282,0.1918,0.0871,0.7,0.92,3312.0,1.0,0,0,0,0,0,0,1,1,0
Parmer,,1.0,10.41124,31.0,17.7,,599,21.423462089,1210,12.5,,115.52195,61989,72.020725389,9522,,,2022,75.56800498,27.578239866,148.0,0.9438775510204084,0.9387755102040816,0.9336734693877552,0.9438775510204084,0.9336734693877552,0.1241,0.1883,0.0824,0.76,0.97,866.0,1.0,1,0,0,0,0,0,1,1,0
Pecos,,9.0,56.87923,15.0,19.7,,700,17.382666998,1890,12.0,,76.34559,52792,64.914543696,15718,,,2022,70.357436319,24.576918183,186.0,0.9615384615384612,0.9725274725274722,0.9890109890109888,0.9615384615384612,0.9560439560439562,0.1166,0.1765,0.0789,0.82,0.98,1310.0,1.0,1,0,0,1,0,0,1,1,0
Polk,,28.0,54.52457,46.0,22.9,6.408470326,1552,14.817643689,8990,18.4,44.988478357,52.83517,47535,61.64879745,52995,,,2022,76.62858735,20.056609114,496.0,0.9550359712230218,0.971223021582734,0.983812949640288,0.9604316546762588,0.9676258992805756,0.1365,0.206,0.093,0.91,0.97,1893.0,1.0,0,0,0,1,0,0,1,0,0
Potter,,102.0,86.87134999999999,49.0,29.2,7.3083501788,5005,15.381542149,19400,16.2,53.211575704,218.09593,45903,72.695182724,116004,,,2022,78.258297882,26.92838178,1579.0,0.963486454652532,0.9650569297212408,0.9768354927365528,0.9666274047899488,0.9642716921868864,0.1281,0.2007,0.0864,0.92,0.87,459.0,1.0,0,0,0,1,0,0,1,0,0
Rains,,1.0,7.991049999999999,40.0,20.3,,441,16.832061069,1920,16.3,25.017319533,15.93372,59195,62.651997684,12552,,,2022,78.384633187,19.925111536,125.0,0.9158878504672896,0.9158878504672896,0.9158878504672896,0.9158878504672896,0.9065420560747662,0.1285,0.1874,0.0874,0.4,0.89,6276.0,1.0,0,0,1,0,0,0,1,1,0
Nolan,,5.0,33.98124,33.0,24.4,,525,13.338414634,2380,15.9,42.191075469,80.88979,41720,62.350722816,14835,,,2022,74.909354605,25.648803505,176.0,0.9739583333333336,0.9791666666666664,1.0,0.9739583333333336,0.9791666666666664,0.1278,0.1901,0.086,0.89,0.96,1236.0,1.0,0,0,0,1,0,0,1,1,0
Leon,,,,44.0,17.9,,878,21.835364337,3070,17.8,38.937516062,28.58286,52878,52.31511254,17493,,,2022,72.253912535,22.460412737,181.0,0.9785407725321889,0.9871244635193132,0.9871244635193132,0.9785407725321889,0.969957081545064,0.1225,0.1864,0.0827,0.62,0.92,3499.0,1.0,0,0,0,0,0,0,1,1,0
Maverick,,14.0,23.841150000000003,24.0,27.9,6.915813273,2779,14.939253844,10500,18.0,76.775010553,47.96327,41324,79.172413793,58378,,,2022,65.381149757,30.598855733,991.0,0.8991270611057226,0.9282250242483024,0.9631425800193988,0.8971871968962173,0.880698351115422,0.107,0.1724,0.0705,0.97,1.0,2085.0,1.0,0,0,0,1,0,0,1,0,0
Karnes,,4.0,25.63938,44.0,22.9,,482,14.023858016,2040,13.1,31.185464654,38.55546,56006,66.381766382,15562,,,2022,69.969244288,21.925202416,140.0,0.976470588235294,0.9823529411764704,0.9823529411764704,0.9823529411764704,0.9647058823529412,0.1134,0.1709,0.0762,0.84,0.97,2594.0,1.0,0,0,0,1,0,0,1,1,0
Kendall,,41.0,86.44135999999999,49.0,8.6,,1528,13.100137174,5010,11.4,59.826582556,127.77446,103216,24.493554328,48523,,,2022,92.359185881,22.811862416,443.0,0.9447058823529412,0.9482352941176472,0.9541176470588236,0.9470588235294118,0.9447058823529412,0.1008,0.1475,0.0669,0.23,0.47,783.0,1.0,0,1,0,0,0,1,0,0,0
Kenedy,,0.0,0.0,38.0,13.8,,21,19.626168224,80,14.0,,0.0,45980,53.424657534,379,,,2022,50.387596899,17.678100264,,1.0,1.0,1.0,1.0,1.0,0.0992,0.1603,0.0642,0.73,0.99,379.0,0.0,1,0,0,0,0,0,1,0,1
Kerr,,47.0,89.35361,50.0,16.5,6.0109289617,1686,16.479327534,7690,14.8,65.610099651,98.35631,57425,59.463358338,52869,,,2022,85.731741705,18.7160718,501.0,0.9498997995991982,0.9398797595190382,0.9619238476953904,0.9559118236472948,0.9398797595190382,0.1008,0.1475,0.0669,0.7,0.6,1017.0,1.0,0,0,0,0,0,0,0,0,0
Kimble,,4.0,92.22965,30.0,32.7,,126,15.6133829,820,18.7,,136.48772,47894,67.294520548,4396,,,2022,75.851550585,18.084622384,45.0,0.9565217391304348,0.9565217391304348,0.9782608695652174,0.9782608695652174,0.9565217391304348,0.1235,0.1873,0.0822,0.59,0.82,733.0,1.0,1,0,1,0,0,0,1,0,1
King,,0.0,0.0,,21.3,,16,21.333333333,40,17.0,,0.0,78210,24.299065421,283,,,2022,92.222222222,26.855123675,,0.8,0.8,0.8,0.8,0.7333333333333332,0.1143,0.1758,0.0766,0.2,0.68,283.0,0.0,1,0,0,0,1,0,0,0,1
Kinney,,,,22.0,22.7,,93,12.774725275,660,17.9,,54.49591,62557,58.391608392,3670,,,2022,59.254237288,19.264305177,35.0,0.9361702127659576,0.9361702127659576,0.9361702127659576,0.9361702127659576,0.9361702127659576,0.107,0.1724,0.0705,0.86,0.98,1835.0,1.0,1,0,0,1,0,0,1,0,1
Knox,,1.0,27.29258,15.0,24.6,,188,19.183673469,550,15.0,40.805078335,135.75889,46053,63.751584284,3683,,,2022,78.766140603,26.282921531,39.0,0.9607843137254904,0.9607843137254904,0.9607843137254904,0.9607843137254904,0.9607843137254904,0.1278,0.1901,0.086,0.8,0.93,737.0,1.0,0,0,0,0,0,0,1,0,1
Lamar,,22.0,44.12443,49.0,26.9,7.0609002648,1646,13.635987076,9000,18.1,38.622880279,134.25508,44688,63.740856844,49905,,,2022,69.957489372,23.729085262,615.0,0.9728867623604462,0.971291866028708,0.9760765550239237,0.9760765550239237,0.971291866028708,0.1283,0.1937,0.0866,0.84,0.94,745.0,1.0,0,0,0,1,0,0,1,0,0
Lamb,,5.0,38.78073,33.0,24.5,,606,16.819317236,2020,15.4,28.730108968,62.94255999999999,48123,70.881629786,12710,,,2022,70.378240544,27.293469709,167.0,0.9746192893401018,0.9746192893401018,0.9949238578680204,0.984771573604061,0.9898477157360408,0.1143,0.1758,0.0766,0.9,0.99,1589.0,1.0,0,0,0,1,0,0,1,1,0
Medina,,12.0,23.26303,37.0,17.2,5.9701492537,1450,11.739940086,6050,12.1,69.576250898,21.00921,62600,54.668809141,52358,,,2022,79.866065841,22.814087627,544.0,0.94358407079646,0.961283185840708,0.970132743362832,0.9413716814159294,0.94358407079646,0.1146,0.174,0.0756,0.67,0.95,4760.0,1.0,0,0,0,0,0,0,1,0,0
Lampasas,,9.0,42.00112,25.0,18.0,,623,12.903893952,3150,15.1,37.154429022,36.71577,69051,55.087906233,21789,,,2022,82.104052154,21.630180366,213.0,0.9411764705882352,0.9448529411764706,0.9522058823529412,0.948529411764706,0.948529411764706,0.1264,0.1929,0.0847,0.54,0.88,2724.0,1.0,0,0,1,0,0,0,1,1,0
Lee,,4.0,23.2032,49.0,15.0,,584,15.753978959,2170,12.7,34.934938191,28.74059,61444,61.162444113,17397,,,2022,79.525897061,21.394493303,220.0,0.9396226415094338,0.9471698113207548,0.9509433962264155,0.943396226415094,0.9471698113207548,0.124,0.188,0.0827,0.68,0.88,3479.0,1.0,0,0,0,0,0,0,1,1,0
Liberty,,20.0,22.67085,37.0,20.0,6.8758594824,3646,14.895616293,13160,15.7,42.929386067,39.32406,61230,72.815932656,91547,,,2022,82.707809024,27.873114357,1517.0,0.9719451371571072,0.9638403990024936,0.9812967581047384,0.9756857855361596,0.9750623441396512,0.1377,0.2028,0.0929,0.94,0.97,2543.0,1.0,0,0,0,1,0,0,1,0,0
Limestone,,9.0,38.40082,40.0,19.7,,779,14.883454337,3880,16.6,29.605444415,68.55184,53143,73.458586928,23340,,,2022,66.58224795,21.915167095,273.0,0.7439446366782007,0.830449826989619,0.8615916955017299,0.7439446366782007,0.7231833910034605,0.1248,0.188,0.085,0.95,0.98,1459.0,1.0,0,0,0,1,0,0,1,1,0
Live Oak,,1.0,8.19202,34.0,23.8,,431,17.171314741,1890,15.6,,32.45699,54031,63.163778647,12324,,,2022,63.777893098,20.05842259,96.0,0.95,0.9428571428571432,0.957142857142857,0.95,0.95,0.1146,0.1867,0.0742,0.69,0.95,3081.0,1.0,1,0,0,0,0,0,1,1,0
Llano,,15.0,68.82312,39.0,20.3,,566,16.511085181,3490,16.6,,31.87904,60706,62.890825218,21958,,,2022,83.645222013,14.755442208,195.0,0.9695121951219514,0.9634146341463414,0.975609756097561,0.9634146341463414,0.9512195121951218,0.1264,0.1929,0.0847,0.47,0.76,3137.0,1.0,1,0,1,0,0,0,0,1,0
Lubbock,,259.0,83.39532,45.0,18.4,5.0146259925,7919,10.430167009,47200,15.5,54.235633017,159.7982,56477,59.412400587,314772,,,2022,82.484232205,23.554191605,4146.0,0.91786497684621,0.932000974896417,0.949792834511333,0.9217645625152328,0.9171338045332684,0.109,0.1714,0.0711,0.75,0.74,626.0,1.0,0,0,0,0,0,0,0,0,0
Lynn,,5.0,84.01949,37.0,19.6,,239,14.319952067,980,16.9,,66.39004,51003,54.357366771,6025,,,2022,79.399727149,27.070539419,93.0,0.9318181818181818,0.9469696969696968,0.9545454545454548,0.9393939393939392,0.9469696969696968,0.1143,0.1758,0.0766,0.89,0.99,1506.0,1.0,1,0,0,1,0,0,1,0,1
Marion,,,,37.0,31.1,,245,13.528437327,1820,18.2,36.851333976,40.16064,42024,71.833202203,9960,,,2022,68.643880926,17.991967871,76.0,0.984375,0.953125,0.984375,0.984375,0.96875,0.1276,0.1901,0.0861,0.69,0.97,2490.0,1.0,0,0,0,0,0,0,1,1,0
Martin,,1.0,17.328020000000002,27.0,17.0,,324,17.161016949,600,10.6,,34.3879,73367,52.034883721,5816,,,2022,71.951219512,31.654057772,66.0,0.9565217391304348,0.9217391304347824,0.9739130434782608,0.9652173913043478,0.9478260869565216,0.1235,0.1873,0.0822,0.42,0.89,2908.0,1.0,1,0,1,0,0,0,1,0,1
Matagorda,,14.0,38.20648,36.0,24.0,,1322,13.760799417,6150,16.7,52.085740425,76.24234,52241,69.45439515,36725,,,2022,68.287769784,25.927842069,475.0,0.9701492537313436,0.9664179104477612,0.9757462686567162,0.9720149253731344,0.9701492537313436,0.1114,0.1704,0.0738,0.91,0.94,1312.0,1.0,0,0,0,1,0,0,1,0,0
Kaufman,,35.0,25.70619,51.0,12.7,5.1059484299,4341,10.998505156,15990,12.9,39.17079701,51.6767,76352,52.933961655,143198,,,2022,85.136478324,28.098157795,2768.0,0.9445438282647582,0.9490161001788908,0.9695885509839,0.9521466905187836,0.9382826475849732,0.1236,0.185,0.0839,0.57,0.77,1935.0,1.0,0,0,1,0,0,0,0,0,0
Reeves,,5.0,31.29695,27.0,20.5,,603,16.174892704,1650,10.7,61.595297383,37.61991,64863,67.346938776,15949,,,2022,65.349946978,22.258448806,184.0,0.9333333333333336,0.9375,0.9833333333333332,0.9375,0.9458333333333332,0.1166,0.1765,0.0789,0.78,0.98,2658.0,1.0,0,0,0,0,0,0,1,1,0
Upshur,,12.0,28.74045,44.0,17.8,7.6640098099,1230,11.998829382,6810,16.6,41.539203211,7.11474,58231,62.194372773,42166,,,2022,83.337965536,23.620926813,518.0,0.9532908704883224,0.9490445859872612,0.9596602972399152,0.9554140127388536,0.9532908704883224,0.1276,0.1901,0.0861,0.59,0.88,14055.0,1.0,0,0,1,0,0,0,1,0,0
Upton,,2.0,54.68964,19.0,17.0,,186,17.064220183,420,11.4,36.664373311,110.40574,59593,59.885057471,3623,,,2022,61.086309524,28.705492686,40.0,0.982142857142857,0.964285714285714,0.982142857142857,0.982142857142857,1.0,0.1235,0.1873,0.0822,0.65,0.96,906.0,1.0,0,0,0,0,0,0,1,0,1
Uvalde,,10.0,37.39576,32.0,30.7,,1036,14.122137405,3820,14.2,78.688173883,78.52816,49275,75.766755017,26742,,,2022,70.339648022,26.632263855,400.0,0.9690140845070424,0.971830985915493,0.9774647887323944,0.971830985915493,0.9661971830985916,0.107,0.1724,0.0705,0.95,0.98,1273.0,1.0,0,0,0,1,0,0,1,1,0
Val Verde,,17.0,34.67619,25.0,24.3,3.4019391053,1681,11.881538027,7230,14.8,65.38569818,69.34813,54346,70.936451818,49028,,,2022,67.122284598,28.153300155,773.0,0.9308093994778068,0.9621409921671018,0.9765013054830284,0.9399477806788512,0.928198433420366,0.107,0.1724,0.0705,0.97,0.99,1442.0,1.0,0,0,0,1,0,0,1,0,0
Victoria,,69.0,74.93158,51.0,24.4,5.4035798717,3083,12.920665521,13240,14.4,33.800546644,104.42047,53583,65.285249386,91936,,,2022,72.601476015,25.069613644,1249.0,0.9809128630705392,0.9767634854771788,0.9858921161825732,0.9809128630705392,0.9767634854771788,0.1065,0.1663,0.0699,0.78,0.9,958.0,1.0,0,0,0,0,0,0,1,0,0
Walker,,21.0,28.77856,45.0,20.8,,1423,13.122464035,10940,15.1,27.137336083,58.20076,43002,54.030214882,72164,,,2022,83.188985121,14.918796076,694.0,0.944707740916272,0.9352290679304898,0.958925750394945,0.9494470774091626,0.9478672985781992,0.1365,0.206,0.093,0.7,0.9,1718.0,1.0,0,0,0,0,0,0,1,0,0
Waller,,8.0,14.48069,44.0,17.4,6.0962333987,2159,15.655137408,6960,13.4,58.697529087,3.48117,69460,68.722903506,57452,,,2022,78.7052483,24.000905103,770.0,0.9680981595092024,0.9779141104294482,0.9865030674846622,0.9680981595092024,0.96319018404908,0.1114,0.1704,0.0738,0.83,0.9,28726.0,1.0,0,0,0,1,0,0,1,0,0
Ward,,2.0,16.66944,27.0,14.4,,563,15.638888889,1310,11.2,8.6425395821,90.93164,57257,47.077042199,12097,,,2022,76.829268293,29.313052823,184.0,0.9503105590062112,0.9565217391304348,0.968944099378882,0.9627329192546584,0.9503105590062112,0.1166,0.1765,0.0789,0.65,0.96,1100.0,1.0,0,0,0,0,0,0,1,1,0
Webb,,84.0,30.36306,37.0,30.3,4.8999136947,13216,14.540173611,43300,15.8,71.381264815,58.34033,56588,82.585862678,277681,,,2022,72.29582886,32.005430692,4534.0,0.9909040793825798,0.98787210584344,0.9953142227122382,0.9931091510474088,0.9873208379272328,0.1039,0.1663,0.0674,0.95,0.99,1714.0,1.0,0,0,0,1,0,0,1,0,0
Wharton,,15.0,36.09587,40.0,20.6,6.6820868671,1833,16.663636364,6200,14.9,32.709420385,86.362,55887,65.897778317,41685,,,2022,76.587093389,25.788652993,545.0,0.9731182795698928,0.9767025089605736,0.9874551971326162,0.9767025089605736,0.9713261648745518,0.1114,0.1704,0.0738,0.88,0.96,1158.0,1.0,0,0,0,1,0,0,1,0,0
Wheeler,,2.0,39.55696,27.0,20.3,,276,20.988593156,890,16.7,43.478699651,121.31015,49838,54.912764004,4946,,,2022,77.087378641,24.747270522,46.0,0.9743589743589745,0.9743589743589745,1.0,0.9743589743589745,0.9871794871794876,0.1241,0.1883,0.0824,0.7,0.91,824.0,1.0,0,0,0,0,0,0,1,0,1
Wichita,,111.0,83.94464,45.0,20.9,7.6250856751,3723,12.20535685,22340,17.0,44.443706665,126.87211,54659,59.907545625,133205,,,2022,80.823272488,22.491648211,1526.0,0.9597359735973598,0.9617161716171616,0.9742574257425743,0.9630363036303632,0.9590759075907592,0.1296,0.2018,0.0855,0.82,0.83,788.0,1.0,0,0,0,1,0,0,1,0,0
Willacy,,7.0,32.7746,49.0,34.0,,542,10.690335306,4050,18.8,,61.43377,40190,86.713286713,21161,,,2022,66.74600476,23.264496007,234.0,1.0,1.0,1.0,1.0,1.0,0.0992,0.1603,0.0642,0.99,0.98,1628.0,1.0,1,0,0,1,0,0,1,1,0
Williamson,,406.0,68.74935,52.0,6.3,4.139179925,13097,8.3161363651,60430,11.0,40.634655498,77.68813,91507,29.459483369,617855,,,2022,94.057295349,24.812941548,8077.0,0.9367473147444938,0.9387002278398612,0.9481393078008024,0.9370728002603884,0.931105565802322,0.0946,0.1402,0.061,0.2,0.58,1287.0,1.0,0,1,0,0,0,1,0,0,0
Wilson,,22.0,43.07813,37.0,11.5,,1528,11.907730673,5350,10.9,35.862415719,49.97789,74529,41.624145044,52023,,,2022,86.197183099,23.508832632,546.0,0.976608187134503,0.9780701754385964,0.9795321637426898,0.9809941520467836,0.9795321637426898,0.1134,0.1709,0.0762,0.44,0.78,2001.0,1.0,0,0,1,0,0,0,0,0,0
Winkler,,2.0,24.96879,22.0,16.9,,378,15.447486718,890,11.4,40.318537353,50.71637,77960,53.2351394,7887,,,2022,79.029793736,29.085837454,108.0,0.9813084112149536,0.9158878504672896,0.9906542056074767,0.9813084112149536,0.9626168224299064,0.1166,0.1765,0.0789,0.65,0.99,1972.0,1.0,0,0,0,0,0,0,1,0,1
Wood,,19.0,41.72248,41.0,21.4,,1288,14.486559442,7520,16.9,64.04081037,69.12791,61886,60.718829517,46291,,,2022,80.222541278,18.720701648,444.0,0.9344978165938862,0.9432314410480348,0.9585152838427948,0.9301310043668124,0.9301310043668124,0.1285,0.1874,0.0874,0.63,0.87,1447.0,1.0,0,0,0,0,0,0,1,0,0
Yoakum,,3.0,34.43131,15.0,14.9,,627,21.06147128,780,9.0,,57.45806,67132,59.406858202,8702,,,2022,83.583237216,33.176281315,136.0,0.929203539823009,0.9203539823008848,0.9469026548672564,0.9203539823008848,0.9115044247787608,0.1143,0.1758,0.0766,0.49,0.93,1740.0,1.0,1,0,1,0,0,0,1,0,1
Young,,16.0,88.83953000000001,42.0,22.1,,756,17.127322157,2570,14.3,35.891993869,78.19482,54569,58.541927409,17904,,,2022,79.749032172,23.212689902,217.0,0.925925925925926,0.925925925925926,0.9722222222222222,0.9305555555555556,0.9212962962962964,0.1293,0.1898,0.087,0.55,0.84,1279.0,1.0,0,0,1,0,0,0,1,1,0
Jones,,6.0,29.87601,32.0,21.2,,507,13.970790851,3030,15.2,36.418941016,40.25157,47019,61.786508525,19875,,,2022,79.277364506,17.6,168.0,0.952127659574468,0.9680851063829788,0.9680851063829788,0.952127659574468,0.952127659574468,0.1278,0.1901,0.086,0.63,0.97,2484.0,1.0,0,0,0,0,0,0,1,1,0
Zavala,,1.0,8.44595,26.0,39.0,,321,9.4550810015,2590,21.5,,84.45946,34898,85.89540412,11840,,,2022,61.731083288,28.260135135,158.0,1.0,0.9930555555555556,1.0,1.0,1.0,0.107,0.1724,0.0705,1.0,1.0,1184.0,1.0,1,0,0,1,0,0,1,1,0
Trinity,,2.0,13.65095,37.0,26.5,,391,13.227334235,2750,18.8,48.314859019,47.03353,47685,74.200518583,14883,,,2022,72.465192465,19.619700329,110.0,0.9415584415584416,0.9350649350649352,0.9545454545454548,0.9415584415584416,0.9285714285714288,0.1365,0.206,0.093,0.8,0.97,2126.0,1.0,0,0,0,1,0,0,1,1,0
Travis,,1119.0,87.83677,51.0,10.9,4.0891632738,34551,12.26530634,156910,12.8,50.125527111,108.3427,82605,50.635554983,1300503,,,2022,90.554207161,20.872539317,16433.0,0.9017482043637348,0.9138772191353844,0.9372543705109094,0.9012061254912588,0.8906355874779779,0.0916,0.1391,0.0588,0.38,0.69,923.0,1.0,0,1,0,0,0,0,0,0,0
Tom Green,,88.0,73.8255,52.0,16.6,5.228398459,3074,10.488961682,16620,14.1,46.09465089,105.82451,55990,53.068222529,120010,,,2022,79.908271832,23.761353221,1444.0,0.957205789804909,0.964128382630585,0.9767149150409064,0.9603524229074888,0.9553178099433608,0.1078,0.1675,0.0704,0.66,0.89,945.0,1.0,0,0,0,0,0,0,1,0,0
Titus,,14.0,42.74809,40.0,21.4,,1440,14.998437663,5000,15.3,38.568121763,112.37319999999998,52973,70.898493034,32926,,,2022,78.931670282,28.579238292,436.0,0.965235173824131,0.96319018404908,0.9775051124744376,0.965235173824131,0.9529652351738244,0.1283,0.1937,0.0866,0.89,0.92,890.0,1.0,0,0,0,1,0,0,1,1,0
Refugio,,1.0,14.39263,29.0,23.7,,193,12.107904642,1110,15.6,42.34956562,72.70612,48433,61.503067485,6877,,,2022,72.759158223,22.262614512,82.0,0.9560439560439562,0.9670329670329668,0.9780219780219782,0.9560439560439562,0.9780219780219782,0.1183,0.18,0.0772,0.94,0.99,1375.0,1.0,0,0,0,1,0,0,1,0,1
Robertson,,1.0,5.85686,44.0,23.2,,515,12.478798158,2330,13.7,47.465548195,46.63363,55218,62.296591956,17155,,,2022,72.929322863,23.433401341,216.0,0.9641434262948204,0.9920318725099602,0.99601593625498,0.9681274900398408,0.9760956175298804,0.1225,0.1864,0.0827,0.75,0.93,2144.0,1.0,0,0,0,0,0,0,1,1,0
Rockwall,,78.0,74.3459,53.0,6.4,3.4857219466,3584,12.011126378,9280,9.6,48.930164184,96.46185,106225,27.465317774,109888,,,2022,95.272368459,26.635301398,1390.0,0.9311740890688264,0.9329091960670906,0.9444765760555236,0.932330827067669,0.932330827067669,0.1122,0.1653,0.0743,0.11,0.51,1037.0,1.0,0,0,0,0,1,1,0,0,0
Runnels,,5.0,48.71395,42.0,21.4,,316,12.798703929,1570,15.2,34.52180423,86.53014,50972,56.805019305,10401,,,2022,74.479568234,23.488126142,115.0,0.9636363636363638,0.9636363636363638,0.9818181818181818,0.9636363636363638,0.9636363636363638,0.1278,0.1901,0.086,0.54,0.92,1156.0,1.0,0,0,1,0,0,0,1,1,0
Rusk,,11.0,20.21836,45.0,18.1,5.0810549238,1693,13.616987051,7380,13.7,24.599442347,40.49775,56954,67.774842882,54324,,,2022,66.365750997,21.732567558,568.0,0.934782608695652,0.960144927536232,0.965579710144928,0.9420289855072462,0.9365942028985508,0.1282,0.1918,0.0871,0.8,0.94,2469.0,1.0,0,0,0,0,0,0,1,0,0
San Augustine,,2.0,24.28068,49.0,29.7,,222,13.495440729,1740,21.0,60.698759795,48.49661,45781,83.747779751,8248,,,2022,74.084051724,19.665373424,72.0,0.9459459459459464,0.9594594594594592,0.9594594594594592,0.9594594594594592,0.9594594594594592,0.1428,0.2169,0.0983,0.89,0.98,2062.0,1.0,0,0,0,1,0,0,1,0,1
San Jacinto,,2.0,6.93025,43.0,26.1,,962,15.223927837,4880,17.3,19.726408391,10.23856,51575,66.806605094,29301,,,2022,78.162279405,21.227944439,350.0,0.9537037037037036,0.9583333333333336,0.9814814814814816,0.9675925925925924,0.9675925925925924,0.1365,0.206,0.093,0.69,0.89,9767.0,1.0,0,0,0,0,0,0,1,1,0
San Patricio,,17.0,25.4758,41.0,21.6,4.7754066557,2059,11.357493519,10180,15.2,45.462431746,64.11308,56944,66.56684492,67069,,,2022,74.050038425,26.241631752,851.0,0.9673135852911132,0.9703779366700712,0.9775280898876404,0.9713993871297242,0.9734422880490295,0.1183,0.18,0.0772,0.83,0.97,1560.0,1.0,0,0,0,1,0,0,1,0,0
San Saba,,2.0,33.03055,27.0,26.1,,257,21.100164204,910,15.3,,49.6771,48349,64.129400571,6039,,,2022,80.224929709,19.85428051,50.0,0.9833333333333332,0.9666666666666665,0.9833333333333332,0.9833333333333332,0.9666666666666665,0.1264,0.1929,0.0847,0.73,0.97,2013.0,1.0,1,0,0,0,0,0,1,0,1
Scurry,,11.0,65.85643,33.0,17.6,,624,14.528521537,2340,13.7,38.966912585,36.01008,57158,61.6860648,16662,,,2022,76.762060507,25.105029408,199.0,0.9662447257383968,0.9535864978902951,0.9746835443037976,0.9662447257383968,0.9493670886075944,0.1278,0.1901,0.086,0.7,0.95,2777.0,1.0,0,0,0,0,0,0,1,1,0
Red River,,2.0,16.634780000000003,48.0,25.6,,285,11.806130903,2230,18.3,51.994351752,33.34723,46727,69.517439083,11995,,,2022,71.417460626,19.107961651,115.0,0.9870967741935484,0.9806451612903224,0.9806451612903224,0.9870967741935484,0.9870967741935484,0.1283,0.1937,0.0866,0.56,0.99,2999.0,1.0,0,0,1,0,0,0,1,1,0
Shackelford,,1.0,30.62787,51.0,15.8,,146,18.741976893,500,15.0,,30.303030000000003,64931,49.52681388,3300,,,2022,80.468178493,22.787878788,26.0,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.1278,0.1901,0.086,0.69,0.72,3300.0,1.0,1,0,0,0,0,0,0,0,1
Sherman,,,,35.0,16.9,,216,25.531914894,440,14.4,,33.03601,66408,59.863945578,3027,,,2022,81.401869159,27.254707631,47.0,0.8461538461538463,0.7884615384615382,0.8461538461538463,0.8461538461538463,0.7884615384615382,0.1241,0.1883,0.0824,0.46,0.87,3027.0,1.0,1,0,1,0,0,0,1,0,1
Somervell,,6.0,65.73181,48.0,12.8,,290,13.862332696,1590,18.0,,109.42116,67984,44.475138122,9139,,,2022,81.812400636,21.796695481,82.0,0.9235668789808916,0.9299363057324842,0.9171974522292992,0.9108280254777072,0.9108280254777072,0.1134,0.1689,0.0762,0.56,0.71,914.0,1.0,1,0,1,0,0,0,0,0,1
Starr,,14.0,21.66076,28.0,35.3,3.4005894355,3054,14.350155061,13550,21.1,,63.797340000000005,35716,90.226120636,64266,,,2022,60.850070634,32.493075654,1097.0,0.9329608938547485,0.9486033519553072,0.9921787709497204,0.9273743016759778,0.9229050279329613,0.1146,0.1867,0.0742,0.98,1.0,1567.0,1.0,1,0,0,1,0,0,1,0,0
Stephens,,3.0,32.03075,41.0,23.5,,308,14.597156398,1570,16.8,37.187537022,117.84873,48911,61.126373626,9334,,,2022,76.701877934,21.737733019,96.0,0.905511811023622,0.929133858267716,0.9370078740157478,0.9370078740157478,0.9448818897637796,0.1278,0.1901,0.086,0.88,0.86,849.0,1.0,0,0,0,1,0,0,1,0,1
Sterling,,0.0,0.0,43.0,13.5,,65,16.927083333,100,8.1,,152.09125,68435,42.985074627,1315,,,2022,89.135802469,27.984790875,18.0,0.925925925925926,0.925925925925926,0.925925925925926,0.925925925925926,0.925925925925926,0.1235,0.1873,0.0822,0.41,0.8,658.0,1.0,1,0,1,0,0,0,1,0,1
