county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,seg_missing_bool,OH__Low Vulnerability,OH__Moderate Vulnerability,OH__Very High Vulnerability,OH__Very Low Vulnerability,OH__Moderate Concern,OH__Very High Concern,OH__medium,OH__small
Orange,,16.0,19.14517,47.0,18.7,8.3279948751,2050,9.5109956389,14130,16.8,73.898354282,38.37114,62976,50.525141132,83396,50.412489808,35.171132862,2021,80.74714457,24.763777639,1046.0,0.9424269264836138,0.9433126660761736,0.9557130203720108,0.9468556244464128,0.9450841452612933,0.1338,0.1949,0.0899,0.58,0.86,2606.0,1.0,0,0,1,0,0,0,1,0,0
Palo Pinto,,11.0,38.09524,46.0,26.2,7.8709169618,1008,14.507772021,4770,16.8,67.193196484,54.81517,50159,70.299427565,29189,50.878755696,50.215218242,2021,75.631399317,22.998389804,339.0,0.9611940298507464,0.9611940298507464,0.9611940298507464,0.9611940298507464,0.9582089552238806,0.1134,0.1689,0.0762,0.88,0.93,1824.0,1.0,0,0,0,1,0,0,1,1,0
Panola,,8.0,34.56022,40.0,21.5,,676,12.043470515,3940,16.8,30.83385354,25.86876,56882,52.659574468,23194,50.379408468,72.718103883,2021,73.312492764,23.286194706,254.0,0.9790794979079498,0.98744769874477,0.9832635983263598,0.9790794979079498,0.9790794979079498,0.1282,0.1918,0.0871,0.7,0.92,3866.0,1.0,0,0,0,0,0,0,1,1,0
Parker,,58.0,41.9163,50.0,10.4,5.7634072482,4202,11.621539398,16090,12.4,56.658467308,42.69377,82501,35.465883455,142878,50.180573636,56.084565584,2021,85.073311795,24.728789597,1802.0,0.959070796460177,0.9546460176991152,0.9629424778761062,0.9601769911504424,0.9596238938053098,0.1198,0.1716,0.0811,0.26,0.68,2342.0,1.0,0,1,0,0,0,0,0,0,0
Pecos,,7.0,44.6628,18.0,23.1,,547,13.837591703,1860,11.8,38.606569634,75.83896999999999,52763,62.932138284,15823,43.297731151,39.77558522,2021,63.29467354,24.527586425,181.0,0.9891891891891892,0.9783783783783784,0.9891891891891892,0.9891891891891892,0.9783783783783784,0.1166,0.1765,0.0789,0.82,0.98,1319.0,1.0,0,0,0,1,0,0,1,1,0
Polk,,29.0,57.96406,47.0,26.6,,1316,12.622290428,8690,18.2,45.580557725,54.52457,50416,73.47985348,51353,45.944735458,77.638561645,2021,71.474518938,19.874204039,537.0,0.9596774193548387,0.969758064516129,0.9778225806451613,0.9657258064516128,0.9637096774193548,0.1365,0.206,0.093,0.91,0.97,1834.0,1.0,0,0,0,1,0,0,1,0,0
Potter,,89.0,74.38485999999999,46.0,26.1,7.3606729758,4073,12.137195304,19280,15.9,49.301579076,200.14479,41138,72.963611915,117415,48.60878082,8.9962254177,2021,74.010815683,27.265681557,1564.0,0.9644631257164692,0.9682842949942684,0.9778372181887658,0.9701948796331678,0.965227359572029,0.1281,0.2007,0.0864,0.92,0.87,500.0,1.0,0,0,0,1,0,0,1,0,0
Karnes,,4.0,25.55911,41.0,27.0,,459,13.208633094,2200,14.3,36.32232263,38.45907,54843,63.558978516,15601,41.439651304,38.390447922,2021,68.262494162,21.27427729,148.0,0.9801980198019802,0.9801980198019802,0.99009900990099,0.9702970297029704,0.99009900990099,0.1134,0.1709,0.0762,0.84,0.97,2600.0,1.0,0,0,0,1,0,0,1,1,0
Nolan,,5.0,33.89601,37.0,23.6,,417,10.498489426,2350,15.7,42.354382475,74.75873,46389,61.507191995,14714,50.101943727,32.656414301,2021,72.831514703,26.022835395,176.0,0.983957219251337,0.983957219251337,0.9946524064171124,0.983957219251337,0.983957219251337,0.1278,0.1901,0.086,0.89,0.96,1338.0,1.0,0,0,0,1,0,0,1,1,0
Medina,,14.0,27.49357,38.0,19.4,6.3211125158,1470,11.890317884,6000,12.2,54.399904646,19.38586,60695,56.590493601,51584,48.377403846,61.555014563,2021,73.644943247,22.892757444,597.0,0.9658227848101266,0.979746835443038,0.9860759493670886,0.9670886075949368,0.9683544303797468,0.1146,0.174,0.0756,0.67,0.95,5158.0,1.0,0,0,0,0,0,0,1,0,0
Matagorda,,14.0,38.3016,41.0,24.1,,1253,13.053443067,6600,18.0,42.729500918,60.03875,49276,70.199862164,36643,49.717544961,36.417633916,2021,63.388214905,25.557405234,522.0,0.9788135593220338,0.9745762711864406,0.9788135593220338,0.9788135593220338,0.972457627118644,0.1114,0.1704,0.0738,0.91,0.94,1666.0,1.0,0,0,0,1,0,0,1,0,0
Randall,,86.0,63.10954,46.0,12.1,6.1259706644,2631,7.7273261278,15830,11.9,54.784481659,54.461090000000006,70694,43.275771847,137713,50.936367663,14.375647132,2021,88.155257244,23.89897831,1711.0,0.9658002735978112,0.9658002735978112,0.9685362517099864,0.9671682626538988,0.9658002735978112,0.1021,0.1521,0.0667,0.22,0.6,1836.0,1.0,0,1,0,0,0,0,0,0,0
Kendall,,38.0,83.25846999999999,51.0,10.9,,1273,11.398638968,4720,11.2,,124.39122,94899,25.409379525,47431,50.98142565,58.159233762,2021,88.353329124,23.124117139,437.0,0.9465081723625556,0.9435364041604756,0.952451708766716,0.9435364041604756,0.9390787518573552,0.1008,0.1475,0.0669,0.23,0.47,804.0,1.0,1,1,0,0,0,1,0,0,0
Kenedy,,0.0,0.0,50.0,21.4,,21,16.030534351,90,14.3,,0.0,46132,60.9375,404,47.524752475,100.0,2021,48.223350254,24.752475248,,1.0,1.0,1.0,1.0,1.0,0.0992,0.1603,0.0642,0.73,0.99,404.0,0.0,1,0,0,0,0,0,1,0,1
Kent,,0.0,0.0,23.0,14.1,,18,12.0,130,17.4,,0.0,52591,34.210526316,762,49.081364829,100.0,2021,73.626373626,21.653543307,,0.8,0.8,0.9,0.8,0.8,0.1278,0.1901,0.086,0.44,0.91,762.0,0.0,1,0,1,0,0,0,1,0,1
Kerr,,44.0,83.96145,51.0,20.4,6.0240963855,1358,13.122040777,7760,15.1,62.929335439,91.25475,57789,61.231729814,52600,51.851711027,41.102267003,2021,83.063121992,18.942965779,501.0,0.9623015873015872,0.9603174603174603,0.9682539682539684,0.9623015873015872,0.9623015873015872,0.1008,0.1475,0.0669,0.7,0.6,1096.0,1.0,0,0,0,0,0,0,0,0,0
King,,0.0,0.0,,16.7,,12,16.438356164,30,14.7,,0.0,71256,23.58490566,272,50.0,100.0,2021,88.311688312,26.470588235,,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,0.1143,0.1758,0.0766,0.2,0.68,272.0,0.0,1,0,0,0,1,0,0,0,1
Kinney,,,,28.0,24.7,,78,10.41388518,620,16.9,,27.27025,47076,56.964285714,3667,45.132260704,20.455808783,2021,48.167539267,19.170984456,25.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.107,0.1724,0.0705,0.86,0.98,3667.0,1.0,1,0,0,1,0,0,1,0,1
Kleberg,,13.0,41.7617,38.0,31.0,,731,9.3406593407,5360,17.1,34.077345885,48.89179000000001,47169,69.791477788,30680,49.178617992,18.870278532,2021,73.436786855,23.921121252,348.0,0.9875389408099688,0.9781931464174456,0.9906542056074766,0.9906542056074766,0.9875389408099688,0.0992,0.1603,0.0642,0.98,0.99,2045.0,1.0,0,0,0,1,0,0,1,1,0
Knox,,,,15.0,30.8,,178,17.997977755,570,15.3,44.454078886,163.75546,40808,64.073550212,3664,51.091703057,100.0,2021,75.2,26.06441048,41.0,0.9818181818181818,1.0,1.0,0.9818181818181818,0.9818181818181818,0.1278,0.1901,0.086,0.8,0.93,611.0,1.0,0,0,0,0,0,0,1,0,1
Lamar,,25.0,50.27349,49.0,27.3,7.0252469813,1380,11.305915124,8970,18.1,39.066746966,112.31673,47061,64.312617702,49859,51.866262861,47.082923302,2021,65.816197646,23.612587497,670.0,0.9781591263650546,0.9750390015600624,0.9812792511700468,0.9781591263650546,0.9750390015600624,0.1283,0.1937,0.0866,0.84,0.94,890.0,1.0,0,0,0,1,0,0,1,0,0
Maverick,,17.0,29.06728,26.0,40.3,5.6833201163,2229,11.845671467,10520,18.1,48.426122658,47.682300000000005,40017,81.168875764,58722,49.862061919,9.2557779498,2021,61.347169348,30.95092129,930.0,0.9595375722543352,0.96242774566474,0.9836223506743738,0.9595375722543352,0.953757225433526,0.107,0.1724,0.0705,0.97,1.0,2097.0,1.0,0,0,0,1,0,0,1,0,0
Lamb,,4.0,30.39976,35.0,26.1,,554,14.663843303,2250,16.9,17.939155213,62.04917,42719,71.428571429,12893,50.399441557,57.687629677,2021,67.322335025,27.534320949,165.0,0.9567567567567568,0.9621621621621622,0.9621621621621622,0.9567567567567568,0.9567567567567568,0.1143,0.1758,0.0766,0.9,0.99,1612.0,1.0,0,0,0,1,0,0,1,1,0
Lavaca,,13.0,64.64446,39.0,14.5,,578,11.59943809,2900,14.5,37.328895092,64.50332,52632,41.813705375,20154,51.061823956,81.316513523,2021,75.811397904,23.255929344,236.0,0.9779179810725552,0.9747634069400632,0.9810725552050472,0.9779179810725552,0.9716088328075708,0.1134,0.1709,0.0762,0.69,0.91,1550.0,1.0,0,0,0,0,0,0,1,1,0
Leon,,,,43.0,22.2,,798,19.791666667,2920,17.1,31.462717089,34.474830000000004,50522,57.854649318,17404,50.275798667,100.0,2021,70.805525376,22.351183636,177.0,0.9783549783549784,0.9783549783549784,0.9826839826839828,0.9783549783549784,0.974025974025974,0.1225,0.1864,0.0827,0.62,0.92,2901.0,1.0,0,0,0,0,0,0,1,1,0
Liberty,,20.0,23.1688,37.0,19.0,6.8947573826,2784,11.792113177,13680,16.7,33.789892982,37.40691,53274,70.740679734,88219,50.607012095,63.227264915,2021,79.194730771,27.044060803,1356.0,0.9783368273934312,0.9776380153738644,0.983927323549965,0.979035639412998,0.9776380153738644,0.1377,0.2028,0.0929,0.94,0.97,2673.0,1.0,0,0,0,1,0,0,1,0,0
Limestone,,8.0,34.01505,41.0,26.0,,682,12.643678161,4170,17.7,28.04293872,68.26812000000001,43644,70.730452675,23437,48.653837949,53.617858365,2021,63.793720902,22.020736442,240.0,0.8847736625514403,0.9629629629629628,0.9753086419753086,0.8847736625514403,0.8724279835390947,0.1248,0.188,0.085,0.95,0.98,1465.0,1.0,0,0,0,1,0,0,1,1,0
Lipscomb,,,,33.0,17.2,,215,23.652365237,460,13.1,,61.86205,65388,63.648468708,3233,48.871017631,100.0,2021,82.718120805,25.332508506,38.0,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8333333333333334,0.7857142857142857,0.1241,0.1883,0.0824,0.46,0.87,1617.0,1.0,1,0,1,0,0,0,1,0,1
Llano,,17.0,78.53645,43.0,20.7,,457,13.057142857,3420,16.6,66.084699175,27.52925,55617,64.42159383,21795,51.557696719,45.179006269,2021,81.020972574,15.122734572,219.0,0.9642857142857144,0.9714285714285714,0.9714285714285714,0.9642857142857144,0.9714285714285714,0.1264,0.1929,0.0847,0.47,0.76,3633.0,1.0,0,0,1,0,0,0,0,1,0
Lubbock,,252.0,81.97468,46.0,22.5,5.1417454141,6626,8.7078799348,46080,15.3,44.906062064,154.87702,54733,60.363303966,310569,50.732365432,11.335540166,2021,79.79433949,23.674288161,4005.0,0.930802995094242,0.9486186418796798,0.9617867286341336,0.933126775109734,0.9284792150787504,0.109,0.1714,0.0711,0.75,0.74,646.0,1.0,0,0,0,0,0,0,0,0,0
Lynn,,3.0,51.04645,33.0,23.4,,213,13.059472716,950,16.4,,50.4117,45737,54.731965586,5951,48.731305663,56.720202874,2021,71.634168988,27.255923374,85.0,0.9705882352941176,0.9705882352941176,0.9803921568627452,0.9803921568627452,0.9705882352941176,0.1143,0.1758,0.0766,0.89,0.99,1984.0,1.0,1,0,0,1,0,0,1,0,1
Madison,,3.0,20.80155,43.0,22.2,,380,12.117346939,2210,15.6,51.067263319,28.00336,46274,69.685902118,14284,42.411089331,67.403395785,2021,69.126259077,21.240548866,180.0,0.9702970297029704,0.9455445544554456,0.9752475247524752,0.9653465346534652,0.9554455445544554,0.1225,0.1864,0.0827,0.84,0.96,3571.0,1.0,0,0,0,1,0,0,1,1,0
Marion,,,,37.0,32.9,,202,10.97826087,1970,19.5,36.795174384,10.14816,37876,74.16918429,9854,50.92348285,100.0,2021,62.863202545,18.084026791,85.0,0.9743589743589745,0.9871794871794872,0.9871794871794872,0.9743589743589745,0.9615384615384616,0.1276,0.1901,0.0861,0.69,0.97,9854.0,1.0,0,0,0,0,0,0,1,1,0
Mason,,,,41.0,20.4,,214,23.010752688,630,15.2,,70.19186,54914,46.993006993,4274,48.85353299,100.0,2021,73.231132075,20.191857745,31.0,0.9807692307692308,1.0,1.0,0.9807692307692308,0.9807692307692308,0.1235,0.1873,0.0822,0.36,0.81,1425.0,1.0,1,1,0,0,0,0,1,0,1
Lampasas,,10.0,47.10537,24.0,19.2,,553,11.260435756,3050,14.8,45.989359577,32.667539999999995,58817,54.224395545,21428,50.87735673,68.267520455,2021,76.713206097,21.602576069,207.0,0.9785714285714284,0.9857142857142858,0.9928571428571428,0.9857142857142858,0.9785714285714284,0.1264,0.1929,0.0847,0.54,0.88,3061.0,1.0,0,0,1,0,0,0,1,1,0
Reagan,,2.0,53.46164,27.0,12.2,,159,14.108251996,410,11.0,,77.94232,67384,61.828571429,3849,46.583528189,13.305613306,2021,73.062730627,28.968563263,45.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.48,0.94,1283.0,1.0,1,0,1,0,0,0,1,0,1
Terrell,,0.0,0.0,12.0,20.7,,26,14.857142857,110,13.0,,128.86598,45677,49.58677686,776,49.613402062,100.0,2021,58.373205742,18.81443299,,1.0,1.0,1.0,1.0,1.0,0.1166,0.1765,0.0789,0.47,0.91,776.0,1.0,1,0,1,0,0,0,1,0,1
Red River,,2.0,16.427100000000003,50.0,27.2,,257,10.284113645,2310,18.8,50.712959561,33.26957,41325,66.869443145,12023,51.426432671,75.730948678,2021,64.13459601,19.57082259,136.0,0.9809523809523808,0.9809523809523808,0.9809523809523808,0.9809523809523808,0.9809523809523808,0.1283,0.1937,0.0866,0.56,0.99,3006.0,1.0,0,0,1,0,0,0,1,1,0
Trinity,,2.0,13.56852,38.0,29.8,,392,12.852459016,2820,19.3,42.485157526,54.60378,43788,70.362190813,14651,51.948672446,77.236887213,2021,65.157545605,19.705139581,138.0,0.9507042253521126,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.1365,0.206,0.093,0.8,0.97,1831.0,1.0,0,0,0,1,0,0,1,1,0
Tyler,,4.0,18.43658,33.0,23.3,,440,10.249242954,4080,19.0,43.411948542,41.52824,48254,60.686600221,21672,46.040974529,78.131030047,2021,68.492957746,19.255260244,204.0,0.9744680851063828,0.9659574468085106,0.9787234042553192,0.9787234042553192,0.9744680851063828,0.1428,0.2169,0.0983,0.88,0.98,2408.0,1.0,0,0,0,1,0,0,1,1,0
Upshur,,12.0,29.08386,45.0,21.1,8.4822780975,1345,13.218673219,6460,15.9,30.615075863,9.58015,53078,59.635091227,41753,50.705338539,79.299905874,2021,78.933938191,23.787512275,483.0,0.9555555555555556,0.9555555555555556,0.9577777777777776,0.9555555555555556,0.9577777777777776,0.1276,0.1901,0.0861,0.59,0.88,10438.0,1.0,0,0,1,0,0,0,1,0,0
Uvalde,,11.0,40.97445,34.0,29.9,,922,12.339400428,3700,13.7,78.685728211,74.79152,44690,74.464084242,26741,50.914326315,31.384207536,2021,65.184933831,26.812759433,381.0,0.9721518987341772,0.9696202531645568,0.979746835443038,0.9696202531645568,0.9696202531645568,0.107,0.1724,0.0705,0.95,0.98,1337.0,1.0,0,0,0,1,0,0,1,1,0
Val Verde,,15.0,30.48285,26.0,28.9,3.5128805621,1631,11.295796108,7250,14.8,58.603168154,67.3126,45034,72.200667689,49025,48.895461499,10.157736451,2021,67.627859814,28.387557369,783.0,0.9744680851063828,0.9744680851063828,0.9886524822695036,0.9801418439716312,0.9716312056737588,0.107,0.1724,0.0705,0.97,0.99,1486.0,1.0,0,0,0,1,0,0,1,0,0
Van Zandt,,9.0,16.06598,40.0,19.5,6.6084493746,1765,13.09930236,8720,16.0,45.892153477,30.04064,55554,54.335541699,56590,51.169817989,75.018543525,2021,71.422901369,22.977557872,632.0,0.9553429027113236,0.9505582137161084,0.9617224880382776,0.963317384370016,0.9617224880382776,0.1285,0.1874,0.0874,0.56,0.89,3329.0,1.0,0,0,1,0,0,0,1,0,0
Victoria,,70.0,76.05802,51.0,22.6,5.2408563782,2580,10.72185513,13300,14.5,28.923112188,102.08071,57344,65.004556698,92084,51.009947439,26.626571267,2021,70.73631995,25.251943877,1220.0,0.9823008849557522,0.9778761061946902,0.9849557522123894,0.9831858407079646,0.9823008849557522,0.1065,0.1663,0.0699,0.78,0.9,980.0,1.0,0,0,0,0,0,0,1,0,0
Waller,,7.0,13.17622,45.0,18.2,6.2864840593,1950,14.625365634,7470,14.9,40.536508521,3.62017,61822,70.489875898,55246,50.217210296,61.641013772,2021,70.628172171,24.119393259,736.0,0.9756722151088348,0.9820742637644048,0.9871959026888604,0.9756722151088348,0.9756722151088348,0.1114,0.1704,0.0738,0.83,0.9,27623.0,1.0,0,0,0,1,0,0,1,0,0
Ward,,2.0,17.06485,26.0,15.8,,446,12.808730615,1380,11.9,28.582502952,83.34722,61396,51.774691358,11998,49.308218036,27.88515669,2021,71.769733534,28.83813969,161.0,0.987012987012987,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.1166,0.1765,0.0789,0.65,0.96,1200.0,1.0,0,0,0,0,0,0,1,1,0
Washington,,21.0,59.815430000000006,46.0,17.5,,1092,13.836796756,5370,15.4,21.284250548,64.09899,59039,59.083469722,35882,51.125912714,53.490717124,2021,73.552475248,21.361685525,350.0,0.9875311720698254,0.9925187032418952,0.9925187032418952,0.9875311720698254,0.9875311720698254,0.1225,0.1864,0.0827,0.73,0.86,1560.0,1.0,0,0,0,0,0,0,1,1,0
Webb,,86.0,31.169580000000003,37.0,28.7,4.6296296296,12072,13.012546889,43810,16.1,68.062476939,53.49681,52576,82.810541331,276652,50.789800905,2.5996388392,2021,66.917594833,32.407501121,4225.0,0.9893353174603174,0.9900793650793652,0.9952876984126984,0.9903273809523808,0.9836309523809524,0.1039,0.1663,0.0674,0.95,0.99,1869.0,1.0,0,0,0,1,0,0,1,0,0
Wheeler,,2.0,38.52822,28.0,17.5,,258,19.210722264,900,16.3,46.537053098,79.11392000000001,58544,53.534401508,5056,49.782436709,100.0,2021,72.789738891,25.39556962,57.0,0.9402985074626866,0.9402985074626866,0.9701492537313432,0.9402985074626866,0.9552238805970148,0.1241,0.1883,0.0824,0.7,0.91,1264.0,1.0,0,0,0,0,0,0,1,0,1
Wichita,,102.0,77.23528,47.0,17.4,8.0604534005,2653,8.658616188,22710,17.2,42.920220344,121.75754,51535,61.594167914,132230,48.315813356,10.666920152,2021,77.378195053,22.527414354,1577.0,0.9758800521512386,0.9765319426336376,0.9869621903520208,0.9771838331160364,0.9765319426336376,0.1296,0.2018,0.0855,0.82,0.83,821.0,1.0,0,0,0,1,0,0,1,0,0
Wilbarger,,5.0,39.00156,48.0,21.4,,333,11.443298969,2390,18.5,26.370059264,46.9888,42570,65.067012538,12769,50.834051218,21.891392686,2021,65.617760618,22.092567938,172.0,0.9761904761904762,0.9702380952380952,0.988095238095238,0.988095238095238,0.988095238095238,0.1293,0.1898,0.087,0.91,0.93,2128.0,1.0,0,0,0,1,0,0,1,1,0
Willacy,,7.0,32.53544,50.0,38.1,,463,8.9659178931,4560,21.0,,60.86712000000001,35821,86.095100865,21358,44.671785748,34.57576579,2021,60.152196472,23.480662983,231.0,0.9785714285714284,0.9892857142857144,1.0,0.9821428571428572,0.9714285714285714,0.0992,0.1603,0.0642,0.99,0.98,1643.0,1.0,1,0,0,1,0,0,1,1,0
Wilson,,23.0,45.79484,39.0,11.7,,1321,10.310646269,5490,11.4,30.736240084,52.86861,76905,42.284963887,51070,49.810064617,85.861410131,2021,82.705142058,23.81437243,569.0,0.9780775716694772,0.9780775716694772,0.9797639123102868,0.9797639123102868,0.9763912310286678,0.1134,0.1709,0.0762,0.44,0.78,1891.0,1.0,0,0,1,0,0,0,0,0,0
Winkler,,2.0,25.90674,20.0,17.9,,318,13.32774518,940,12.0,22.104257729,37.45318,64894,64.878803507,8010,48.339575531,18.129395218,2021,73.272241313,29.076154806,118.0,0.9765625,0.9609375,0.9921875,0.984375,0.9765625,0.1166,0.1765,0.0789,0.65,0.99,2670.0,1.0,0,0,0,0,0,0,1,0,1
Wise,,27.0,39.52859,49.0,11.7,6.1908230153,2410,13.582821394,9460,14.6,62.474322274,75.7316,70468,50.537827178,69984,49.902834934,72.107497421,2021,77.54928696,24.692786923,862.0,0.9505347593582888,0.9572192513368984,0.963903743315508,0.9532085561497328,0.9478609625668448,0.1293,0.1898,0.087,0.58,0.81,1320.0,1.0,0,0,1,0,0,0,1,0,0
Wood,,20.0,44.3174,40.0,22.3,,1136,12.639074321,7360,16.8,67.747330035,68.07352,56945,60.268929086,45539,50.367816597,74.199313697,2021,77.516656572,18.856364874,401.0,0.9468822170900691,0.9491916859122402,0.9653579676674364,0.9630484988452656,0.9561200923787528,0.1285,0.1874,0.0874,0.63,0.87,1469.0,1.0,0,0,0,0,0,0,1,0,0
Young,,12.0,66.50042,42.0,20.4,,642,14.244508542,2530,14.0,25.807162904,66.62965,52643,60.202516109,18010,50.349805664,33.568733154,2021,75.01026413,23.65907829,224.0,0.9495412844036696,0.9587155963302753,0.9724770642201837,0.9495412844036696,0.9495412844036696,0.1293,0.1898,0.087,0.55,0.84,1501.0,1.0,0,0,1,0,0,0,1,1,0
Jones,,7.0,35.32321,31.0,22.0,,383,10.776589758,3360,16.9,43.326724822,44.81402,51094,63.049962714,20083,37.250410795,85.14998515,2021,76.843398876,17.338047105,152.0,0.9876543209876544,0.9876543209876544,0.9938271604938272,0.9876543209876544,0.9938271604938272,0.1278,0.1901,0.086,0.63,0.97,2231.0,1.0,0,0,0,0,0,0,1,1,0
Travis,,1078.0,86.32681,50.0,13.6,4.0662597467,22753,8.0468957224,155240,12.9,46.268515217,100.00361,80690,50.17510918,1273954,49.4692901,5.463522171,2021,88.213463855,21.22360776,15582.0,0.9515164018980812,0.9557114366274672,0.9649267588198884,0.9530293652431056,0.9460834880682208,0.0916,0.1391,0.0588,0.38,0.69,1000.0,1.0,0,1,0,0,0,0,0,0,0
Titus,,15.0,45.40914,41.0,23.2,,1048,10.663410663,5400,16.5,33.523609954,100.76336,49924,72.985983293,32750,51.007633588,50.556689553,2021,73.873129533,28.680916031,441.0,0.9941520467836256,0.9941520467836256,0.9970760233918128,0.9912280701754386,0.9970760233918128,0.1283,0.1937,0.0866,0.89,0.92,992.0,1.0,0,0,0,1,0,0,1,1,0
Throckmorton,,1.0,66.00659999999999,22.0,27.2,,62,19.620253165,260,16.5,,66.62225000000001,42746,65.29209622,1501,52.165223185,100.0,2021,71.556886228,19.253830779,14.0,0.631578947368421,0.7368421052631579,0.7368421052631579,0.631578947368421,0.631578947368421,0.1278,0.1901,0.086,0.27,0.85,1501.0,1.0,1,1,0,0,0,0,1,0,1
Reeves,,5.0,31.85728,30.0,24.6,,444,12.164383562,1530,10.1,52.394440095,25.03756,48990,72.30975528,15976,38.839509264,14.496118407,2021,61.79647527,22.414872308,179.0,0.9308755760368664,0.967741935483871,0.9815668202764976,0.9308755760368664,0.9262672811059908,0.1166,0.1765,0.0789,0.78,0.98,3994.0,1.0,0,0,0,0,0,0,1,1,0
Refugio,,1.0,14.22071,30.0,27.0,,166,9.9401197605,1270,17.5,32.601953952,43.17789,46883,79.527559055,6948,50.546919977,60.679940404,2021,69.925402434,22.063903282,54.0,0.9803921568627452,0.9803921568627452,0.9705882352941176,0.9803921568627452,0.9803921568627452,0.1183,0.18,0.0772,0.94,0.99,2316.0,1.0,0,0,0,1,0,0,1,0,1
Roberts,,0.0,0.0,44.0,9.3,,27,11.392405063,120,14.1,,0.0,70705,29.223744292,854,50.468384075,100.0,2021,81.395348837,23.18501171,13.0,0.9230769230769232,1.0,1.0,0.9230769230769232,0.9230769230769232,0.1241,0.1883,0.0824,0.09,0.67,854.0,0.0,1,0,0,0,1,0,0,0,1
Rockwall,,77.0,76.49741,52.0,6.5,3.4293552812,2861,9.9030806507,9610,10.3,32.534790348,96.26841,105763,27.66478932,104915,50.611447362,16.035845131,2021,93.082465488,26.632035457,1287.0,0.9549668874172186,0.9503311258278144,0.9622516556291392,0.956953642384106,0.9503311258278144,0.1122,0.1653,0.0743,0.11,0.51,1039.0,1.0,0,0,0,0,1,1,0,0,0
Runnels,,7.0,68.39945,40.0,23.7,,273,11.220715166,1460,14.2,33.651287178,68.19953,48650,55.644355644,10264,49.327747467,40.758023045,2021,72.125256674,23.178098207,112.0,0.9923076923076924,0.9846153846153848,0.9923076923076924,0.9923076923076924,0.9923076923076924,0.1278,0.1901,0.086,0.54,0.92,1466.0,1.0,0,0,1,0,0,0,1,1,0
Rusk,,11.0,20.20202,40.0,20.4,,1654,13.187689364,8200,15.3,27.300175303,33.08459,56036,68.338357541,54406,46.263279785,65.872867054,2021,62.524850895,22.100503621,514.0,0.9661654135338346,0.9661654135338346,0.9718045112781954,0.9661654135338346,0.9680451127819548,0.1282,0.1918,0.0871,0.8,0.94,3023.0,1.0,0,0,0,0,0,0,1,0,0
Sabine,,3.0,28.33129,38.0,26.6,,261,12.70691334,2230,21.4,4.2186433542,113.83039,43778,69.170168067,10542,51.052931133,100.0,2021,74.785432614,18.08006071,100.0,0.9859154929577464,0.9859154929577464,1.0,1.0,1.0,0.1428,0.2169,0.0983,0.53,0.93,879.0,1.0,0,0,1,0,0,0,1,1,0
San Jacinto,,2.0,6.96403,43.0,26.2,,917,14.303540789,4860,17.5,5.2600124728,10.39537,42633,68.486696231,28859,50.216570221,100.0,2021,73.613462113,21.213486261,295.0,0.9647577092511012,0.9559471365638766,0.9691629955947136,0.9691629955947136,0.973568281938326,0.1365,0.206,0.093,0.69,0.89,9620.0,1.0,0,0,0,0,0,0,1,1,0
San Patricio,,17.0,25.41372,42.0,20.6,5.364327224,1627,8.7699439414,10390,15.5,39.306398482,58.44448,57302,65.477536027,66730,49.577401469,19.650021604,2021,72.220281247,26.371946651,899.0,0.9740871613663132,0.9764428739693758,0.9811542991755006,0.978798586572438,0.9764428739693758,0.1183,0.18,0.0772,0.83,0.97,1711.0,1.0,0,0,0,1,0,0,1,0,0
San Saba,,2.0,33.03601,28.0,34.4,,223,18.130081301,910,15.3,,49.54583,46061,71.912168344,6055,45.829892651,49.355733159,2021,75.936599424,20.04954583,49.0,0.9594594594594594,0.9594594594594594,0.972972972972973,0.972972972972973,0.945945945945946,0.1264,0.1929,0.0847,0.73,0.97,2018.0,1.0,1,0,0,0,0,0,1,0,1
Schleicher,,,,27.0,23.4,,161,20.561941252,360,11.8,,35.803799999999995,53286,57.087378641,2793,50.37593985,100.0,2021,64.558139535,23.8811314,38.0,0.96875,0.9375,1.0,0.96875,1.0,0.1235,0.1873,0.0822,0.59,0.96,2793.0,1.0,1,0,1,0,0,0,1,0,1
