county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,seg_missing_bool
Madison,,2.0,14.00168,43.0,21.6,,528,16.820643517,2010,14.1,51.444791918,27.72579,58674,71.133259505,14427,,,2022,75.624256837,21.418174257,172.0,0.9684210526315788,0.9736842105263156,0.9578947368421056,0.9736842105263156,0.9578947368421056,0.1225,0.1864,0.0827,0.84,0.96,3607.0,0
Marion,,,,37.0,31.1,,245,13.528437327,1820,18.2,36.851333976,40.16064,42024,71.833202203,9960,,,2022,68.643880926,17.991967871,76.0,0.984375,0.953125,0.984375,0.984375,0.96875,0.1276,0.1901,0.0861,0.69,0.97,2490.0,0
Martin,,1.0,17.328020000000002,27.0,17.0,,324,17.161016949,600,10.6,,34.3879,73367,52.034883721,5816,,,2022,71.951219512,31.654057772,66.0,0.9565217391304348,0.9217391304347824,0.9739130434782608,0.9652173913043478,0.9478260869565216,0.1235,0.1873,0.0822,0.42,0.89,2908.0,1
Mason,,,,36.0,20.1,,234,26.145251397,600,14.4,,69.06077,63120,46.499339498,4344,,,2022,77.038369305,20.096685083,38.0,0.924528301886792,0.8867924528301888,0.943396226415094,0.924528301886792,0.8867924528301888,0.1235,0.1873,0.0822,0.36,0.81,1448.0,1
Matagorda,,14.0,38.20648,36.0,24.0,,1322,13.760799417,6150,16.7,52.085740425,76.24234,52241,69.45439515,36725,,,2022,68.287769784,25.927842069,475.0,0.9701492537313436,0.9664179104477612,0.9757462686567162,0.9720149253731344,0.9701492537313436,0.1114,0.1704,0.0738,0.91,0.94,1312.0,0
Lavaca,,14.0,69.46512,41.0,14.5,,736,15.060364232,2790,13.9,27.503020476,74.19865,57999,39.453284374,20216,,,2022,78.479251012,23.402255639,244.0,0.9652406417112298,0.9625668449197864,0.9759358288770056,0.9705882352941174,0.9705882352941174,0.1134,0.1709,0.0762,0.69,0.91,1348.0,0
Kaufman,,35.0,25.70619,51.0,12.7,5.1059484299,4341,10.998505156,15990,12.9,39.17079701,51.6767,76352,52.933961655,143198,,,2022,85.136478324,28.098157795,2768.0,0.9445438282647582,0.9490161001788908,0.9695885509839,0.9521466905187836,0.9382826475849732,0.1236,0.185,0.0839,0.57,0.77,1935.0,0
Terry,,5.0,40.52849,41.0,27.4,,529,15.46331482,1940,15.5,25.41642234,49.24895,47292,74.26567295,12183,,,2022,74.908558888,27.33316917,198.0,0.9554140127388536,0.9490445859872612,0.9681528662420388,0.9681528662420388,0.9426751592356688,0.1143,0.1758,0.0766,0.99,0.99,2031.0,0
Reeves,,5.0,31.29695,27.0,20.5,,603,16.174892704,1650,10.7,61.595297383,37.61991,64863,67.346938776,15949,,,2022,65.349946978,22.258448806,184.0,0.9333333333333336,0.9375,0.9833333333333332,0.9375,0.9458333333333332,0.1166,0.1765,0.0789,0.78,0.98,2658.0,0
Tyler,,4.0,18.457,32.0,27.9,,526,12.353217473,3950,18.4,50.998396311,41.68404,48809,62.386302836,21591,,,2022,73.315515544,19.095919596,198.0,0.9450549450549453,0.9450549450549453,0.9560439560439562,0.9523809523809528,0.9487179487179488,0.1428,0.2169,0.0983,0.88,0.98,2399.0,0
Upshur,,12.0,28.74045,44.0,17.8,7.6640098099,1230,11.998829382,6810,16.6,41.539203211,7.11474,58231,62.194372773,42166,,,2022,83.337965536,23.620926813,518.0,0.9532908704883224,0.9490445859872612,0.9596602972399152,0.9554140127388536,0.9532908704883224,0.1276,0.1901,0.0861,0.59,0.88,14055.0,0
Upton,,2.0,54.68964,19.0,17.0,,186,17.064220183,420,11.4,36.664373311,110.40574,59593,59.885057471,3623,,,2022,61.086309524,28.705492686,40.0,0.982142857142857,0.964285714285714,0.982142857142857,0.982142857142857,1.0,0.1235,0.1873,0.0822,0.65,0.96,906.0,0
Uvalde,,10.0,37.39576,32.0,30.7,,1036,14.122137405,3820,14.2,78.688173883,78.52816,49275,75.766755017,26742,,,2022,70.339648022,26.632263855,400.0,0.9690140845070424,0.971830985915493,0.9774647887323944,0.971830985915493,0.9661971830985916,0.107,0.1724,0.0705,0.95,0.98,1273.0,0
Val Verde,,17.0,34.67619,25.0,24.3,3.4019391053,1681,11.881538027,7230,14.8,65.38569818,69.34813,54346,70.936451818,49028,,,2022,67.122284598,28.153300155,773.0,0.9308093994778068,0.9621409921671018,0.9765013054830284,0.9399477806788512,0.928198433420366,0.107,0.1724,0.0705,0.97,0.99,1442.0,0
Van Zandt,,7.0,12.36968,42.0,17.7,6.2111801242,2174,16.133580705,8780,15.9,50.925009357,33.02453,57891,53.936854414,57533,,,2022,77.442178198,22.858185737,674.0,0.93013698630137,0.9287671232876712,0.943835616438356,0.9369863013698632,0.9273972602739724,0.1285,0.1874,0.0874,0.56,0.89,3028.0,0
Victoria,,69.0,74.93158,51.0,24.4,5.4035798717,3083,12.920665521,13240,14.4,33.800546644,104.42047,53583,65.285249386,91936,,,2022,72.601476015,25.069613644,1249.0,0.9809128630705392,0.9767634854771788,0.9858921161825732,0.9809128630705392,0.9767634854771788,0.1065,0.1663,0.0699,0.78,0.9,958.0,0
Walker,,21.0,28.77856,45.0,20.8,,1423,13.122464035,10940,15.1,27.137336083,58.20076,43002,54.030214882,72164,,,2022,83.188985121,14.918796076,694.0,0.944707740916272,0.9352290679304898,0.958925750394945,0.9494470774091626,0.9478672985781992,0.1365,0.206,0.093,0.7,0.9,1718.0,0
Waller,,8.0,14.48069,44.0,17.4,6.0962333987,2159,15.655137408,6960,13.4,58.697529087,3.48117,69460,68.722903506,57452,,,2022,78.7052483,24.000905103,770.0,0.9680981595092024,0.9779141104294482,0.9865030674846622,0.9680981595092024,0.96319018404908,0.1114,0.1704,0.0738,0.83,0.9,28726.0,0
Ward,,2.0,16.66944,27.0,14.4,,563,15.638888889,1310,11.2,8.6425395821,90.93164,57257,47.077042199,12097,,,2022,76.829268293,29.313052823,184.0,0.9503105590062112,0.9565217391304348,0.968944099378882,0.9627329192546584,0.9503105590062112,0.1166,0.1765,0.0789,0.65,0.96,1100.0,0
Washington,,20.0,55.73825,46.0,17.6,7.1942446043,1226,15.489576753,4940,14.0,40.500037304,67.09346,62667,57.25,35771,,,2022,76.781022446,21.363674485,342.0,0.978142076502732,0.9808743169398908,0.9836065573770492,0.978142076502732,0.9726775956284152,0.1225,0.1864,0.0827,0.73,0.86,1490.0,0
Webb,,84.0,30.36306,37.0,30.3,4.8999136947,13216,14.540173611,43300,15.8,71.381264815,58.34033,56588,82.585862678,277681,,,2022,72.29582886,32.005430692,4534.0,0.9909040793825798,0.98787210584344,0.9953142227122382,0.9931091510474088,0.9873208379272328,0.1039,0.1663,0.0674,0.95,0.99,1714.0,0
Wharton,,15.0,36.09587,40.0,20.6,6.6820868671,1833,16.663636364,6200,14.9,32.709420385,86.362,55887,65.897778317,41685,,,2022,76.587093389,25.788652993,545.0,0.9731182795698928,0.9767025089605736,0.9874551971326162,0.9767025089605736,0.9713261648745518,0.1114,0.1704,0.0738,0.88,0.96,1158.0,0
Wheeler,,2.0,39.55696,27.0,20.3,,276,20.988593156,890,16.7,43.478699651,121.31015,49838,54.912764004,4946,,,2022,77.087378641,24.747270522,46.0,0.9743589743589745,0.9743589743589745,1.0,0.9743589743589745,0.9871794871794876,0.1241,0.1883,0.0824,0.7,0.91,824.0,0
Wichita,,111.0,83.94464,45.0,20.9,7.6250856751,3723,12.20535685,22340,17.0,44.443706665,126.87211,54659,59.907545625,133205,,,2022,80.823272488,22.491648211,1526.0,0.9597359735973598,0.9617161716171616,0.9742574257425743,0.9630363036303632,0.9590759075907592,0.1296,0.2018,0.0855,0.82,0.83,788.0,0
Wilbarger,,4.0,31.32587,50.0,21.1,,336,11.76882662,2440,19.0,15.587673946,55.76801,51774,64.073426573,12552,,,2022,70.227635783,21.89292543,158.0,0.9875,0.99375,0.9875,0.99375,0.9875,0.1293,0.1898,0.087,0.91,0.93,1793.0,0
Willacy,,7.0,32.7746,49.0,34.0,,542,10.690335306,4050,18.8,,61.43377,40190,86.713286713,21161,,,2022,66.74600476,23.264496007,234.0,1.0,1.0,1.0,1.0,1.0,0.0992,0.1603,0.0642,0.99,0.98,1628.0,1
Williamson,,406.0,68.74935,52.0,6.3,4.139179925,13097,8.3161363651,60430,11.0,40.634655498,77.68813,91507,29.459483369,617855,,,2022,94.057295349,24.812941548,8077.0,0.9367473147444938,0.9387002278398612,0.9481393078008024,0.9370728002603884,0.931105565802322,0.0946,0.1402,0.061,0.2,0.58,1287.0,0
Wilson,,22.0,43.07813,37.0,11.5,,1528,11.907730673,5350,10.9,35.862415719,49.97789,74529,41.624145044,52023,,,2022,86.197183099,23.508832632,546.0,0.976608187134503,0.9780701754385964,0.9795321637426898,0.9809941520467836,0.9795321637426898,0.1134,0.1709,0.0762,0.44,0.78,2001.0,0
Winkler,,2.0,24.96879,22.0,16.9,,378,15.447486718,890,11.4,40.318537353,50.71637,77960,53.2351394,7887,,,2022,79.029793736,29.085837454,108.0,0.9813084112149536,0.9158878504672896,0.9906542056074767,0.9813084112149536,0.9626168224299064,0.1166,0.1765,0.0789,0.65,0.99,1972.0,0
Wise,,28.0,40.00914,48.0,12.4,5.2299368801,2735,15.149836592,9520,14.4,63.320537933,87.22075,71636,46.755214833,71084,,,2022,82.470567089,24.344437567,866.0,0.925294888597641,0.9174311926605504,0.9357798165137616,0.926605504587156,0.9213630406290956,0.1293,0.1898,0.087,0.58,0.81,1147.0,0
Wood,,19.0,41.72248,41.0,21.4,,1288,14.486559442,7520,16.9,64.04081037,69.12791,61886,60.718829517,46291,,,2022,80.222541278,18.720701648,444.0,0.9344978165938862,0.9432314410480348,0.9585152838427948,0.9301310043668124,0.9301310043668124,0.1285,0.1874,0.0874,0.63,0.87,1447.0,0
Yoakum,,3.0,34.43131,15.0,14.9,,627,21.06147128,780,9.0,,57.45806,67132,59.406858202,8702,,,2022,83.583237216,33.176281315,136.0,0.929203539823009,0.9203539823008848,0.9469026548672564,0.9203539823008848,0.9115044247787608,0.1143,0.1758,0.0766,0.49,0.93,1740.0,1
Young,,16.0,88.83953000000001,42.0,22.1,,756,17.127322157,2570,14.3,35.891993869,78.19482,54569,58.541927409,17904,,,2022,79.749032172,23.212689902,217.0,0.925925925925926,0.925925925925926,0.9722222222222222,0.9305555555555556,0.9212962962962964,0.1293,0.1898,0.087,0.55,0.84,1279.0,0
Zapata,,1.0,7.05268,36.0,39.5,,631,13.491554415,2780,19.4,,35.28084,39876,85.460693153,14172,,,2022,61.825549158,32.479537115,175.0,0.9791666666666664,0.984375,0.9947916666666664,0.984375,0.9791666666666664,0.1146,0.1867,0.0742,0.99,1.0,2834.0,1
Jones,,6.0,29.87601,32.0,21.2,,507,13.970790851,3030,15.2,36.418941016,40.25157,47019,61.786508525,19875,,,2022,79.277364506,17.6,168.0,0.952127659574468,0.9680851063829788,0.9680851063829788,0.952127659574468,0.952127659574468,0.1278,0.1901,0.086,0.63,0.97,2484.0,0
Zavala,,1.0,8.44595,26.0,39.0,,321,9.4550810015,2590,21.5,,84.45946,34898,85.89540412,11840,,,2022,61.731083288,28.260135135,158.0,1.0,0.9930555555555556,1.0,1.0,1.0,0.107,0.1724,0.0705,1.0,1.0,1184.0,1
Trinity,,2.0,13.65095,37.0,26.5,,391,13.227334235,2750,18.8,48.314859019,47.03353,47685,74.200518583,14883,,,2022,72.465192465,19.619700329,110.0,0.9415584415584416,0.9350649350649352,0.9545454545454548,0.9415584415584416,0.9285714285714288,0.1365,0.206,0.093,0.8,0.97,2126.0,0
Travis,,1119.0,87.83677,51.0,10.9,4.0891632738,34551,12.26530634,156910,12.8,50.125527111,108.3427,82605,50.635554983,1300503,,,2022,90.554207161,20.872539317,16433.0,0.9017482043637348,0.9138772191353844,0.9372543705109094,0.9012061254912588,0.8906355874779779,0.0916,0.1391,0.0588,0.38,0.69,923.0,0
Tom Green,,88.0,73.8255,52.0,16.6,5.228398459,3074,10.488961682,16620,14.1,46.09465089,105.82451,55990,53.068222529,120010,,,2022,79.908271832,23.761353221,1444.0,0.957205789804909,0.964128382630585,0.9767149150409064,0.9603524229074888,0.9553178099433608,0.1078,0.1675,0.0704,0.66,0.89,945.0,0
Titus,,14.0,42.74809,40.0,21.4,,1440,14.998437663,5000,15.3,38.568121763,112.37319999999998,52973,70.898493034,32926,,,2022,78.931670282,28.579238292,436.0,0.965235173824131,0.96319018404908,0.9775051124744376,0.965235173824131,0.9529652351738244,0.1283,0.1937,0.0866,0.89,0.92,890.0,0
Refugio,,1.0,14.39263,29.0,23.7,,193,12.107904642,1110,15.6,42.34956562,72.70612,48433,61.503067485,6877,,,2022,72.759158223,22.262614512,82.0,0.9560439560439562,0.9670329670329668,0.9780219780219782,0.9560439560439562,0.9780219780219782,0.1183,0.18,0.0772,0.94,0.99,1375.0,0
Roberts,,0.0,0.0,43.0,9.1,,35,16.129032258,120,14.8,,0.0,69927,28.947368421,813,,,2022,80.547112462,23.493234932,,1.0,1.0,1.0,1.0,1.0,0.1241,0.1883,0.0824,0.09,0.67,813.0,1
Robertson,,1.0,5.85686,44.0,23.2,,515,12.478798158,2330,13.7,47.465548195,46.63363,55218,62.296591956,17155,,,2022,72.929322863,23.433401341,216.0,0.9641434262948204,0.9920318725099602,0.99601593625498,0.9681274900398408,0.9760956175298804,0.1225,0.1864,0.0827,0.75,0.93,2144.0,0
Rockwall,,78.0,74.3459,53.0,6.4,3.4857219466,3584,12.011126378,9280,9.6,48.930164184,96.46185,106225,27.465317774,109888,,,2022,95.272368459,26.635301398,1390.0,0.9311740890688264,0.9329091960670906,0.9444765760555236,0.932330827067669,0.932330827067669,0.1122,0.1653,0.0743,0.11,0.51,1037.0,0
Runnels,,5.0,48.71395,42.0,21.4,,316,12.798703929,1570,15.2,34.52180423,86.53014,50972,56.805019305,10401,,,2022,74.479568234,23.488126142,115.0,0.9636363636363638,0.9636363636363638,0.9818181818181818,0.9636363636363638,0.9636363636363638,0.1278,0.1901,0.086,0.54,0.92,1156.0,0
Rusk,,11.0,20.21836,45.0,18.1,5.0810549238,1693,13.616987051,7380,13.7,24.599442347,40.49775,56954,67.774842882,54324,,,2022,66.365750997,21.732567558,568.0,0.934782608695652,0.960144927536232,0.965579710144928,0.9420289855072462,0.9365942028985508,0.1282,0.1918,0.0871,0.8,0.94,2469.0,0
Sabine,,2.0,18.97173,41.0,25.4,,289,14.759959142,2150,20.6,8.4439935658,133.24450000000002,51046,68.143459916,10507,,,2022,78.3377542,17.797658704,107.0,0.924812030075188,0.9548872180451128,0.9548872180451128,0.924812030075188,0.9398496240601504,0.1428,0.2169,0.0983,0.53,0.93,751.0,0
San Augustine,,2.0,24.28068,49.0,29.7,,222,13.495440729,1740,21.0,60.698759795,48.49661,45781,83.747779751,8248,,,2022,74.084051724,19.665373424,72.0,0.9459459459459464,0.9594594594594592,0.9594594594594592,0.9594594594594592,0.9594594594594592,0.1428,0.2169,0.0983,0.89,0.98,2062.0,0
San Jacinto,,2.0,6.93025,43.0,26.1,,962,15.223927837,4880,17.3,19.726408391,10.23856,51575,66.806605094,29301,,,2022,78.162279405,21.227944439,350.0,0.9537037037037036,0.9583333333333336,0.9814814814814816,0.9675925925925924,0.9675925925925924,0.1365,0.206,0.093,0.69,0.89,9767.0,0
San Patricio,,17.0,25.4758,41.0,21.6,4.7754066557,2059,11.357493519,10180,15.2,45.462431746,64.11308,56944,66.56684492,67069,,,2022,74.050038425,26.241631752,851.0,0.9673135852911132,0.9703779366700712,0.9775280898876404,0.9713993871297242,0.9734422880490295,0.1183,0.18,0.0772,0.83,0.97,1560.0,0
San Saba,,2.0,33.03055,27.0,26.1,,257,21.100164204,910,15.3,,49.6771,48349,64.129400571,6039,,,2022,80.224929709,19.85428051,50.0,0.9833333333333332,0.9666666666666665,0.9833333333333332,0.9833333333333332,0.9666666666666665,0.1264,0.1929,0.0847,0.73,0.97,2013.0,1
Schleicher,,,,31.0,19.0,,154,21.538461538,380,12.7,,36.21876,54471,60.99009901,2761,,,2022,63.8996139,23.324882289,20.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.59,0.96,2761.0,1
Scurry,,11.0,65.85643,33.0,17.6,,624,14.528521537,2340,13.7,38.966912585,36.01008,57158,61.6860648,16662,,,2022,76.762060507,25.105029408,199.0,0.9662447257383968,0.9535864978902951,0.9746835443037976,0.9662447257383968,0.9493670886075944,0.1278,0.1901,0.086,0.7,0.95,2777.0,0
Red River,,2.0,16.634780000000003,48.0,25.6,,285,11.806130903,2230,18.3,51.994351752,33.34723,46727,69.517439083,11995,,,2022,71.417460626,19.107961651,115.0,0.9870967741935484,0.9806451612903224,0.9806451612903224,0.9870967741935484,0.9870967741935484,0.1283,0.1937,0.0866,0.56,0.99,2999.0,0
Shackelford,,1.0,30.62787,51.0,15.8,,146,18.741976893,500,15.0,,30.303030000000003,64931,49.52681388,3300,,,2022,80.468178493,22.787878788,26.0,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.1278,0.1901,0.086,0.69,0.72,3300.0,1
Sherman,,,,35.0,16.9,,216,25.531914894,440,14.4,,33.03601,66408,59.863945578,3027,,,2022,81.401869159,27.254707631,47.0,0.8461538461538463,0.7884615384615382,0.8461538461538463,0.8461538461538463,0.7884615384615382,0.1241,0.1883,0.0824,0.46,0.87,3027.0,1
Smith,,239.0,102.68484,52.0,18.2,7.6468380559,7126,12.196416041,33700,14.8,42.693836269,154.78826,60735,64.145861948,235806,,,2022,83.62014677,24.233480064,3115.0,0.9421265141318976,0.9414535666218036,0.9582772543741586,0.9495289367429336,0.9448183041722744,0.116,0.1766,0.0768,0.75,0.67,646.0,0
Somervell,,6.0,65.73181,48.0,12.8,,290,13.862332696,1590,18.0,,109.42116,67984,44.475138122,9139,,,2022,81.812400636,21.796695481,82.0,0.9235668789808916,0.9299363057324842,0.9171974522292992,0.9108280254777072,0.9108280254777072,0.1134,0.1689,0.0762,0.56,0.71,914.0,1
Starr,,14.0,21.66076,28.0,35.3,3.4005894355,3054,14.350155061,13550,21.1,,63.797340000000005,35716,90.226120636,64266,,,2022,60.850070634,32.493075654,1097.0,0.9329608938547485,0.9486033519553072,0.9921787709497204,0.9273743016759778,0.9229050279329613,0.1146,0.1867,0.0742,0.98,1.0,1567.0,1
Stephens,,3.0,32.03075,41.0,23.5,,308,14.597156398,1570,16.8,37.187537022,117.84873,48911,61.126373626,9334,,,2022,76.701877934,21.737733019,96.0,0.905511811023622,0.929133858267716,0.9370078740157478,0.9370078740157478,0.9448818897637796,0.1278,0.1901,0.086,0.88,0.86,849.0,0
Sterling,,0.0,0.0,43.0,13.5,,65,16.927083333,100,8.1,,152.09125,68435,42.985074627,1315,,,2022,89.135802469,27.984790875,18.0,0.925925925925926,0.925925925925926,0.925925925925926,0.925925925925926,0.925925925925926,0.1235,0.1873,0.0822,0.41,0.8,658.0,1
Stonewall,,1.0,74.07406999999999,13.0,22.5,,56,17.948717949,230,15.4,,445.10386,59802,52.727272727,1348,,,2022,83.364839319,22.848664688,13.0,1.0,1.0,1.0,1.0,1.0,0.1278,0.1901,0.086,0.32,0.79,225.0,1
Sutton,,4.0,105.9322,46.0,17.3,,135,14.270613108,480,12.4,,160.51364,64612,61.61745828,3738,,,2022,55.070202808,23.488496522,27.0,0.96,0.9399999999999998,0.96,0.96,0.96,0.1235,0.1873,0.0822,0.6,0.94,623.0,1
Swisher,,1.0,13.51899,27.0,27.2,,298,15.969989282,1320,17.8,26.446700508,40.87193,39897,72.175597159,7340,,,2022,74.836475568,24.046321526,72.0,0.99009900990099,1.0,1.0,0.99009900990099,0.99009900990099,0.1241,0.1883,0.0824,0.97,1.0,2447.0,0
Tarrant,,1245.0,59.2148,50.0,15.4,6.1974459625,67120,11.808502403,266980,13.0,49.408171209,96.21602,72064,58.664603241,2123347,,,2022,89.788856191,25.784763395,28137.0,0.9184099624131516,0.9320019742587036,0.9536428869736892,0.9229279775238238,0.9151828087626712,0.1069,0.1641,0.0701,0.55,0.73,1039.0,0
Taylor,,99.0,71.72146,45.0,16.9,5.1831617287,4108,11.673439232,21730,15.9,40.385448991,170.97701,52974,55.241641706,139200,,,2022,82.18707834,24.779454023,1963.0,0.9554242749731476,0.9543501611170784,0.970998925886144,0.958109559613319,0.956498388829216,0.1178,0.1846,0.0776,0.69,0.78,585.0,0
Terrell,,0.0,0.0,11.0,13.2,,26,17.105263158,90,9.9,,142.45014,42849,53.6,702,,,2022,66.825775656,18.518518519,,1.0,1.0,1.0,1.0,1.0,0.1166,0.1765,0.0789,0.47,0.91,702.0,1
Throckmorton,,1.0,66.62225000000001,21.0,27.7,,64,21.333333333,270,18.7,,67.2495,46820,59.17721519,1487,,,2022,76.858345021,20.847343645,23.0,0.9545454545454548,0.9545454545454548,0.9545454545454548,0.9545454545454548,0.9545454545454548,0.1278,0.1901,0.086,0.27,0.85,1487.0,1
Shelby,,5.0,19.78318,41.0,24.4,,1062,15.812983919,4530,17.9,25.850763117,88.30022,41194,74.707085736,24915,,,2022,72.643896268,25.839855509,334.0,0.978319783197832,0.9593495934959352,0.9810298102981032,0.975609756097561,0.978319783197832,0.1428,0.2169,0.0983,0.95,0.99,1133.0,0
Johnson,,77.0,43.79554,48.0,11.7,6.3472563473,6366,13.397310436,21590,12.9,46.219005832,66.82445,67382,51.723361751,179575,,,2022,87.914879011,25.79256578,2401.0,0.944778362133734,0.9470323065364392,0.9560480841472576,0.9470323065364392,0.94290007513148,0.1346,0.1961,0.0907,0.51,0.73,1496.0,0
Real,,2.0,57.93743,34.0,32.1,,84,14.482758621,710,20.7,,87.95075,43076,70.877192982,3411,,,2022,63.397129187,17.20902961,24.0,1.0,1.0,1.0,1.0,1.0,0.107,0.1724,0.0705,0.72,0.93,1137.0,1
Jim Hogg,,1.0,19.23077,33.0,30.5,,146,9.0683229814,970,18.5,,,41620,84.995663487,5184,,,2022,57.605177994,30.13117284,52.0,0.9367088607594938,0.9240506329113924,0.962025316455696,0.9873417721518988,0.8354430379746839,0.1146,0.1867,0.0742,0.99,1.0,,1
Carson,,,,48.0,10.7,,194,13.25136612,730,12.2,,187.90571,66597,33.164983165,5854,,,2022,78.559176672,23.009907755,60.0,0.9473684210526312,0.9789473684210528,0.9789473684210528,0.9578947368421056,0.9578947368421056,0.1241,0.1883,0.0824,0.03,0.6,532.0,1
Cass,,7.0,23.31313,35.0,25.6,,707,10.327198364,5270,17.5,36.636058161,56.896150000000006,50595,62.876737051,29879,,,2022,75.4138104,22.206231802,293.0,0.9504950495049506,0.9554455445544556,0.9653465346534652,0.952970297029703,0.9554455445544556,0.1356,0.2056,0.0926,0.78,0.98,1758.0,0
Castro,,1.0,13.28021,28.0,20.4,,439,19.792605951,900,11.8,,54.08329,55139,65.521327014,7396,,,2022,73.48455221,28.637101136,110.0,0.9411764705882352,0.92156862745098,0.9705882352941174,0.9509803921568633,0.92156862745098,0.1241,0.1883,0.0824,0.78,0.99,1849.0,1
Chambers,,5.0,11.40589,34.0,11.0,,1560,12.181789786,5300,12.8,12.562612314,52.64312,89991,36.765153823,45590,,,2022,85.896537221,28.194779557,675.0,0.9703389830508472,0.9731638418079096,0.9774011299435028,0.9717514124293788,0.961864406779661,0.1377,0.2028,0.0929,0.41,0.79,1900.0,0
Cherokee,,22.0,41.78855,42.0,24.4,8.3349486335,1875,13.786764706,7840,15.0,36.356376801,49.17258,45894,65.896836808,52875,,,2022,78.82416397,25.172576832,679.0,0.9753694581280788,0.981937602627258,0.9868637110016424,0.981937602627258,0.9753694581280788,0.1282,0.1918,0.0871,0.92,0.94,2034.0,0
Childress,,10.0,136.8738,25.0,24.1,,220,15.30967293,1170,16.1,,125.99748,45473,54.311926606,7143,,,2022,77.59965338,18.493630127,72.0,1.0,0.986301369863014,1.0,1.0,1.0,0.1241,0.1883,0.0824,0.75,0.92,794.0,1
Clay,,4.0,38.20074,47.0,14.6,,314,14.403669725,1610,15.5,,18.95735,62763,47.136829415,10550,,,2022,79.129598461,19.383886256,91.0,0.964285714285714,1.0,0.964285714285714,0.964285714285714,0.955357142857143,0.1293,0.1898,0.087,0.32,0.68,5275.0,1
Cochran,,2.0,70.10165,22.0,29.4,,144,18.997361478,490,16.9,,69.03693,44584,68.398876404,2897,,,2022,71.832358674,26.855367622,52.0,0.9069767441860468,0.9302325581395352,0.9534883720930236,0.9069767441860468,0.9069767441860468,0.1143,0.1758,0.0766,0.86,0.99,1449.0,1
Coke,,,,51.0,18.0,,121,16.133333333,510,15.5,,0.0,51050,52.6,3323,,,2022,73.476923077,20.58380981,35.0,0.9487179487179488,0.9230769230769232,0.9487179487179488,0.9487179487179488,0.9487179487179488,0.1235,0.1873,0.0822,0.62,0.91,3323.0,1
Coleman,,5.0,61.16208,26.0,28.1,,309,17.913043478,1340,16.1,22.872433266,37.03704,43623,70.716009654,8100,,,2022,76.030927835,20.592592593,85.0,0.9777777777777776,0.9666666666666665,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.1278,0.1901,0.086,0.42,0.94,2700.0,0
Collin,,1044.0,100.89589,56.0,6.7,4.3124346118,24796,8.7766305752,107700,11.1,31.384781793,80.03216,101560,25.903504667,1072069,,,2022,94.228141593,25.333257468,12808.0,0.9483316049533338,0.9416214237784424,0.9568718355395598,0.9502836576587564,0.9436954797779544,0.083,0.1234,0.0542,0.15,0.49,1249.0,0
Collingsworth,,1.0,34.24658,14.0,25.5,,173,23.035952064,460,15.4,,139.03372,47885,64.385964912,2877,,,2022,67.444120505,25.929787974,27.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.1241,0.1883,0.0824,0.89,0.98,719.0,1
Colorado,,10.0,46.52678,36.0,18.4,,932,18.199570396,2480,11.7,23.78858233,32.39241,52726,66.535874439,21610,,,2022,73.327062618,23.493752892,258.0,0.9586466165413532,0.9548872180451128,0.9624060150375936,0.9586466165413532,0.9548872180451128,0.1114,0.1704,0.0738,0.68,0.93,3087.0,0
Comal,,104.0,66.57746999999999,46.0,9.4,5.9625982474,4309,11.661389408,17230,12.2,51.448206932,74.63049000000001,79290,33.643587668,164812,,,2022,91.378741802,22.234424678,1912.0,0.9488233096750092,0.9521852820321252,0.9592827792304816,0.9529323870003736,0.9510646245797536,0.0937,0.1369,0.0619,0.24,0.64,1340.0,0
Comanche,,7.0,51.33847,27.0,24.0,,525,16.940948693,1910,14.1,57.889102564,50.90909,47282,66.719745223,13750,,,2022,75.092319055,22.305454545,176.0,0.9548022598870056,0.966101694915254,0.9717514124293788,0.9548022598870056,0.9491525423728812,0.1278,0.1901,0.086,0.73,0.92,1964.0,0
Concho,,1.0,36.68379,46.0,20.9,,83,16.147859922,420,13.0,,70.74637,47412,68.764044944,2827,,,2022,73.97260274,18.040325433,13.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.43,0.96,1414.0,1
Cooke,,12.0,29.08597,43.0,16.1,,1517,15.369807497,5880,14.7,60.852143308,86.97123,66323,54.986914801,41393,,,2022,77.656149388,23.472567825,491.0,0.9389179755671904,0.9371727748691102,0.9581151832460733,0.9458987783595116,0.9476439790575916,0.1317,0.1945,0.0881,0.62,0.85,1150.0,0
