county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,seg_missing_bool
Andrews,6.292749658,9.0,50.78434,24.0,14.0,,795,13.915631017,1480,8.4,25.861752745,66.19594,84946,39.719626168,18128,48.84157105,16.502096578,2020,,,287.0,0.9714285714285714,0.9714285714285714,0.9904761904761904,0.984126984126984,0.9904761904761904,0.1166,0.1765,0.0789,0.47,0.88,1511.0,0
Donley,9.3220338983,1.0,30.20236,21.0,27.8,,102,14.592274678,580,16.9,36.610617453,120.51823,40945,55.208333333,3319,50.888821934,100.0,2020,,,34.0,1.0,1.0,1.0,1.0,1.0,0.1241,0.1883,0.0824,0.45,0.82,830.0,0
Hamilton,5.9390048154,8.0,94.98931,19.0,23.4,,304,16.033755274,1350,16.4,,82.50825,49210,53.117913832,8484,50.282885431,64.377128097,2020,,,72.0,0.9879518072289156,0.9759036144578314,1.0,1.0,0.9879518072289156,0.1264,0.1929,0.0847,0.61,0.78,1212.0,1
Hansford,5.4511278195,2.0,36.71746,29.0,17.2,,301,18.421052632,640,11.7,,54.91488,57240,58.51285615,5463,49.020684606,40.334936754,2020,,,73.0,0.970873786407767,0.970873786407767,0.9805825242718448,0.970873786407767,0.9514563106796116,0.1241,0.1883,0.0824,0.76,0.83,1821.0,1
Hardeman,6.4981949458,4.0,100.15023,35.0,27.1,,176,18.803418803,630,15.7,,25.4972,42469,78.8,3922,49.413564508,100.0,2020,,,42.0,0.967741935483871,0.935483870967742,0.935483870967742,0.967741935483871,0.967741935483871,0.1293,0.1898,0.087,0.73,0.96,3922.0,1
Hardin,8.6876155268,11.0,19.2513,42.0,17.1,5.6074766355,1302,8.7300522999,9750,17.4,59.605043734,45.44898,60909,46.208349291,57207,50.726309717,51.547542784,2020,,,698.0,0.9563636363636364,0.9575757575757576,0.9696969696969696,0.9624242424242424,0.9636363636363636,0.1338,0.1949,0.0899,0.25,0.81,2200.0,0
Harris,8.7174646209,2742.0,58.92998,44.0,24.8,6.1092895288,143373,11.117659238,739120,16.3,48.310296049,90.38826,60241,64.185133746,4698619,50.328681683,1.2132803285,2020,,,63815.0,0.9689088836163068,0.9626844975811172,0.9726219455828428,0.9661664561057528,0.959033063199088,0.1057,0.1669,0.0691,0.72,0.79,1106.0,0
Harrison,7.8001752848,19.0,28.50242,46.0,22.8,7.1599045346,1787,10.207345633,13210,19.8,37.916954314,59.94665,50131,54.971772676,66726,51.05356233,56.054303607,2020,,,765.0,0.9653725078698846,0.9716684155299056,0.9779643231899264,0.9727177334732424,0.9727177334732424,0.1276,0.1901,0.0861,0.73,0.94,1668.0,0
Hartley,6.2222222222,,,32.0,10.3,,202,15.768930523,770,13.3,,,72451,58.992805755,5619,40.11389927,57.258330584,2020,,,56.0,0.9333333333333332,0.9666666666666668,0.9666666666666668,0.9333333333333332,0.9333333333333332,0.1241,0.1883,0.0824,0.53,0.74,,1
Haskell,6.8535825545,3.0,52.21023,37.0,33.9,,153,13.796212804,910,15.6,6.6226940725,,40880,74.832962138,5813,46.533631516,47.61824038,2020,,,47.0,0.9423076923076924,0.9230769230769232,0.9615384615384616,0.9423076923076924,0.9423076923076924,0.1278,0.1901,0.086,0.98,0.99,,0
Hays,7.2379467498,93.0,43.35968,46.0,12.1,3.4828559419,5562,10.668661526,25740,13.2,39.409104333,58.39259,68180,44.292760965,222631,50.25131271,31.712145226,2020,,,2802.0,0.9587188612099644,0.9615658362989324,0.9647686832740212,0.9583629893238436,0.9519572953736656,0.1018,0.157,0.0664,0.49,0.73,1713.0,0
Hemphill,5.2132701422,4.0,99.40358,34.0,13.4,,241,18.229954614,440,10.6,,52.28758,66849,35.913978495,3825,49.803921569,26.95035461,2020,,,30.0,1.0,1.0,1.0,1.0,0.9777777777777776,0.1241,0.1883,0.0824,0.74,0.8,1913.0,1
Henderson,7.6455534229,25.0,30.83983,52.0,29.9,7.786429366,2069,11.567059876,14200,17.8,46.582010106,46.1731,43337,62.315654484,82299,51.094180974,60.110528192,2020,,,955.0,0.9661691542288556,0.9621890547263682,0.9741293532338308,0.972139303482587,0.9671641791044776,0.1398,0.2105,0.0948,0.72,0.9,2166.0,0
Hidalgo,8.2134098376,387.0,44.96544,46.0,40.4,4.709081414,35069,12.1821504,95430,11.4,76.266544469,81.06806999999999,38785,85.385181964,865939,50.980149872,5.1386929524,2020,,,13383.0,0.990500247103399,0.992092691230575,0.9949481082862006,0.990994453901488,0.9875350063148648,0.1074,0.1741,0.0695,0.98,0.99,1234.0,0
Hill,7.5719872023,8.0,22.31396,38.0,20.2,,1097,12.66743649,5790,16.5,45.731384765,30.25802,48670,63.067926226,36354,50.173295923,76.266066289,2020,,,387.0,0.9421487603305784,0.9524793388429752,0.9648760330578512,0.9421487603305784,0.9400826446280992,0.1248,0.188,0.085,0.87,0.93,3305.0,0
Hall,13.089005236,1.0,32.56268,25.0,38.8,,92,12.568306011,570,18.4,,33.0251,32597,71.769383698,3028,50.495376486,100.0,2020,,,24.0,0.9318181818181818,0.9318181818181818,0.9772727272727272,0.9318181818181818,0.9090909090909092,0.1241,0.1883,0.0824,0.95,1.0,3028.0,1
Hockley,9.3538183461,13.0,56.30631,31.0,28.1,,719,11.478288633,2770,11.9,46.58581355,43.5161,46764,63.325879244,22980,50.139251523,39.847394811,2020,,,283.0,0.975975975975976,0.978978978978979,0.975975975975976,0.978978978978979,0.972972972972973,0.1143,0.1758,0.0766,0.9,0.97,2298.0,0
Hopkins,7.3348087259,9.0,24.66024,44.0,21.1,,1290,13.773222293,6240,17.4,44.81549393,92.3662,52079,61.647266834,36810,50.763379516,59.62572168,2020,,,445.0,0.9766949152542372,0.972457627118644,0.9851694915254238,0.9830508474576272,0.9766949152542372,0.1283,0.1937,0.0866,0.71,0.76,1083.0,0
Houston,8.8943792464,4.0,17.37544,39.0,40.8,,546,11.762171478,5160,22.6,45.425761125,34.5289,39533,62.833983789,23169,46.544952307,73.487274566,2020,,,187.0,0.9547511312217196,0.9547511312217196,0.9638009049773756,0.9638009049773756,0.9547511312217196,0.1365,0.206,0.093,0.91,0.97,2896.0,0
Howard,9.8015267176,11.0,30.52164,38.0,25.1,7.9214195184,932,11.639815162,4770,13.1,47.378925877,101.48386,50423,58.507670851,36459,42.494308675,20.064549297,2020,,,427.0,0.9777327935222672,0.9554655870445344,0.9878542510121456,0.9898785425101214,0.9817813765182186,0.1235,0.1873,0.0822,0.92,0.97,985.0,0
Hudspeth,11.387900356,,,23.0,25.0,,146,14.092664093,500,13.4,,,42671,91.680814941,4795,47.00729927,100.0,2020,,,43.0,0.972972972972973,1.0,1.0,0.972972972972973,0.972972972972973,0.1166,0.1765,0.0789,0.98,0.98,,1
Hunt,8.631632394,27.0,28.76257,38.0,20.1,7.63062597,2633,11.310623309,16200,17.9,52.351984246,78.76219,53360,54.563701669,96493,50.6772512,56.631332072,2020,,,1211.0,0.974910394265233,0.9695340501792116,0.978494623655914,0.9767025089605734,0.9722222222222222,0.1122,0.1653,0.0743,0.83,0.87,1270.0,0
Hutchinson,9.2692496322,7.0,32.74854,38.0,18.9,,734,12.827682628,3460,15.9,43.164571689,37.73941,54351,49.167253108,21198,49.698084725,22.564334086,2020,,,231.0,0.9593220338983052,0.9627118644067796,0.9694915254237289,0.9593220338983052,0.9559322033898304,0.1241,0.1883,0.0824,0.66,0.86,2650.0,0
Irion,10.377358491,0.0,0.0,38.0,10.2,,50,13.736263736,210,13.4,,0.0,56775,26.353790614,1522,48.685939553,100.0,2020,,,12.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.1235,0.1873,0.0822,0.2,0.88,1522.0,1
Jack,7.3282442748,4.0,45.28986,34.0,21.9,,322,16.035856574,1410,15.9,,22.61676,48780,61.412051126,8843,43.593803008,53.217602831,2020,,,80.0,0.9428571428571428,0.9714285714285714,0.9809523809523808,0.9523809523809524,0.9428571428571428,0.1293,0.1898,0.087,0.65,0.98,4422.0,1
Jackson,6.9896193772,1.0,6.75447,38.0,19.4,,504,12.804878049,2060,14.0,41.783387714,60.50827,54088,55.189107413,14874,50.248756219,61.818827709,2020,,,201.0,0.9877551020408164,0.979591836734694,0.9877551020408164,0.9877551020408164,0.9836734693877552,0.1134,0.1709,0.0762,0.68,0.93,1653.0,0
Jasper,8.0478882607,14.0,39.36897,38.0,29.9,,864,9.779286927,7520,21.2,59.808008805,64.11686,47551,64.394925179,35872,50.485057984,78.185382246,2020,,,352.0,0.9124293785310734,0.923728813559322,0.9378531073446328,0.9209039548022598,0.923728813559322,0.1428,0.2169,0.0983,0.82,0.92,1560.0,0
Jeff Davis,,1.0,43.85965,24.0,34.4,,26,20.3125,220,9.8,,44.40497,51343,54.44015444,2252,48.756660746,100.0,2020,,,17.0,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.8461538461538461,0.1166,0.1765,0.0789,0.36,0.89,2252.0,1
Jefferson,10.120481928,145.0,56.57455,42.0,27.8,9.0358982746,6681,10.590976824,58010,22.8,50.850819321,117.25444,48121,68.061438213,255001,48.714710923,8.4020089348,2020,,,3192.0,0.9674946335479914,0.9619748543391596,0.977307574363692,0.9727077583563324,0.968721251149954,0.1231,0.1913,0.0827,0.86,0.95,853.0,0
Dimmit,8.3832335329,4.0,38.39509,33.0,35.8,,278,8.8366179275,1130,10.4,,67.90842,37177,76.97874265,10308,50.805199845,39.475790316,2020,,,155.0,1.0,1.0,1.0,1.0,1.0,0.107,0.1724,0.0705,1.0,0.99,1473.0,1
Hood,7.2357531331,31.0,53.19788,49.0,16.8,6.5313739212,1538,11.870031643,8480,15.3,74.872232212,42.94894,60917,48.281948694,60537,51.102631449,32.845531632,2020,,,591.0,0.9236883942766296,0.9220985691573926,0.9411764705882352,0.9300476947535772,0.920508744038156,0.1134,0.1689,0.0762,0.26,0.66,2328.0,0
Hale,9.6685922773,10.0,29.2963,39.0,26.2,,1204,12.527312454,4510,13.1,38.311899757,62.07508000000001,42782,73.134942403,33830,47.803724505,23.099826317,2020,,,432.0,0.98015873015873,0.984126984126984,0.9821428571428572,0.98015873015873,0.9781746031746033,0.1143,0.1758,0.0766,0.93,0.97,1611.0,0
Jim Hogg,8.9500860585,1.0,19.22338,30.0,38.6,,139,8.7202007528,470,8.9,,,36176,83.753258036,5248,48.666158537,17.396226415,2020,,,56.0,0.9801980198019802,1.0,1.0,1.0,1.0,0.1146,0.1867,0.0742,0.99,1.0,,1
Grimes,9.1192170819,6.0,21.366,47.0,25.3,,888,13.571756075,4810,17.6,32.246160684,38.787020000000005,49498,66.841644794,28360,45.585331453,68.903172455,2020,,,347.0,0.9788519637462236,0.9758308157099698,0.9818731117824774,0.9818731117824774,0.9788519637462236,0.1225,0.1864,0.0827,0.86,0.9,2578.0,0
Guadalupe,7.9980919065,56.0,35.07475,39.0,12.0,5.5054655709,3565,8.2467787828,17330,11.5,40.498684741,32.37748,73864,40.711264071,163694,50.506432734,26.16225586,2020,,,1905.0,0.977176220806794,0.975583864118896,0.9830148619957536,0.9777070063694268,0.9750530785562632,0.1024,0.1543,0.0667,0.43,0.77,3089.0,0
Duval,8.7108013937,,,34.0,36.1,,265,9.0722355358,1190,10.4,,53.51409,35156,73.712121212,11212,48.448091331,67.042946868,2020,,,114.0,0.9937106918238994,0.9937106918238994,1.0,0.9937106918238994,0.9937106918238994,0.1146,0.1867,0.0742,1.0,1.0,1869.0,1
Eastland,7.9285714286,6.0,32.58921,40.0,26.1,,539,13.295510607,3110,17.0,25.324460201,38.20544,44773,62.262156448,18322,50.065495033,60.345477049,2020,,,207.0,0.9296482412060302,0.9447236180904522,0.9597989949748744,0.9447236180904522,0.9396984924623116,0.1278,0.1901,0.086,0.81,0.98,2617.0,0
Ector,9.0494408476,93.0,59.20286,39.0,17.9,5.7334212796,6063,12.377258344,15320,9.8,44.405288975,79.56873,60431,49.171444954,162124,49.122276776,9.4552614308,2020,,,2743.0,0.9692255664524856,0.9600946905647616,0.9837673317551572,0.9763273588096044,0.9584037876225904,0.1113,0.171,0.0731,0.79,0.88,1257.0,0
Edwards,,0.0,0.0,30.0,37.3,,74,16.517857143,130,6.2,,0.0,37812,71.428571429,1928,47.147302905,100.0,2020,,,18.0,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.107,0.1724,0.0705,0.44,0.92,1928.0,1
El Paso,8.5598896769,405.0,48.19076,32.0,28.9,4.4313780191,21020,8.8337514867,79860,9.6,45.811145406,78.02483,43948,73.780691097,840758,50.733266885,2.1743664811,2020,,,11097.0,0.9804182172603224,0.980949849370902,0.9892787524366472,0.9828991671096934,0.9811270600744284,0.0965,0.1577,0.0608,0.95,0.96,1282.0,0
Ellis,7.2184403855,70.0,40.31794,50.0,14.0,5.8301132127,5436,11.113837095,22320,13.6,38.855231083,55.17288,76792,47.272012579,179436,50.67154863,31.975135352,2020,,,2381.0,0.9619873291097032,0.9583194398132712,0.9699899966655552,0.964654884961654,0.9619873291097032,0.1147,0.169,0.0766,0.39,0.7,1812.0,0
Erath,6.8255369226,23.0,54.80235,47.0,20.1,6.6996795805,1345,15.199457566,7250,17.7,57.179918858,42.40682,47087,52.61574461,42446,51.034255289,46.320929005,2020,,,430.0,0.9736842105263158,0.9655870445344128,0.9777327935222672,0.9736842105263158,0.9635627530364372,0.1134,0.1689,0.0762,0.63,0.87,2358.0,0
Fannin,7.4153450493,7.0,20.32166,43.0,19.5,,1046,13.748685594,5670,16.8,32.001559303,42.50978,53111,58.028933092,35286,46.916624157,70.529264337,2020,,,403.0,0.9315403422982884,0.9511002444987776,0.9535452322738386,0.9339853300733496,0.9486552567237164,0.1317,0.1945,0.0881,0.58,0.86,2352.0,0
Fayette,6.5398335315,9.0,35.61254,44.0,19.4,,791,14.640014807,3250,13.0,15.158394916,47.33915,55776,54.740141029,25349,50.861966941,67.137737232,2020,,,230.0,0.9821428571428572,0.9821428571428572,0.9857142857142858,0.9857142857142858,0.9821428571428572,0.124,0.188,0.0827,0.44,0.84,2112.0,0
Fisher,10.0,1.0,25.7732,9.0,21.3,,141,16.49122807,560,14.5,18.142915096,104.1938,45261,52.142857143,3839,50.429799427,100.0,2020,,,38.0,0.96,0.98,1.0,0.96,0.96,0.1278,0.1901,0.086,0.43,0.91,960.0,0
Floyd,9.5149253731,4.0,68.31768,37.0,33.3,,203,12.476951444,690,11.5,28.410323282,34.26418,39891,76.661129568,5837,49.597395923,53.319888303,2020,,,68.0,1.0,1.0,1.0,1.0,1.0,0.1143,0.1758,0.0766,0.83,0.97,2919.0,0
Foard,,0.0,0.0,27.0,31.0,,50,19.083969466,170,11.9,,83.33333,37648,74.88372093,1200,51.416666667,100.0,2020,,,12.0,1.0,1.0,1.0,1.0,1.0,0.1293,0.1898,0.087,0.48,0.93,1200.0,1
Falls,9.6153846154,2.0,11.46986,34.0,27.7,,520,13.666228647,3520,20.4,41.663952769,40.38073,37428,82.107728337,17335,52.523795789,67.356990932,2020,,,178.0,0.9777777777777776,0.9888888888888888,0.9888888888888888,0.9888888888888888,0.9833333333333332,0.1248,0.188,0.085,0.98,0.99,2476.0,0
Franklin,7.0603337612,3.0,27.86291,49.0,23.9,,343,12.78896346,1800,17.0,67.527341819,18.577,48222,54.523076923,10766,50.306520528,69.12776992,2020,,,122.0,0.9803921568627452,0.9705882352941176,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.1283,0.1937,0.0866,0.53,0.79,5383.0,0
Fort Bend,8.7697102478,650.0,84.98643,46.0,10.4,4.110311453,18829,8.3750328036,98800,13.9,46.231436954,67.01715,92310,33.722314837,787858,50.930370701,5.5357676703,2020,,,8816.0,0.9848884624610218,0.9822499400335812,0.9871671863756296,0.9875269848884624,0.9816502758455266,0.0795,0.1228,0.0524,0.29,0.54,1492.0,0
Grayson,7.7920891568,62.0,47.27772,50.0,16.6,6.468305304,3866,11.914080557,21380,17.0,49.616861019,74.63188,51403,53.677607836,133991,51.214633819,43.150475277,2020,,,1586.0,0.96309963099631,0.948866631523458,0.9678439641539271,0.9646810753821824,0.9567738534528204,0.1317,0.1945,0.0881,0.66,0.79,1340.0,0
Gray,6.6788655078,9.0,40.1714,45.0,21.9,,773,13.081739719,3470,15.1,76.775759576,63.94154,49121,60.178527151,21895,46.951358758,19.387619259,2020,,,268.0,0.9789473684210528,0.9824561403508772,0.9929824561403509,0.9859649122807016,0.9789473684210528,0.1241,0.1883,0.0824,0.84,0.95,1564.0,0
Gonzales,8.6348287506,8.0,38.29034,39.0,25.3,,842,14.427690199,2520,12.3,37.569345181,52.81859,49829,78.431372549,20826,49.50062422,65.279951532,2020,,,290.0,0.9884169884169884,0.9768339768339768,0.9884169884169884,0.9884169884169884,0.9884169884169884,0.1134,0.1709,0.0762,0.9,0.98,1893.0,0
Glasscock,,0.0,0.0,43.0,13.3,,72,19.512195122,150,10.2,,0.0,83330,36.102236422,1388,44.884726225,100.0,2020,,,18.0,0.95,0.9,0.95,0.95,0.95,0.1235,0.1873,0.0822,0.18,0.81,1388.0,1
Gillespie,7.4200913242,31.0,116.34016,51.0,15.7,,1009,17.814265537,3380,13.0,,55.9618,61433,48.050248626,26804,51.298313685,53.653822925,2020,,,263.0,0.9417808219178082,0.9315068493150684,0.9554794520547946,0.9452054794520548,0.9417808219178082,0.1008,0.1475,0.0669,0.36,0.61,1787.0,1
Goliad,6.6929133858,,,38.0,22.6,,194,11.533888228,1000,13.3,9.2780697563,13.18565,55008,53.765846383,7584,50.474683544,100.0,2020,,,52.0,0.9615384615384616,0.9743589743589745,0.9743589743589745,0.9743589743589745,0.9487179487179488,0.1134,0.1709,0.0762,0.58,0.97,7584.0,0
Gregg,7.9222011385,107.0,86.73308,48.0,20.9,7.5084278272,3764,11.507536152,24920,20.2,29.629653129,134.9964,50610,59.709385422,123707,51.407761889,13.36235932,2020,,,1574.0,0.9603004291845494,0.9678111587982832,0.9758583690987124,0.9640557939914164,0.9560085836909872,0.1265,0.1924,0.0851,0.88,0.79,741.0,0
Galveston,8.540460387,245.0,73.12647,44.0,16.6,4.8056832428,6352,7.3784964223,53270,16.6,43.736549665,88.78629,71959,46.062483038,337890,50.832519459,6.1498271595,2020,,,3888.0,0.966456326801727,0.960810362005978,0.9752573895715708,0.9681169046828296,0.963301228827632,0.1049,0.1574,0.0689,0.58,0.73,1126.0,0
Gaines,5.806010929,5.0,24.22715,31.0,22.0,,2038,26.682377586,2070,10.4,56.763308927,19.13784,56321,55.731775181,20901,49.294292139,63.043478261,2020,,,470.0,0.7971014492753623,0.8043478260869565,0.7971014492753623,0.8079710144927537,0.8043478260869565,0.1166,0.1765,0.0789,0.68,0.99,5225.0,0
Frio,10.49382716,4.0,20.40816,35.0,33.9,,504,10.601598654,1680,8.8,56.040756914,60.55713,41038,75.711226675,19816,40.689341946,22.181564733,2020,,,225.0,0.9813084112149532,0.9766355140186916,0.9813084112149532,0.9813084112149532,0.9813084112149532,0.1146,0.174,0.0756,0.99,0.99,1651.0,0
Freestone,8.1686429513,6.0,30.57325,37.0,19.3,,616,13.190578158,3820,19.4,23.238191236,55.53312,49317,54.266487214,19808,48.096728595,66.476584578,2020,,,166.0,0.9570815450643776,0.96137339055794,0.9742489270386266,0.9699570815450644,0.965665236051502,0.1248,0.188,0.085,0.84,0.97,1801.0,0
Garza,9.4562647754,1.0,15.31863,33.0,26.4,,154,13.774597496,710,10.5,,,46490,75.274177468,6578,33.794466403,22.334004024,2020,,,48.0,0.9696969696969696,0.9696969696969696,0.9696969696969696,0.9696969696969696,0.9696969696969696,0.1143,0.1758,0.0766,0.72,0.96,,1
Moore,,10.0,46.5441,36.0,15.1,,1073,15.153226945,2740,12.6,29.476659232,33.42884,55099,63.756177924,20940,48.132760267,16.814280497,2021,84.360611911,31.757402101,414.0,0.9603174603174603,0.9603174603174603,0.9735449735449736,0.9708994708994708,0.9629629629629628,0.1241,0.1883,0.0824,0.7,0.88,2991.0,0
Nacogdoches,,46.0,70.0035,48.0,26.3,3.8805466509,1804,11.552254098,12430,19.0,46.061693652,98.15349,46207,66.822640151,65204,51.889454635,46.460231852,2021,78.860967294,23.006257285,845.0,0.983502538071066,0.9873096446700508,0.9898477157360406,0.9847715736040608,0.980964467005076,0.125,0.1935,0.0836,0.98,0.9,1019.0,0
Motley,,0.0,0.0,34.0,30.9,,35,13.725490196,170,15.1,,83.33333,40217,70.987654321,1200,49.0,100.0,2021,69.529652352,19.75,14.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.1143,0.1758,0.0766,0.7,0.87,1200.0,1
Morris,,2.0,16.208769999999998,42.0,29.0,,289,10.041695622,2320,18.7,15.629255706,40.36164,43304,78.582677165,12388,51.993865031,78.421215401,2021,77.975376197,23.062641266,116.0,0.990990990990991,1.0,1.0,0.990990990990991,1.0,0.1283,0.1937,0.0866,0.73,0.97,2478.0,0
Montgomery,,353.0,59.73685,50.0,13.2,5.013574302,17720,10.807448113,69390,12.5,36.927662488,72.9349,88833,46.036977634,607391,50.514742563,22.725597153,2021,89.879636948,26.085338769,8063.0,0.9592480444108,0.9573555387332828,0.96555639666919,0.9606358819076456,0.955463033055766,0.1086,0.1585,0.0725,0.39,0.67,1371.0,0
Menard,,1.0,46.75082,31.0,35.4,,82,20.918367347,330,15.7,,0.0,38425,72.786885246,2138,50.140318054,100.0,2021,66.07495069,18.054256314,17.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.59,0.97,2138.0,1
Mitchell,,4.0,49.10988,26.0,23.4,,225,12.369433755,1130,13.2,32.578726242,23.4055,44457,56.632653061,8545,39.426565243,36.74359247,2021,66.246851385,20.631948508,69.0,0.87,0.86,0.94,0.9,0.89,0.1278,0.1901,0.086,0.62,0.97,4273.0,0
Mills,,2.0,40.64215,19.0,24.9,,181,18.009950249,850,17.4,,61.56372,46876,54.885404101,4873,50.01026062,100.0,2021,71.508379888,20.418633285,42.0,1.0,1.0,1.0,1.0,1.0,0.1264,0.1929,0.0847,0.77,0.95,1624.0,1
Milam,,3.0,11.93745,40.0,25.1,,682,10.837438424,4180,16.9,27.859175028,68.48487,48989,70.107296137,24823,50.630463683,56.182089914,2021,68.530559168,23.760222374,288.0,0.9680511182108626,0.977635782747604,0.9840255591054312,0.9712460063897764,0.97444089456869,0.1225,0.1864,0.0827,0.76,0.95,1460.0,0
Midland,,62.0,35.92578,44.0,12.3,5.3863579159,6101,11.862034103,17200,10.5,41.204751849,98.39848,85811,46.12061913,176832,49.23939106,12.291776258,2021,84.06786203,28.560441549,2805.0,0.961569579288026,0.9652103559870552,0.9793689320388348,0.9668284789644012,0.9555016181229772,0.1034,0.1564,0.067,0.47,0.72,1016.0,0
Navarro,,20.0,40.35105,46.0,21.1,6.4395513087,1562,11.584958837,8100,16.7,36.196830879,51.882740000000005,48649,72.200924015,50113,50.910941273,52.657379281,2021,76.052601223,26.406321713,737.0,0.9776223776223776,0.9734265734265736,0.9818181818181818,0.9818181818181818,0.9762237762237762,0.1248,0.188,0.085,0.97,0.95,1927.0,0
Montague,,6.0,30.61849,30.0,18.0,,667,14.459137221,3190,16.4,,15.13775,53649,55.228662977,19818,50.877989706,58.943151275,2021,72.205128205,22.449288526,193.0,0.853448275862069,0.8879310344827587,0.9224137931034484,0.8620689655172413,0.8448275862068966,0.1293,0.1898,0.087,0.58,0.93,6606.0,1
Newton,,,,37.0,28.3,,347,12.044429018,2820,20.0,35.20103925,14.71129,45890,67.721518987,13595,48.716439868,100.0,2021,69.91533396,19.610150791,106.0,0.9457364341085271,0.9534883720930232,0.9612403100775194,0.9457364341085271,0.9457364341085271,0.1428,0.2169,0.0983,0.72,0.96,6798.0,0
Rains,,1.0,8.22436,40.0,22.9,,374,14.829500397,1740,15.2,3.0974101792,15.9821,65657,62.950058072,12514,50.05593735,93.228880337,2021,72.632794457,20.177401311,108.0,0.9858490566037736,0.9858490566037736,0.9858490566037736,0.9858490566037736,0.9858490566037736,0.1285,0.1874,0.0874,0.4,0.89,6257.0,0
Nueces,,287.0,79.22377,42.0,23.1,4.9287410926,9671,10.431565436,52610,14.6,39.87273332,104.05913,56079,63.567242199,362294,50.588748365,6.447241956,2021,81.289445427,24.305950416,4320.0,0.9795862819814916,0.9814915623298855,0.9869352204681546,0.9812193794229722,0.9801306477953184,0.1011,0.1589,0.0646,0.84,0.89,961.0,0
Ochiltree,,4.0,40.21313,27.0,16.2,,573,17.52293578,1200,11.6,,50.83367,62567,58.266309205,9836,49.827165514,13.90981121,2021,75.59575079,31.018706791,133.0,0.8903225806451613,0.896774193548387,0.896774193548387,0.8903225806451613,0.8903225806451613,0.1241,0.1883,0.0824,0.58,0.9,1967.0,1
Oldham,,,,43.0,29.5,,31,9.872611465,280,13.5,,0.0,59404,47.250509165,2112,47.585227273,100.0,2021,79.292929293,23.390151515,23.0,0.9642857142857144,0.9464285714285714,0.9642857142857144,0.9464285714285714,0.9285714285714286,0.1241,0.1883,0.0824,0.43,0.72,2112.0,1
Orange,,16.0,19.14517,47.0,18.7,8.3279948751,2050,9.5109956389,14130,16.8,73.898354282,38.37114,62976,50.525141132,83396,50.412489808,35.171132862,2021,80.74714457,24.763777639,1046.0,0.9424269264836138,0.9433126660761736,0.9557130203720108,0.9468556244464128,0.9450841452612933,0.1338,0.1949,0.0899,0.58,0.86,2606.0,0
Palo Pinto,,11.0,38.09524,46.0,26.2,7.8709169618,1008,14.507772021,4770,16.8,67.193196484,54.81517,50159,70.299427565,29189,50.878755696,50.215218242,2021,75.631399317,22.998389804,339.0,0.9611940298507464,0.9611940298507464,0.9611940298507464,0.9611940298507464,0.9582089552238806,0.1134,0.1689,0.0762,0.88,0.93,1824.0,0
Panola,,8.0,34.56022,40.0,21.5,,676,12.043470515,3940,16.8,30.83385354,25.86876,56882,52.659574468,23194,50.379408468,72.718103883,2021,73.312492764,23.286194706,254.0,0.9790794979079498,0.98744769874477,0.9832635983263598,0.9790794979079498,0.9790794979079498,0.1282,0.1918,0.0871,0.7,0.92,3866.0,0
Parker,,58.0,41.9163,50.0,10.4,5.7634072482,4202,11.621539398,16090,12.4,56.658467308,42.69377,82501,35.465883455,142878,50.180573636,56.084565584,2021,85.073311795,24.728789597,1802.0,0.959070796460177,0.9546460176991152,0.9629424778761062,0.9601769911504424,0.9596238938053098,0.1198,0.1716,0.0811,0.26,0.68,2342.0,0
Parmer,,2.0,20.27575,31.0,17.8,,570,19.580900034,1230,12.5,,124.93493,50607,70.161290323,9605,48.276939094,60.015580874,2021,66.031845145,28.214471629,144.0,0.9013157894736842,0.9276315789473684,0.9473684210526316,0.9078947368421052,0.9013157894736842,0.1241,0.1883,0.0824,0.76,0.97,800.0,1
Pecos,,7.0,44.6628,18.0,23.1,,547,13.837591703,1860,11.8,38.606569634,75.83896999999999,52763,62.932138284,15823,43.297731151,39.77558522,2021,63.29467354,24.527586425,181.0,0.9891891891891892,0.9783783783783784,0.9891891891891892,0.9891891891891892,0.9783783783783784,0.1166,0.1765,0.0789,0.82,0.98,1319.0,0
