county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator
Bee,,7.0,21.48096,31.0,27.8,7.7730275942,651,9.2616303884,5630,17.2,37.6674511,55.27407,1809:1,44171,80.326331583,32565,39.121756487,42.97730768,2021,62.933849317,20.951942269,0.0,236.0,259.0,10.0,296,0.1183,0.18,0.0772,0.97,Very High Vulnerability,0.99,Very High Concern,1809,1
Bell,,280.0,78.73086,38.0,18.4,6.3845100179,6828,6.7389780993,55500,16.2,41.270733444,178.54978,560:1,54831,58.75884078,362924,50.321279386,15.186229794,2021,84.993764722,27.551773925,0.0,3310.0,3747.0,92.5,6122,0.1244,0.1993,0.0815,0.81,Very High Vulnerability,0.83,Very High Concern,560,1
Bexar,,1507.0,75.8793,40.0,22.4,6.2724667882,44973,8.540323132,271790,14.1,43.283748495,105.96171,944:1,58956,63.057328341,2003554,50.598286844,4.5390847652,2021,81.274823378,25.277082624,0.0,16677.0,20731.0,1589.0,25569,0.1005,0.1587,0.0641,0.83,Very High Vulnerability,0.87,Very High Concern,944,1
Blanco,,3.0,25.636639999999996,44.0,14.7,,406,17.893345086,1480,13.1,,41.90764,2386:1,68404,42.925948224,11931,50.12991367,100.0,2021,85.263642643,17.768837482,0.0,50.5,57.0,5.0,86,0.1008,0.1475,0.0669,0.28,Low Vulnerability,0.68,High Concern,2386,1
Borden,,0.0,0.0,19.0,15.4,,13,9.4890510949,90,13.3,,0.0,654:0,71926,24.299065421,654,48.470948012,100.0,2021,79.735682819,19.877675841,0.0,2.5,5.0,0.0,,0.1235,0.1873,0.0822,0.06,Very Low Vulnerability,0.72,High Concern,654,0
Bosque,,11.0,58.85185,31.0,19.7,,652,15.542312277,2820,15.6,36.30021194,42.81509,2336:1,55179,65.042868277,18685,50.56462403,81.215681968,2021,74.70531133,21.032914102,0.0,131.5,142.0,5.0,190,0.1248,0.188,0.085,0.62,High Vulnerability,0.89,Very High Concern,2336,1
Bowie,,66.0,69.97159,46.0,23.3,8.5714285714,2031,8.8296669855,16460,17.5,45.387928283,169.44608,590:1,51207,62.333314735,93245,49.9458416,35.424836601,2021,72.399929569,23.573381951,0.0,487.0,635.0,26.0,1060,0.1356,0.2056,0.0926,0.85,Very High Vulnerability,0.86,Very High Concern,590,1
Brazoria,,233.0,62.93895,45.0,11.1,4.4955193665,11001,10.702298839,43600,12.3,43.197193302,64.92743,1540:1,83704,48.140862508,374264,49.486725947,22.52862699,2021,87.128362532,26.10991172,0.0,3675.0,4297.0,147.0,4669,0.1074,0.1608,0.071,0.51,Moderate Vulnerability,0.69,High Concern,1540,1
Brazos,,196.0,86.43576,55.0,19.4,4.9220247656,5375,11.078819359,33200,15.1,34.174423233,66.31444,1508:1,54471,57.73401551,229211,49.642469166,12.063576784,2021,81.893164761,20.629899961,0.0,1831.0,2426.0,93.5,2732,0.1055,0.1682,0.0691,0.65,High Vulnerability,0.81,Very High Concern,1508,1
Brewster,,7.0,75.53685,13.0,19.8,,211,11.580680571,1410,15.2,,86.92818,1150:1,48581,51.817413356,9203,49.049223079,34.867850953,2021,76.54109589,18.254916875,0.0,36.5,75.5,5.0,83,0.1166,0.1765,0.0789,0.66,High Vulnerability,0.84,Very High Concern,1150,1
Briscoe,,0.0,0.0,30.0,24.6,,61,20.132013201,220,14.3,,64.68305,1546:1,44259,58.980582524,1546,50.258732212,100.0,2021,70.930232558,19.534282018,0.0,22.5,20.0,2.5,10,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.95,Very High Concern,1546,1
Brooks,,,,40.0,44.4,,149,7.3003429691,1550,21.6,,28.19681,3547:1,31410,81.18622449,7093,49.020160722,31.759656652,2021,60.70754717,27.491893416,0.0,64.5,90.5,5.0,97,0.0992,0.1603,0.0642,1.0,Very High Vulnerability,0.99,Very High Concern,3547,1
Brown,,22.0,58.010760000000005,44.0,21.8,7.8459343795,850,9.8733883146,5590,14.8,44.611196504,79.23093,1262:1,56040,62.861759953,37864,50.528206212,40.40046187,2021,75.848428066,21.579864779,0.0,294.0,382.0,17.5,431,0.1278,0.1901,0.086,0.63,High Vulnerability,0.72,High Concern,1262,1
Burleson,,7.0,38.06624,40.0,21.8,,559,13.146754468,2540,14.2,13.293232691,43.376889999999996,2305:1,61745,62.624821683,18443,50.637098086,76.65677547,2021,73.054331865,21.775199263,0.0,162.0,220.0,12.5,201,0.1225,0.1864,0.0827,0.61,High Vulnerability,0.83,Very High Concern,2305,1
Burnet,,21.0,44.17147,47.0,16.3,,1426,13.431289441,6400,14.0,54.484326387,62.298829999999995,1605:1,62827,62.722527105,48155,50.993666286,55.67251462,2021,78.605984591,21.065309937,0.0,360.0,411.0,26.0,499,0.1264,0.1929,0.0847,0.53,Moderate Vulnerability,0.7,High Concern,1605,1
Caldwell,,12.0,27.74759,42.0,20.5,,1266,11.829564567,6020,14.6,41.477267721,48.09454,2079:1,55301,72.300351582,43664,49.548827409,42.292334367,2021,69.762258544,23.24798461,0.0,506.0,538.0,30.5,633,0.124,0.188,0.0827,0.87,Very High Vulnerability,0.97,Very High Concern,2079,1
Calhoun,,11.0,51.01804,31.0,22.6,,611,11.227489893,3170,14.5,16.139395589,65.75857,1521:1,55909,67.264690588,21290,48.661343354,44.731303494,2021,78.818253759,23.936120244,0.0,231.0,252.0,12.5,218,0.1065,0.1663,0.0699,0.86,Very High Vulnerability,0.88,Very High Concern,1521,1
Callahan,,1.0,7.145919999999999,40.0,18.7,,361,11.056661562,2140,15.5,,57.37646,1743:1,50812,53.989678444,13943,50.405221258,72.179562906,2021,71.380659586,21.896292046,0.0,114.0,137.0,0.0,135,0.1278,0.1901,0.086,0.3,Low Vulnerability,0.8,High Concern,1743,1
Cameron,,208.0,49.06725,42.0,36.3,5.0773942895,18505,14.075454476,75130,17.8,70.459128341,75.14835000000001,1331:1,40893,84.894811994,423163,51.249045876,8.4208064596,2021,57.488062277,29.905261093,0.0,4857.0,6117.0,3715.0,5738,0.105,0.1701,0.0683,0.98,Very High Vulnerability,0.98,Very High Concern,1331,1
Camp,,11.0,84.40114,35.0,26.1,,405,11.3988179,2250,17.5,24.782628792,15.274169999999998,6547:1,47091,77.886247878,13094,51.412860852,61.478912991,2021,65.363735071,26.332671453,0.0,143.0,155.0,10.0,189,0.1285,0.1874,0.0874,0.9,Very High Vulnerability,0.98,Very High Concern,6547,1
Carson,,,,45.0,11.0,,186,12.117263844,670,11.2,,101.24873,988:1,69760,33.278553821,5926,49.679379008,95.195729537,2021,76.311188811,23.388457644,0.0,33.5,53.0,0.0,64,0.1241,0.1883,0.0824,0.03,Very Low Vulnerability,0.6,High Concern,988,1
Cass,,7.0,23.241139999999998,37.0,23.6,,698,9.9189995737,5650,18.8,32.835286643,46.62626,2145:1,44529,64.090497738,30026,51.66855392,74.011948529,2021,69.331322272,22.190768001,0.0,154.0,180.5,0.0,346,0.1356,0.2056,0.0926,0.78,High Vulnerability,0.98,Very High Concern,2145,1
Castro,,1.0,13.04631,28.0,22.7,,357,15.923282783,1010,12.9,20.097843236,39.84064,2510:1,51736,68.76841485,7530,48.698539177,45.757876457,2021,68.641390205,28.671978752,0.0,78.0,112.0,7.5,110,0.1241,0.1883,0.0824,0.78,High Vulnerability,0.99,Very High Concern,2510,1
Chambers,,6.0,14.13294,33.0,11.9,,1245,9.8966613672,5610,13.9,16.40757393,61.591809999999995,1624:1,93351,33.73650108,43837,49.533499099,45.720310007,2021,84.291705167,27.784748044,0.0,520.0,641.0,20.5,588,0.1377,0.2028,0.0929,0.41,Moderate Vulnerability,0.79,High Concern,1624,1
Cherokee,,20.0,38.028600000000004,43.0,22.7,7.9135302065,1755,12.790612929,8350,16.1,37.108729714,45.58751,2194:1,46576,66.433566434,52646,49.048360749,63.048480677,2021,72.907707575,25.314363864,0.0,525.0,632.0,30.5,676,0.1282,0.1918,0.0871,0.92,Very High Vulnerability,0.94,Very High Concern,2194,1
Childress,,10.0,137.15540000000001,26.0,25.9,,180,12.203389831,1140,15.7,16.616654164,123.18641999999998,812:1,44095,59.124087591,7306,38.748973446,33.148700469,2021,73.24470295,18.998083767,0.0,41.5,68.0,2.5,67,0.1241,0.1883,0.0824,0.75,High Vulnerability,0.92,Very High Concern,812,1
Clay,,4.0,38.25555,49.0,16.0,,291,13.197278912,1600,15.4,,19.100369999999998,5236:1,59983,50.455373406,10471,50.052526024,74.600074405,2021,75.322777101,19.749785121,0.0,96.0,104.0,0.0,101,0.1293,0.1898,0.087,0.32,Low Vulnerability,0.68,High Concern,5236,1
Cochran,,1.0,35.260929999999995,22.0,30.1,,121,15.67357513,480,16.5,,35.05082,2853:1,43742,71.018651363,2853,49.281458114,100.0,2021,66.032064128,26.813880126,0.0,30.0,37.5,5.0,48,0.1143,0.1758,0.0766,0.86,Very High Vulnerability,0.99,Very High Concern,2853,1
Coke,,,,48.0,17.9,,92,12.185430464,520,15.8,,0.0,3387:0,48435,53.281853282,3387,49.95571302,100.0,2021,68.734793187,20.932979037,0.0,30.0,27.5,0.0,35,0.1235,0.1873,0.0822,0.62,High Vulnerability,0.91,Very High Concern,3387,0
Coleman,,5.0,59.545080000000006,26.0,30.4,,263,14.270211612,1430,17.0,15.063375584,61.162079999999996,1635:1,44834,67.420109119,8175,49.100917431,51.545812254,2021,70.931931055,20.318042813,0.0,69.0,59.0,5.0,89,0.1278,0.1901,0.086,0.42,Moderate Vulnerability,0.94,Very High Concern,1635,1
Collin,,1019.0,101.37830999999998,57.0,6.8,4.3008808411,23223,8.3576256181,105240,11.1,26.62046639,76.15513,1313:1,96847,25.5217787,1034730,50.754689629,5.2427266371,2021,92.76328324,25.636542866,0.0,6771.0,7952.0,758.0,12190,0.083,0.1234,0.0542,0.15,Very Low Vulnerability,0.49,Moderate Concern,1313,1
Collingsworth,,1.0,33.76097,12.0,35.8,,166,20.570012392,430,14.5,,102.73973000000001,973:1,40314,66.211604096,2920,51.02739726,100.0,2021,69.371980676,25.0,0.0,18.5,30.0,2.5,33,0.1241,0.1883,0.0824,0.89,Very High Vulnerability,0.98,Very High Concern,973,1
Colorado,,10.0,47.132020000000004,34.0,20.9,12.311135982,740,14.6883684,2730,13.0,19.804990809,32.56874,3070:1,55607,67.532104969,21493,49.644070162,62.613777906,2021,71.758389262,22.984227423,0.0,196.0,228.0,10.0,269,0.1114,0.1704,0.0738,0.68,High Vulnerability,0.93,Very High Concern,3070,1
Comal,,96.0,64.70179999999999,45.0,9.4,5.3933420123,3700,10.416666667,16480,12.2,42.16777542,66.57746999999999,1502:1,87976,33.464007072,156209,50.495169933,46.145549082,2021,89.193451048,22.484619964,0.0,1405.0,1535.0,38.5,1773,0.0937,0.1369,0.0619,0.24,Low Vulnerability,0.64,High Concern,1502,1
Comanche,,6.0,44.33279,28.0,22.1,,529,16.938840858,2130,15.8,39.098941336,73.34067,1364:1,54122,67.012448133,13635,50.172350568,71.461285244,2021,72.553307818,22.141547488,0.0,137.0,170.0,10.0,176,0.1278,0.1901,0.086,0.73,High Vulnerability,0.92,Very High Concern,1364,1
Concho,,1.0,23.38634,45.0,27.0,,78,14.800759013,440,10.3,,110.05136,909:1,43321,70.0,2726,46.845194424,100.0,2021,75.109649123,18.231841526,0.0,25.0,31.0,0.0,25,0.1235,0.1873,0.0822,0.43,Moderate Vulnerability,0.96,Very High Concern,909,1
Cooke,,13.0,32.04022,43.0,18.4,,1123,11.456845542,5860,14.8,59.170678606,77.5626,1289:1,61186,57.587768969,41257,50.127251133,59.03426386,2021,76.216533125,23.620234142,0.0,429.0,572.0,20.0,541,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,1289,1
Coryell,,16.0,21.38809,31.0,15.7,7.1537290715,1359,7.7737101018,12530,16.6,36.554900422,50.032259999999994,1999:1,53083,56.05972087,75951,50.196837435,19.423515679,2021,85.745004928,22.582981133,0.0,540.0,613.0,28.0,970,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,1999,1
Cottle,,0.0,0.0,18.0,32.5,,58,17.901234568,350,21.8,,0.0,1398:0,40449,64.215686275,1398,51.287553648,100.0,2021,65.629420085,22.961373391,0.0,12.5,17.5,0.0,11,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,1398,0
Crane,,1.0,20.85941,22.0,13.6,,194,13.07277628,420,8.6,,20.84636,4797:1,68626,52.736750652,4797,49.593495935,10.697142857,2021,66.220971147,28.913904524,0.0,64.5,89.0,10.0,62,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,4797,1
Crockett,,1.0,28.579590000000003,22.0,19.3,,116,13.019079686,480,13.2,,28.868360000000003,3464:1,54165,53.281853282,3464,49.826789838,22.748050551,2021,69.497784343,24.826789838,0.0,27.5,42.0,7.5,53,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,3464,1
Crosby,,2.0,34.60806,42.0,33.6,,175,11.075949367,980,16.8,23.549883087,52.29214,1912:1,38871,81.439722463,5737,50.374760328,100.0,2021,68.898592916,26.05891581,0.0,46.0,61.5,2.5,67,0.1143,0.1758,0.0766,0.94,Very High Vulnerability,0.99,Very High Concern,1912,1
Culberson,,,,15.0,30.6,,76,14.757281553,430,19.3,,92.12345,1086:1,44462,77.777777778,2171,50.115154307,100.0,2021,55.517241379,22.385997236,0.0,22.5,40.0,0.0,31,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,1086,1
Dallam,,4.0,55.55556,28.0,17.4,,477,20.358514725,940,13.0,,164.67682,607:1,55793,64.022140221,7287,47.358309318,23.541697747,2021,74.534686971,31.906134212,0.0,95.5,156.0,17.5,178,0.1241,0.1883,0.0824,0.55,Moderate Vulnerability,0.92,Very High Concern,607,1
Dallas,,1834.0,69.52837,52.0,20.9,6.433806928,102076,14.385350269,391670,15.1,49.080078898,113.82969999999999,879:1,61807,72.919592161,2635516,50.667155881,0.6883041916,2021,81.096278199,25.814906834,0.0,22083.0,30076.0,2952.0,35541,0.1078,0.1697,0.0704,0.75,High Vulnerability,0.83,Very High Concern,879,1
Dawson,,5.0,39.62279,26.0,28.9,,469,14.050329539,2220,17.1,13.960449451,54.99686,1818:1,48165,68.341307815,12728,45.301697046,16.294368539,2021,68.833873207,25.699245757,0.0,108.5,165.5,12.5,178,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,1818,1
DeWitt,,10.0,49.53683,32.0,24.3,,506,10.818901005,3060,15.0,30.03957812,59.523810000000005,1680:1,52544,63.708785129,20160,47.495039683,49.624322038,2021,62.712826334,22.46031746,0.0,188.0,208.0,12.5,208,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1680,1
Deaf Smith,,2.0,10.66098,39.0,24.8,,941,15.659843568,2420,12.8,20.387828162,107.83997000000001,927:1,46178,80.587544066,18546,50.145583953,17.711129465,2021,79.121236778,30.84223013,0.0,243.0,287.0,15.0,311,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,927,1
Delta,,1.0,18.69508,44.0,25.5,,147,11.307692308,1000,19.2,58.056320136,56.27462,1777:1,51348,70.011025358,5331,50.234477584,100.0,2021,70.285142571,23.466516601,0.0,31.0,51.5,0.0,62,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1777,1
Denton,,464.0,54.01227,53.0,7.1,4.1793258876,17611,7.8588258394,92570,11.5,38.71477225,67.85339,1474:1,90910,33.383062029,887207,50.831880271,6.9058305439,2021,91.795444287,24.289032886,0.0,6433.0,7551.0,438.0,10782,0.0949,0.1412,0.0617,0.22,Low Vulnerability,0.63,High Concern,1474,1
Dickens,,1.0,44.46421,32.0,26.2,,68,15.384615385,380,17.3,,45.2284,2211:1,41973,67.346938776,2211,44.504748982,100.0,2021,77.278106509,18.181818182,0.0,17.5,17.5,0.0,19,0.1143,0.1758,0.0766,0.88,Very High Vulnerability,0.93,Very High Concern,2211,1
Dimmit,,4.0,38.804809999999996,41.0,34.8,,298,9.7545008183,1960,18.3,,69.14263,1446:1,40315,77.51239297,10124,51.274199921,39.475790316,2021,59.18043202,28.654681944,0.0,123.0,406.0,1293.0,131,0.107,0.1724,0.0705,1.0,Very High Vulnerability,0.99,Very High Concern,1446,1
Donley,,,,18.0,24.5,,91,13.541666667,520,15.4,44.845609402,152.53203,656:1,41093,58.289703316,3278,50.823672971,100.0,2021,63.146067416,19.371568029,0.0,29.5,32.0,0.0,34,0.1241,0.1883,0.0824,0.45,Moderate Vulnerability,0.82,Very High Concern,656,1
Duval,,,,34.0,33.5,,281,9.7909407666,2160,19.0,,44.81491,2231:1,37100,78.638941399,11157,48.8482567,67.042946868,2021,64.027342637,25.625168056,0.0,67.5,92.5,0.0,143,0.1146,0.1867,0.0742,1.0,Very High Vulnerability,1.0,Very High Concern,2231,1
Eastland,,6.0,32.74752,40.0,24.2,,545,13.49343897,3370,18.4,42.842566473,43.57298,2295:1,46991,62.257495591,18360,50.0,60.345477049,2021,66.805298829,21.149237473,0.0,167.0,222.0,10.0,212,0.1278,0.1901,0.086,0.81,Very High Vulnerability,0.98,Very High Concern,2295,1
Ector,,94.0,57.980309999999996,41.0,17.0,5.3865336658,6773,13.373482081,18580,11.7,37.037137093,84.82581,1179:1,65564,54.063192905,166223,48.946896639,9.4552614308,2021,82.17780316,30.278601638,0.0,2415.0,2835.0,106.0,2773,0.1113,0.171,0.0731,0.79,High Vulnerability,0.88,Very High Concern,1179,1
Edwards,,1.0,51.86722,32.0,34.5,,73,16.404494382,260,12.8,,0.0,1932:0,40424,69.174757282,1932,46.997929607,100.0,2021,45.88086185,21.739130435,0.0,17.5,22.5,2.5,20,0.107,0.1724,0.0705,0.44,Moderate Vulnerability,0.92,Very High Concern,1932,0
El Paso,,407.0,48.4087,33.0,26.2,4.5448543006,24362,10.351919367,125910,15.0,47.643653088,84.12393,1189:1,48629,76.784561912,839238,50.573377278,2.1743664811,2021,78.495397115,26.74080535,0.0,8262.0,11305.0,2756.0,10878,0.0965,0.1577,0.0608,0.95,Very High Vulnerability,0.96,Very High Concern,1189,1
Ellis,,76.0,42.35493,52.0,12.8,6.4900307775,6757,13.477341631,20710,12.3,40.864046097,57.89229,1727:1,78341,49.000509944,184826,50.61463214,31.975135352,2021,87.793812274,26.515749949,0.0,1945.0,2222.0,44.5,2591,0.1147,0.169,0.0766,0.39,Low Vulnerability,0.7,High Concern,1727,1
Erath,,23.0,54.1865,50.0,18.9,6.9868995633,1144,12.782122905,6110,14.7,71.791061207,53.86669,1856:1,53044,52.236820223,42698,50.997704811,46.320929005,2021,80.787054064,20.677783503,0.0,386.0,452.0,5.0,474,0.1134,0.1689,0.0762,0.63,High Vulnerability,0.87,Very High Concern,1856,1
Falls,,2.0,11.53735,34.0,28.1,,444,11.970881639,3400,19.6,41.575384311,46.25079,2162:1,41484,78.619153675,17297,52.616060589,67.356990932,2021,61.261781112,20.963172805,0.0,142.0,214.0,10.0,164,0.1248,0.188,0.085,0.98,Very High Vulnerability,0.99,Very High Concern,2162,1
Fannin,,6.0,17.00391,44.0,16.1,,968,12.260924636,5080,14.9,32.616133047,42.23686,2368:1,56123,57.521015918,35514,46.849129921,70.529264337,2021,72.119168072,21.157853241,0.0,284.0,297.0,7.5,345,0.1317,0.1945,0.0881,0.58,Moderate Vulnerability,0.86,Very High Concern,2368,1
Fayette,,8.0,31.55943,46.0,15.3,,774,14.499812664,3350,13.4,16.640111385,47.34475,2112:1,62195,53.529723992,25346,50.737789,67.137737232,2021,63.437328955,20.022883295,0.0,178.0,239.0,20.0,244,0.124,0.188,0.0827,0.44,Moderate Vulnerability,0.84,Very High Concern,2112,1
Fisher,,1.0,26.048450000000003,11.0,22.2,,134,15.783274441,610,15.7,13.980318968,104.43863999999999,958:1,51053,54.693140794,3830,49.973890339,100.0,2021,70.206121174,21.35770235,0.0,30.0,43.0,0.0,29,0.1278,0.1901,0.086,0.43,Moderate Vulnerability,0.91,Very High Concern,958,1
Floyd,,4.0,68.52835,35.0,30.3,,188,11.655300682,890,15.1,27.429287969,35.01401,2856:1,45022,80.337552743,5712,49.737394958,53.319888303,2021,73.844121532,26.418067227,0.0,42.5,88.0,5.0,59,0.1143,0.1758,0.0766,0.83,Very High Vulnerability,0.97,Very High Concern,2856,1
Foard,,0.0,0.0,34.0,26.2,,41,16.078431373,190,13.3,,86.58009,1155:1,38615,70.33492823,1155,52.640692641,100.0,2021,69.981238274,20.0,0.0,7.5,15.0,0.0,,0.1293,0.1898,0.087,0.48,Moderate Vulnerability,0.93,Very High Concern,1155,1
Fort Bend,,677.0,85.92918999999999,50.0,7.4,4.2025063869,18645,8.1316946373,81310,11.0,44.868418509,71.08643,1407:1,101361,37.491583522,811688,50.931392358,5.5357676703,2021,92.608971637,27.308399286,0.0,7611.0,8907.0,660.0,9128,0.0795,0.1228,0.0524,0.29,Low Vulnerability,0.54,Moderate Concern,1407,1
Franklin,,3.0,27.8655,44.0,22.8,,281,10.782808903,1540,14.4,64.711445951,18.64802,5363:1,50630,59.839605182,10725,50.237762238,69.12776992,2021,80.933165195,23.142191142,0.0,92.5,93.0,0.0,99,0.1283,0.1937,0.0866,0.53,Moderate Vulnerability,0.79,High Concern,5363,1
Freestone,,6.0,30.290789999999998,37.0,19.5,,608,12.969283276,3600,18.3,27.925882756,55.78942000000001,1792:1,52511,58.287444934,19717,48.034690876,66.476584578,2021,66.987274342,22.680935234,0.0,132.5,190.5,7.5,216,0.1248,0.188,0.085,0.84,Very High Vulnerability,0.97,Very High Concern,1792,1
Frio,,4.0,20.18571,34.0,35.9,,483,10.153458062,2780,14.3,,68.94514000000001,1450:1,40360,81.108633323,20306,40.825371811,22.181564733,2021,63.099955967,23.259135231,0.0,169.0,183.0,7.5,222,0.1146,0.174,0.0756,0.99,Very High Vulnerability,0.99,Very High Concern,1450,1
Gaines,,4.0,19.13784,26.0,19.5,,1887,24.386146291,2550,12.5,59.332915898,18.61158,5373:1,67171,58.092643052,21492,49.390470873,63.043478261,2021,76.892635926,36.115764005,0.0,220.0,255.0,17.5,452,0.1166,0.1765,0.0789,0.68,High Vulnerability,0.99,Very High Concern,5373,1
Galveston,,256.0,75.7643,47.0,16.1,4.9890102222,9010,10.510107667,49100,15.0,42.371129395,91.77556,1090:1,73214,47.352184268,342139,50.914102163,6.1498271595,2021,85.776280901,24.052797255,0.0,3075.0,3891.0,176.0,3869,0.1049,0.1574,0.0689,0.58,Moderate Vulnerability,0.73,High Concern,1090,1
Garza,,1.0,15.20219,36.0,24.4,,142,12.885662432,910,14.5,,32.107879999999994,3115:1,48975,72.652218782,6229,34.981537968,22.334004024,2021,78.872326636,16.728206775,0.0,33.5,52.5,0.0,51,0.1143,0.1758,0.0766,0.72,High Vulnerability,0.96,Very High Concern,3115,1
Gillespie,,32.0,119.38516999999999,53.0,13.6,,950,16.958229204,3420,13.1,,55.580259999999996,1799:1,62143,49.892588614,26988,51.27093523,53.653822925,2021,79.193940527,19.738402253,0.0,169.0,250.0,22.5,236,0.1008,0.1475,0.0669,0.36,Low Vulnerability,0.61,High Concern,1799,1
Glasscock,,0.0,0.0,48.0,10.7,,66,17.054263566,140,9.9,,0.0,1409:0,93759,35.409836066,1409,44.854506742,100.0,2021,73.200992556,25.408090845,0.0,22.5,20.0,0.0,12,0.1235,0.1873,0.0822,0.18,Very Low Vulnerability,0.81,Very High Concern,1409,0
Goliad,,,,41.0,22.5,,196,11.632047478,1120,14.9,4.9295774648,13.05824,7658:1,56758,52.105263158,7658,50.822669104,100.0,2021,66.960029336,20.723426482,0.0,40.5,63.0,0.0,66,0.1134,0.1709,0.0762,0.58,Moderate Vulnerability,0.97,Very High Concern,7658,1
Gonzales,,8.0,38.41352,39.0,23.7,,841,14.512510785,3000,14.5,31.839773913,52.790710000000004,1894:1,48425,77.28114868,20837,49.34971445,65.279951532,2021,75.434546442,26.707299515,0.0,257.0,231.0,13.5,282,0.1134,0.1709,0.0762,0.9,Very High Vulnerability,0.98,Very High Concern,1894,1
Gray,,10.0,45.67253,46.0,19.0,,749,12.825342466,3550,15.7,76.582129981,73.1061,1368:1,52543,59.398496241,21886,46.20762131,19.387619259,2021,73.072044647,25.322123732,0.0,199.0,265.0,17.5,239,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.95,Very High Concern,1368,1
Grayson,,62.0,46.27176,52.0,17.1,6.5705420697,4372,13.200084539,20230,15.7,44.640238428,80.75647000000001,1238:1,57439,54.736842105,136212,51.099756262,43.150475277,2021,75.71511124,23.663847532,0.0,1099.0,1502.0,46.5,1770,0.1317,0.1945,0.0881,0.66,High Vulnerability,0.79,High Concern,1238,1
Gregg,,104.0,84.06962,50.0,24.2,6.9596496716,3750,11.483693156,21240,17.2,28.068824846,147.64613,677:1,53137,63.376313276,123945,51.378433983,13.36235932,2021,79.13550374,25.71382468,0.0,971.0,1131.0,56.5,1704,0.1265,0.1924,0.0851,0.88,Very High Vulnerability,0.79,High Concern,677,1
