county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_mmr_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,pop_tertiles,rural_pop_quartiles,%_pop_youth_imputed,%_pop_youth_imputed_yes_no,imr_imputed,imr_imputed_yes_no,live_births_imputed,live_births_imputed_yes_no,pop_0_24mos,mmr_dose_rate_0_24_months,mmr_doses_<18yrs,#_pop_youth_imputed,mmr_dose_rate_<18yrs,seg_missing_bool,segregation_imputed,segregation_imputed_yes_no
Brooks,8.429556676,,,38.0,45.0,,164,8.4318766067,1570,22.0,,28.71913,3482:1,33513,84.130146082,6964,49.10452307,31.759656652,2022,64.202020202,27.800114877,59.5,88.5,7.5,102.0,0.9894736842105264,1.0,1.0,1.0,1.0,1.0,0.0992,0.1603,0.0642,1.0,Very High Vulnerability,0.99,Very High Concern,3482.0,1.0,small,urban,27.800114877,0.0,5.96637375055,1.0,102.0,0.0,101.3914298774439,58.68346079340252,155.5,193600.000003428,0.0803202479324621,True,41.965456189,1.0
Brown,8.7379906844,22.0,58.10267999999999,40.0,22.3,7.5839653304,1116,13.397358944,5670,15.0,44.298342625,87.689,1140:1,48752,62.399270184,37633,50.41730531333334,40.40046187,2022,78.534282195,20.939069434,323.0,402.0,22.5,374.0,0.9626168224299064,0.960280373831776,0.969626168224299,0.9672897196261682,0.9672897196261682,0.9579439252336448,0.1278,0.1901,0.086,0.63,High Vulnerability,0.72,High Concern,1140.0,1.0,large,urban,20.939069434,0.0,7.5839653304,0.0,374.0,0.0,371.1635969664304,87.02362048431529,747.5,788000.000009722,0.09486040609020022,False,44.298342625,0.0
Burleson,8.74229240885,8.0,43.37689,43.0,19.9,,617,14.732569245,2470,13.7,27.199626601,37.80923,2645:1,64836,62.825144509,18514,50.61354806333333,76.65677547,2022,76.367046602,21.556659825,167.0,185.0,12.5,210.0,0.9674418604651162,0.9534883720930236,0.9767441860465113,0.9581395348837206,0.9720930232558138,0.9534883720930236,0.1225,0.1864,0.0827,0.61,High Vulnerability,0.83,Very High Concern,2645.0,1.0,medium,rural,21.556659825,0.0,5.96637375055,1.0,210.0,0.0,208.7470615123845,80.00112614284262,364.5,399100.00000005,0.09133049361061246,False,27.199626601,0.0
Burnet,6.8935788242000005,19.0,39.45592,45.0,16.4,,1480,13.971490607,6430,13.8,68.921883489,66.46124,1505:1,63813,62.825572218,49653,50.90303841166667,55.67251462,2022,83.945006903,20.687571748,357.0,428.0,25.0,594.0,0.913284132841328,0.9151291512915132,0.9317343173431732,0.9188191881918816,0.9169741697416977,0.9169741697416977,0.1264,0.1929,0.0847,0.53,Moderate Vulnerability,0.7,High Concern,1505.0,1.0,large,rural,20.687571748,0.0,5.96637375055,1.0,594.0,0.0,590.4559739921733,60.46174748411168,810.0,1027200.000003444,0.07885514018665149,False,68.921883489,0.0
Caldwell,8.69926838715,12.0,27.48259,41.0,18.6,5.6038105912,1591,15.162489279,6230,14.8,42.916038319,47.75006,2094:1,66128,72.841949048,43979,49.41058834566667,42.292334367,2022,77.217946856,22.817708452,471.0,558.0,33.5,659.0,0.9689213893967092,0.9542961608775138,0.9762340036563072,0.9725776965265082,0.9725776965265082,0.9652650822669102,0.124,0.188,0.0827,0.87,Very High Vulnerability,0.97,Very High Concern,2094.0,1.0,large,urban,22.817708452,0.0,5.6038105912,0.0,659.0,0.0,655.3070888203991,71.87469936390198,1062.5,1003500.0000105081,0.10587942202181107,False,42.916038319,0.0
Calhoun,7.13471392395,11.0,51.66745,33.0,21.4,,730,13.888888889,3050,14.1,42.275863047,76.18685,1313:1,58470,61.276041667,21001,48.52694082233333,44.731303494,2022,79.444375234,23.775058331,186.0,231.0,20.0,228.0,0.9894366197183097,0.97887323943662,0.9859154929577464,0.9929577464788736,0.9894366197183097,0.9894366197183097,0.1065,0.1663,0.0699,0.86,Very High Vulnerability,0.88,Very High Concern,1313.0,1.0,medium,urban,23.775058331,0.0,5.96637375055,1.0,228.0,0.0,226.6396667848746,82.06859930505917,437.0,499300.000009331,0.08752253154252619,False,42.275863047,0.0
Callahan,11.3573012155,1.0,7.17206,40.0,19.0,,370,11.649874055,2080,15.0,,56.69738,1764:1,54862,53.922345483,14110,50.442263077999996,72.179562906,2022,76.265822785,21.176470588,126.0,145.5,12.5,155.0,0.9274611398963732,0.9378238341968912,0.9533678756476685,0.9222797927461136,0.9274611398963732,0.9222797927461136,0.1278,0.1901,0.086,0.3,Low Vulnerability,0.8,High Concern,1764.0,1.0,medium,rural,21.176470588,0.0,5.96637375055,1.0,155.0,0.0,154.07521206866474,81.77824213790286,284.0,298799.99999668,0.09504685408405474,True,41.965456189,1.0
Cameron,8.2441132295,210.0,49.626270000000005,41.0,34.6,5.0383674846,17765,13.850015982,73730,17.5,78.355916189,82.27638999999999,1215:1,44440,85.376196594,424180,51.12661403433333,8.4208064596,2022,63.020603617,29.513649866,4733.0,6701.0,4962.0,6112.0,0.9763870224611252,0.9794586292954502,0.987713572662699,0.9786907275868688,0.9771549241697064,0.975235169898253,0.105,0.1701,0.0683,0.98,Very High Vulnerability,0.98,Very High Concern,1215.0,1.0,large,very urban,29.513649866,0.0,5.0383674846,0.0,6112.0,0.0,6081.205497934125,77.8299631809494,16396.0,12519100.00015988,0.13096788107604068,False,78.355916189,0.0
Camp,7.0489095939999995,11.0,84.00794,35.0,24.8,,500,14.302059497,2080,16.2,30.709870992,38.28484,2612:1,43130,77.017615731,13060,51.309837589000004,61.478912991,2022,75.538116592,26.003062787,148.0,171.0,5.0,163.0,0.9617834394904456,0.9617834394904456,0.974522292993631,0.974522292993631,0.9617834394904456,0.9554140127388536,0.1285,0.1874,0.0874,0.9,Very High Vulnerability,0.98,Very High Concern,2612.0,1.0,medium,rural,26.003062787,0.0,5.96637375055,1.0,163.0,0.0,162.02748107866034,91.34252968368351,324.0,339599.99999822,0.09540636042452834,False,30.709870992,0.0
Carson,5.5833823352500005,,,48.0,10.7,,194,13.25136612,730,12.2,,187.90571,532:1,66597,33.164983165,5854,49.787681855333325,95.195729537,2022,78.559176672,23.009907755,46.0,58.5,7.5,60.0,0.9473684210526312,0.9789473684210528,0.9789473684210528,0.9684210526315788,0.9578947368421056,0.9578947368421056,0.1241,0.1883,0.0824,0.03,Very Low Vulnerability,0.6,High Concern,532.0,1.0,small,very rural,23.009907755,0.0,5.96637375055,1.0,60.0,0.0,59.642017574967,77.12683418561474,112.0,134699.99999777,0.08314773571035945,True,41.965456189,1.0
Cass,8.32216052465,7.0,23.31313,35.0,25.6,,707,10.327198364,5270,17.5,36.636058161,56.896150000000006,1758:1,50595,62.876737051,29879,51.544434168,74.011948529,2022,75.4138104,22.206231802,189.0,207.5,7.5,293.0,0.9504950495049506,0.9554455445544556,0.9653465346534652,0.9554455445544556,0.952970297029703,0.9554455445544556,0.1356,0.2056,0.0926,0.78,High Vulnerability,0.98,Very High Concern,1758.0,1.0,medium,rural,22.206231802,0.0,5.96637375055,1.0,293.0,0.0,291.25185249108887,64.89229111625397,404.0,663500.0000119581,0.06088922381201489,False,36.636058161,0.0
Castro,7.393797997449999,1.0,13.28021,28.0,20.4,,439,19.792605951,900,11.8,,54.08329,1849:1,55139,65.521327014,7396,48.62038385366666,45.757876457,2022,73.48455221,28.637101136,93.0,88.0,5.0,110.0,0.9411764705882352,0.92156862745098,0.9705882352941174,0.9509803921568633,0.9509803921568633,0.92156862745098,0.1241,0.1883,0.0824,0.78,High Vulnerability,0.99,Very High Concern,1849.0,1.0,small,urban,28.637101136,0.0,5.96637375055,1.0,110.0,0.0,109.3436988874395,85.05291200706131,186.0,211800.00000185598,0.08781869688308314,True,41.965456189,1.0
Chambers,7.9107015421,5.0,11.40589,34.0,11.0,,1560,12.181789786,5300,12.8,12.562612314,52.64312,1900:1,89991,36.765153823,45590,49.44102009899999,45.720310007,2022,85.896537221,28.194779557,576.0,653.0,29.0,675.0,0.9703389830508472,0.9731638418079096,0.9774011299435028,0.9675141242937852,0.9717514124293788,0.961864406779661,0.1377,0.2028,0.0929,0.41,Moderate Vulnerability,0.79,High Concern,1900.0,1.0,large,urban,28.194779557,0.0,5.96637375055,1.0,675.0,0.0,670.9726977183788,85.84551978920597,1258.0,1285400.00000363,0.0978683678229693,False,12.562612314,0.0
Cherokee,7.4538846908,22.0,41.78855,42.0,24.4,8.3349486335,1875,13.786764706,7840,15.0,36.356376801,49.17258,2034:1,45894,65.896836808,52875,48.835021734,63.048480677,2022,78.82416397,25.172576832,537.0,640.0,17.5,679.0,0.9753694581280788,0.981937602627258,0.9868637110016424,0.9835796387520525,0.981937602627258,0.9753694581280788,0.1282,0.1918,0.0871,0.92,Very High Vulnerability,0.94,Very High Concern,2034.0,1.0,large,rural,25.172576832,0.0,8.3349486335,0.0,679.0,0.0,673.3405698778535,79.75161812950226,1194.5,1330999.999992,0.08974455296823287,False,36.356376801,0.0
Childress,9.3575258256,10.0,136.8738,25.0,24.1,,220,15.30967293,1170,16.1,,125.99748,794:1,45473,54.311926606,7143,38.755208102000005,33.148700469,2022,77.59965338,18.493630127,45.5,48.0,0.0,72.0,1.0,0.986301369863014,1.0,1.0,1.0,1.0,0.1241,0.1883,0.0824,0.75,High Vulnerability,0.92,Very High Concern,794.0,1.0,small,urban,18.493630127,0.0,5.96637375055,1.0,72.0,0.0,71.5704210899604,63.57374919285272,93.5,132099.999997161,0.07077971234065816,True,41.965456189,1.0
Clay,5.01632921425,4.0,38.20074,47.0,14.6,,314,14.403669725,1610,15.5,,18.95735,5275:1,62763,47.136829415,10550,49.992010257333334,74.600074405,2022,79.129598461,19.383886256,78.5,98.0,0.0,91.0,0.964285714285714,1.0,0.964285714285714,0.9910714285714288,0.964285714285714,0.955357142857143,0.1293,0.1898,0.087,0.32,Low Vulnerability,0.68,High Concern,5275.0,1.0,medium,rural,19.383886256,0.0,5.96637375055,1.0,91.0,0.0,90.45705998869995,86.78150717014941,176.5,204500.0000008,0.08630806845932006,True,41.965456189,1.0
Cochran,7.6570300708,2.0,70.10165,22.0,29.4,,144,18.997361478,490,16.9,,69.03693,1449:1,44584,68.398876404,2897,49.59572947866667,100.0,2022,71.832358674,26.855367622,27.5,40.5,2.5,52.0,0.9069767441860468,0.9302325581395352,0.9534883720930236,0.9069767441860468,0.9069767441860468,0.9069767441860468,0.1143,0.1758,0.0766,0.86,Very High Vulnerability,0.99,Very High Concern,1449.0,1.0,small,very rural,26.855367622,0.0,5.96637375055,1.0,52.0,0.0,51.6897485649714,53.2020386313814,70.5,77800.000000934,0.09061696657988899,True,41.965456189,1.0
Coke,6.4866291344,,,51.0,18.0,,121,16.133333333,510,15.5,,0.0,3323:0,51050,52.6,3323,50.53952592866667,100.0,2022,73.476923077,20.58380981,17.5,25.0,2.5,35.0,0.9487179487179488,0.9230769230769232,0.9487179487179488,0.9487179487179488,0.9487179487179488,0.9487179487179488,0.1235,0.1873,0.0822,0.62,High Vulnerability,0.91,Very High Concern,3323.0,0.0,small,very rural,20.58380981,0.0,5.96637375055,1.0,35.0,0.0,34.79117691873075,50.30010925148788,45.0,68399.99999863001,0.06578947368552823,True,41.965456189,1.0
Coleman,10.6793112945,5.0,61.16208,26.0,28.1,,309,17.913043478,1340,16.1,22.872433266,37.03704,2700:1,43623,70.716009654,8100,49.348104834999994,51.545812254,2022,76.030927835,20.592592593,63.5,81.5,0.0,85.0,0.9777777777777776,0.9666666666666665,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.1278,0.1901,0.086,0.42,Moderate Vulnerability,0.94,Very High Concern,2700.0,1.0,small,urban,20.592592593,0.0,5.96637375055,1.0,85.0,0.0,84.49285823120324,75.15428088163483,145.0,166800.0000033,0.08693045563377176,False,22.872433266,0.0
Collin,7.6310665769,1044.0,100.89589,56.0,6.7,4.3124346118,24796,8.7766305752,107700,11.1,31.384781793,80.03216,1249:1,101560,25.903504667,1072069,50.629538884666665,5.2427266371,2022,94.228141593,25.333257468,6984.0,8716.0,988.0,12808.0,0.9483316049533338,0.9416214237784424,0.9568718355395598,0.9496736411883122,0.9502836576587564,0.9436954797779544,0.083,0.1234,0.0542,0.15,Very Low Vulnerability,0.49,Moderate Concern,1249.0,1.0,large,very urban,25.333257468,0.0,4.3124346118,0.0,12808.0,0.0,12752.766337492065,54.76458844437245,16688.0,27159000.00046129,0.061445561323011,False,31.384781793,0.0
Collingsworth,7.74523641495,1.0,34.24658,14.0,25.5,,173,23.035952064,460,15.4,,139.03372,719:1,47885,64.385964912,2877,51.20608820866667,100.0,2022,67.444120505,25.929787974,25.0,37.0,0.0,27.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.1241,0.1883,0.0824,0.89,Very High Vulnerability,0.98,Very High Concern,719.0,1.0,small,very rural,25.929787974,0.0,5.96637375055,1.0,27.0,0.0,26.83890790873515,93.1483504657183,62.0,74600.000001198,0.08310991956971092,True,41.965456189,1.0
Colorado,8.59583176505,10.0,46.52678,36.0,18.4,,932,18.199570396,2480,11.7,23.78858233,32.39241,3087:1,52726,66.535874439,21610,49.705339847000005,62.613777906,2022,73.327062618,23.493752892,215.0,241.0,17.5,258.0,0.9586466165413532,0.9548872180451128,0.9624060150375936,0.9586466165413532,0.9586466165413532,0.9548872180451128,0.1114,0.1704,0.0738,0.68,High Vulnerability,0.93,Very High Concern,3087.0,1.0,medium,rural,23.493752892,0.0,5.96637375055,1.0,258.0,0.0,256.4606755723581,83.83351541914645,473.5,507699.99999612,0.09326373842891839,False,23.78858233,0.0
Comal,7.72082940415,104.0,66.57746999999999,46.0,9.4,5.9625982474,4309,11.661389408,17230,12.2,51.448206932,74.63049000000001,1340:1,79290,33.643587668,164812,50.42309413866667,46.145549082,2022,91.378741802,22.234424678,1329.0,1391.0,54.0,1912.0,0.9488233096750092,0.9521852820321252,0.9592827792304816,0.9514381770638776,0.9529323870003736,0.9510646245797536,0.0937,0.1369,0.0619,0.24,Low Vulnerability,0.64,High Concern,1340.0,1.0,large,urban,22.234424678,0.0,5.9625982474,0.0,1912.0,0.0,1900.5995121509711,69.92530470009049,2774.0,3664500.000030536,0.07569927684477784,False,51.448206932,0.0
Comanche,6.78562164165,7.0,51.33847,27.0,24.0,,525,16.940948693,1910,14.1,57.889102564,50.90909,1964:1,47282,66.719745223,13750,50.059909725000004,71.461285244,2022,75.092319055,22.305454545,160.0,165.0,7.5,176.0,0.9548022598870056,0.966101694915254,0.9717514124293788,0.9548022598870056,0.9548022598870056,0.9491525423728812,0.1278,0.1901,0.086,0.73,High Vulnerability,0.92,Very High Concern,1964.0,1.0,medium,rural,22.305454545,0.0,5.96637375055,1.0,176.0,0.0,174.9499182199032,91.45474409361431,332.5,306699.99999375,0.10841212911860962,False,57.889102564,0.0
Concho,8.000261233,1.0,36.68379,46.0,20.9,,83,16.147859922,420,13.0,,70.74637,1414:1,47412,68.764044944,2827,40.671037567333336,100.0,2022,73.97260274,18.040325433,20.0,25.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.43,Moderate Vulnerability,0.96,Very High Concern,1414.0,1.0,small,very rural,18.040325433,0.0,5.96637375055,1.0,13.0,0.0,12.92243714124285,154.769566927655,45.0,50999.999999091,0.08823529411921972,True,41.965456189,1.0
Cooke,6.2096217732,12.0,29.08597,43.0,16.1,,1517,15.369807497,5880,14.7,60.852143308,86.97123,1150:1,66323,54.986914801,41393,50.14501858466667,59.03426386,2022,77.656149388,23.472567825,429.0,564.0,17.5,491.0,0.9389179755671904,0.9371727748691102,0.9581151832460733,0.9528795811518324,0.9458987783595116,0.9476439790575916,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,1150.0,1.0,large,rural,23.472567825,0.0,5.96637375055,1.0,491.0,0.0,488.07051048847995,87.89713592215193,1010.5,971599.999980225,0.10400370523060587,False,60.852143308,0.0
Coryell,8.4914651579,14.0,18.43294,29.0,16.8,7.1075401731,1551,8.8572897036,12230,16.3,35.700258261,56.03554999999999,1785:1,58398,55.780842814,76737,50.18547179233334,19.423515679,2022,87.493280774,22.306058355,594.0,682.0,27.5,974.0,0.9680196801968016,0.9643296432964332,0.9753997539975402,0.9630996309963102,0.9680196801968016,0.959409594095941,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,1785.0,1.0,large,very urban,22.306058355,0.0,7.1075401731,0.0,974.0,0.0,967.0772558714006,61.422186944595936,1303.5,1711699.999987635,0.07615236314829796,False,35.700258261,0.0
Cottle,,0.0,0.0,19.0,31.7,,53,15.915915916,380,23.1,,0.0,1363:0,44430,68.0,1363,51.44009281466666,100.0,2022,68.421052632,21.790168745,15.0,15.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,1363.0,0.0,small,very rural,21.790168745,0.0,5.96637375055,1.0,213.5,1.0,212.22617920425756,7.067931042363636,30.0,29699.999999435,0.10101010101202258,True,41.965456189,1.0
Crane,8.3669869563,1.0,20.84636,12.0,12.9,,224,15.352981494,400,8.3,,20.98636,4765:1,67547,43.441226576,4765,49.433074393,10.697142857,2022,72.266666667,28.625393494,54.5,71.5,7.5,71.0,0.9714285714285712,0.9523809523809528,0.9809523809523812,0.9809523809523812,0.9809523809523812,0.9619047619047616,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,4765.0,1.0,small,very urban,28.625393494,0.0,5.96637375055,1.0,71.0,0.0,70.57638746371094,77.22129448467857,133.5,136399.99999891,0.09787390029403725,True,41.965456189,1.0
Crockett,8.7513651941,1.0,28.868360000000003,24.0,17.7,,134,15.056179775,430,12.4,,0.0,3513:0,54458,46.7324291,3513,49.759647621666666,22.748050551,2022,66.857962697,25.277540564,29.5,36.5,7.5,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,3513.0,0.0,small,very urban,25.277540564,0.0,5.96637375055,1.0,32.0,0.0,31.8090760399824,92.74082643243077,73.5,88800.000001332,0.08277027026902872,True,41.965456189,1.0
Crosby,8.67525125405,2.0,34.86143,45.0,30.3,,200,13.157894737,970,16.6,1.9528269164,53.88898999999999,1856:1,42804,81.474480151,5567,50.142645502,100.0,2022,78.690080683,25.597269625,39.0,76.5,0.0,71.0,0.9444444444444444,0.9444444444444444,0.9583333333333336,0.9305555555555556,0.9444444444444444,0.9444444444444444,0.1143,0.1758,0.0766,0.94,Very High Vulnerability,0.99,Very High Concern,1856.0,1.0,small,very rural,25.597269625,0.0,5.96637375055,1.0,71.0,0.0,70.57638746371094,55.2592749523388,115.5,142500.000002375,0.0810526315775965,False,1.9528269164,0.0
Culberson,7.9791923823,1.0,46.06172,16.0,29.4,,86,17.234468938,420,19.0,,93.06654,1075:1,47479,78.497409326,2149,49.93859936066667,100.0,2022,54.790419162,22.801302932,22.5,22.0,2.5,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,1075.0,1.0,small,very rural,22.801302932,0.0,5.96637375055,1.0,32.0,0.0,31.8090760399824,70.73452863490482,47.0,49000.000000868,0.09591836734523965,True,41.965456189,1.0
Dallam,6.50280545295,5.0,68.61534,29.0,16.0,,634,26.616288833,940,12.9,,151.24433,661:1,55253,72.084130019,7273,47.44439874133334,23.541697747,2022,76.791808874,32.655025437,90.5,146.0,12.5,142.0,0.923529411764706,0.8823529411764706,0.9529411764705882,0.923529411764706,0.9352941176470588,0.9117647058823528,0.1241,0.1883,0.0824,0.55,Moderate Vulnerability,0.92,Very High Concern,661.0,1.0,small,very urban,32.655025437,0.0,5.96637375055,1.0,142.0,0.0,141.1527749274219,64.11492798957258,249.0,237500.000003301,0.10484210526170071,True,41.965456189,1.0
Dallas,8.5016924295,1863.0,70.68824,51.0,20.1,6.3617250733,109538,15.722044563,364840,14.0,51.204936365,124.62593,802:1,65770,73.320643047,2635888,50.57802083466667,0.6883041916,2022,84.90331883,25.562770497,20053.0,30572.0,4064.0,37228.0,0.916867037006329,0.9318464472265984,0.9517176574634496,0.9201005997291544,0.920349335323218,0.9114777658016192,0.1078,0.1697,0.0704,0.75,High Vulnerability,0.83,Very High Concern,802.0,1.0,large,very urban,25.562770497,0.0,6.3617250733,0.0,37228.0,0.0,36991.165698971185,54.21024079962348,54689.0,67380599.99979633,0.08116431138957698,False,51.204936365,0.0
Dawson,9.9642981539,5.0,39.28347,31.0,24.4,,444,13.265610995,2370,18.5,20.624120279,53.95406,1853:1,47233,66.666666667,12974,44.91339312466667,16.294368539,2022,77.404063205,25.450901804,113.5,135.0,10.0,154.0,0.9032258064516128,0.9483870967741936,0.9741935483870968,0.929032258064516,0.9225806451612902,0.9096774193548388,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,1853.0,1.0,medium,very urban,25.450901804,0.0,5.96637375055,1.0,154.0,0.0,153.0811784424153,74.14366753303732,258.5,330200.000005096,0.07828588733979726,False,20.624120279,0.0
DeWitt,8.43814224005,11.0,54.56349,34.0,27.6,,649,13.956989247,3010,14.8,33.345890873,59.4825,1681:1,53899,66.063853539,20174,47.30451178766666,49.624322038,2022,67.888025795,22.474472093,175.0,230.0,12.5,213.0,,,,,,,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1681.0,1.0,medium,urban,22.474472093,0.0,5.96637375055,1.0,213.0,0.0,211.72916239113286,82.65276168084861,417.5,453400.000004182,0.0920820467569804,False,33.345890873,0.0
Deaf Smith,7.36069072385,2.0,10.784,37.0,22.6,,830,14.207463198,2380,12.7,,114.89851,870:1,51412,80.3870043,18277,50.005331012999996,17.711129465,2022,79.035189162,30.967883132,260.0,309.0,22.5,313.0,0.9681528662420388,0.974522292993631,0.9808917197452232,0.9904458598726118,0.9777070063694268,0.9713375796178344,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,870.0,1.0,medium,very urban,30.967883132,0.0,5.96637375055,1.0,313.0,0.0,311.13252501607786,83.56567671173704,591.5,566000.000003564,0.10450530035269884,True,41.965456189,1.0
Delta,6.40829127955,1.0,18.75821,44.0,21.5,,165,12.790697674,950,18.1,61.653200746,56.08525,1783:1,50456,60.397196262,5349,50.446658977999995,100.0,2022,69.554695063,23.06973266,30.0,39.0,0.0,81.0,1.0,0.9852941176470588,1.0,1.0,1.0,1.0,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1783.0,1.0,small,very rural,23.06973266,0.0,5.96637375055,1.0,81.0,0.0,80.51672372620546,37.25934018628731,69.0,123399.99999834,0.055915721232518804,False,61.653200746,0.0
Denton,7.403689914899999,479.0,53.98966,54.0,7.6,4.2977309677,22582,9.9096885175,93820,11.3,40.090277784,73.09719,1368:1,90880,32.847341868,919324,50.74168776833333,6.9058305439,2022,93.371592062,23.866667247,6837.0,8190.0,671.0,11506.0,0.9098013676326928,0.9115380440681649,0.931618365353305,0.9117551286225988,0.910778248127646,0.9017692391186368,0.0949,0.1412,0.0617,0.22,Low Vulnerability,0.63,High Concern,1368.0,1.0,large,very urban,23.866667247,0.0,4.2977309677,0.0,11506.0,0.0,11456.550307485644,59.677650047351015,15698.0,21941200.000181027,0.07154576777874722,False,40.090277784,0.0
Dickens,13.6620714035,1.0,45.2284,31.0,27.7,,69,16.428571429,400,18.1,,46.72897,2140:1,42034,68.695652174,2140,44.40909063033333,100.0,2022,82.694541231,17.056074766,25.0,25.0,0.0,18.0,0.8666666666666669,0.9333333333333336,1.0,0.9333333333333336,1.0,0.9333333333333336,0.1143,0.1758,0.0766,0.88,Very High Vulnerability,0.93,Very High Concern,2140.0,1.0,small,very rural,17.056074766,0.0,5.96637375055,1.0,18.0,0.0,17.8926052724901,139.7225256985774,50.0,36499.99999924,0.13698630137271534,True,41.965456189,1.0
Dimmit,8.1242010361,4.0,39.51008,39.0,34.4,,323,10.964019009,2100,20.1,,80.60453,1241:1,42788,74.683544304,9925,51.057034274333326,39.475790316,2022,65.261170548,28.141057935,95.0,152.0,270.5,116.0,1.0,1.0,1.0,1.0,1.0,1.0,0.107,0.1724,0.0705,1.0,Very High Vulnerability,0.99,Very High Concern,1241.0,1.0,medium,urban,28.141057935,0.0,5.96637375055,1.0,116.0,0.0,115.3079006449362,82.38810998088532,517.5,279300.000004875,0.18528464016862417,True,41.965456189,1.0
Donley,10.313190862150002,,,19.0,24.8,,107,16.31097561,520,15.6,50.436046512,120.91898,827:1,57526,54.320987654,3308,50.89722902366666,100.0,2022,67.038690476,19.92140266,27.5,28.5,0.0,18.0,0.9148936170212768,0.9148936170212768,0.9148936170212768,0.9148936170212768,0.9148936170212768,0.9148936170212768,0.1241,0.1883,0.0824,0.45,Moderate Vulnerability,0.82,Very High Concern,827.0,1.0,small,very rural,19.92140266,0.0,5.96637375055,1.0,18.0,0.0,17.8926052724901,153.69477826843516,56.0,65899.99999928,0.08497723824068563,False,50.436046512,0.0
Duval,8.809027877750001,,,36.0,32.1,,337,11.697327317,1930,17.2,,45.21613,2212:1,40601,79.765949415,11058,48.64094476533333,67.042946868,2022,65.688288817,26.035449448,87.0,134.0,0.0,144.0,0.9575757575757576,0.9454545454545455,0.9636363636363638,0.9212121212121211,0.9575757575757576,0.9575757575757576,0.1146,0.1867,0.0742,1.0,Very High Vulnerability,1.0,Very High Concern,2212.0,1.0,medium,rural,26.035449448,0.0,5.96637375055,1.0,144.0,0.0,143.1408421799208,60.779298678881176,221.0,287899.999995984,0.07676276484997664,True,41.965456189,1.0
Eastland,8.068252882549999,5.0,27.233120000000003,37.0,23.2,,603,15.204236006,3260,17.8,47.508972565,54.38329,1839:1,50317,61.843515541,18388,50.01063597666666,60.345477049,2022,72.338606242,21.051772895,185.0,203.5,10.0,204.0,0.9211822660098524,0.940886699507389,0.9605911330049264,0.911330049261084,0.916256157635468,0.916256157635468,0.1278,0.1901,0.086,0.81,Very High Vulnerability,0.98,Very High Concern,1839.0,1.0,medium,rural,21.051772895,0.0,5.96637375055,1.0,204.0,0.0,202.7828597548878,91.23059030907115,398.5,387099.99999325996,0.10294497546033028,False,47.508972565,0.0
Ector,9.05852446675,99.0,59.55854,40.0,17.9,5.5278348498,8046,15.456431535,18420,11.5,39.488149644,93.0227,1075:1,62669,52.722920407,167701,48.97327434933334,9.4552614308,2022,84.131189135,30.531123845,2279.0,2836.0,300.0,3015.0,0.937905844155844,0.935470779220779,0.968344155844156,0.9500811688311688,0.9496753246753248,0.940340909090909,0.1113,0.171,0.0731,0.79,High Vulnerability,0.88,Very High Concern,1075.0,1.0,large,very urban,30.531123845,0.0,5.5278348498,0.0,3015.0,0.0,2998.333577927853,76.00888762934163,5415.0,5120099.9999303445,0.10575965313321357,False,39.488149644,0.0
