county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_mmr_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,pop_tertiles,rural_pop_quartiles,%_pop_youth_imputed,%_pop_youth_imputed_yes_no,imr_imputed,imr_imputed_yes_no,live_births_imputed,live_births_imputed_yes_no,pop_0_24mos,mmr_dose_rate_0_24_months,mmr_doses_<18yrs,#_pop_youth_imputed,mmr_dose_rate_<18yrs,seg_missing_bool,segregation_imputed,segregation_imputed_yes_no
Callahan,11.3573012155,1.0,7.145919999999999,40.0,18.7,,361,11.056661562,2140,15.5,,57.37646,1743:1,50812,53.989678444,13943,50.405221258,72.179562906,2021,71.380659586,21.896292046,118.5,137.0,0.0,135.0,0.966346153846154,0.9471153846153846,0.966346153846154,0.9615384615384616,0.9567307692307692,0.9615384615384616,0.1278,0.1901,0.086,0.3,Low Vulnerability,0.8,High Concern,1743.0,1.0,medium,rural,21.896292046,0.0,5.96637375055,1.0,135.0,0.0,134.19453954367575,88.30463624150093,255.5,305299.999997378,0.08368817556573675,True,41.965456189,1.0
Cameron,8.2441132295,208.0,49.06725,42.0,36.3,5.0773942895,18505,14.075454476,75130,17.8,70.459128341,75.14835000000001,1331:1,40893,84.894811994,423163,51.249045876,8.4208064596,2021,57.488062277,29.905261093,4900.0,6154.0,3323.0,5738.0,0.98625678119349,0.987884267631103,0.9929475587703436,0.9869801084990958,0.9871609403254972,0.9866184448462928,0.105,0.1701,0.0683,0.98,Very High Vulnerability,0.98,Very High Concern,1331.0,1.0,large,very urban,29.905261093,0.0,5.0773942895,0.0,5738.0,0.0,5708.865911566849,85.83140812734823,14377.0,12654799.99989716,0.11360906533581594,False,70.459128341,0.0
Camp,7.0489095939999995,11.0,84.40114,35.0,26.1,,405,11.3988179,2250,17.5,24.782628792,15.274169999999998,6547:1,47091,77.886247878,13094,51.412860852,61.478912991,2021,65.363735071,26.332671453,149.0,149.5,10.0,189.0,0.9662921348314608,0.9606741573033708,0.9887640449438202,0.9662921348314608,0.9719101123595506,0.9606741573033708,0.1285,0.1874,0.0874,0.9,Very High Vulnerability,0.98,Very High Concern,6547.0,1.0,medium,rural,26.332671453,0.0,5.96637375055,1.0,189.0,0.0,187.87235536114605,79.30916696795443,308.5,344800.000005582,0.08947215777117334,False,24.782628792,0.0
Carson,5.5833823352500005,,,45.0,11.0,,186,12.117263844,670,11.2,,101.24873,988:1,69760,33.278553821,5926,49.679379008,95.195729537,2021,76.311188811,23.388457644,31.0,53.0,0.0,64.0,0.931372549019608,0.931372549019608,0.9411764705882352,0.9411764705882352,0.931372549019608,0.931372549019608,0.1241,0.1883,0.0824,0.03,Very Low Vulnerability,0.6,High Concern,988.0,1.0,small,very rural,23.388457644,0.0,5.96637375055,1.0,64.0,0.0,63.6181520799648,48.72823083737888,84.0,138599.999998344,0.06060606060678474,True,41.965456189,1.0
Cass,8.32216052465,7.0,23.24114,37.0,23.6,,698,9.9189995737,5650,18.8,32.835286643,46.62626,2145:1,44529,64.090497738,30026,51.66855392,74.011948529,2021,69.331322272,22.190768001,170.0,192.5,0.0,346.0,0.9747474747474748,0.9797979797979798,0.9823232323232324,0.9797979797979798,0.9747474747474748,0.9772727272727272,0.1356,0.2056,0.0926,0.78,High Vulnerability,0.98,Very High Concern,2145.0,1.0,medium,rural,22.190768001,0.0,5.96637375055,1.0,346.0,0.0,343.9356346823097,49.42785302169329,362.5,666299.999998026,0.0544049227076503,False,32.835286643,0.0
Castro,7.393797997449999,1.0,13.04631,28.0,22.7,,357,15.923282783,1010,12.9,20.097843236,39.84064,2510:1,51736,68.76841485,7530,48.698539177,45.757876457,2021,68.641390205,28.671978752,87.0,115.0,7.5,110.0,0.9572649572649572,0.9572649572649572,0.9572649572649572,0.9487179487179488,0.9572649572649572,0.9401709401709402,0.1241,0.1883,0.0824,0.78,High Vulnerability,0.99,Very High Concern,2510.0,1.0,small,urban,28.671978752,0.0,5.96637375055,1.0,110.0,0.0,109.3436988874395,79.56562736144446,209.5,215900.00000256,0.09703566465841403,False,20.097843236,0.0
Chambers,7.9107015421,6.0,14.13294,33.0,11.9,,1245,9.8966613672,5610,13.9,16.40757393,61.59181,1624:1,93351,33.73650108,43837,49.533499099,45.720310007,2021,84.291705167,27.784748044,540.0,647.0,20.5,588.0,0.9728867623604466,0.9665071770334928,0.9792663476874004,0.9744816586921852,0.9744816586921852,0.9665071770334928,0.1377,0.2028,0.0929,0.41,Moderate Vulnerability,0.79,High Concern,1624.0,1.0,large,urban,27.784748044,0.0,5.96637375055,1.0,588.0,0.0,584.4917722346765,92.38795576803896,1207.5,1218000.000004828,0.09913793103408979,False,16.40757393,0.0
Cherokee,7.4538846908,20.0,38.0286,43.0,22.7,7.9135302065,1755,12.790612929,8350,16.1,37.108729714,45.58751,2194:1,46576,66.433566434,52646,49.048360749,63.048480677,2021,72.907707575,25.314363864,537.0,633.0,30.5,676.0,0.9918962722852512,0.9951377633711508,0.9967585089141004,0.9951377633711508,0.9951377633711508,0.9902755267423016,0.1282,0.1918,0.0871,0.92,Very High Vulnerability,0.94,Very High Concern,2194.0,1.0,large,rural,25.314363864,0.0,7.9135302065,0.0,676.0,0.0,670.650453580406,80.07151820044474,1200.5,1332699.999984144,0.09008028813793675,False,37.108729714,0.0
Childress,9.3575258256,10.0,137.1554,26.0,25.9,,180,12.203389831,1140,15.7,16.616654164,123.18641999999998,812:1,44095,59.124087591,7306,38.748973446,33.148700469,2021,73.24470295,18.998083767,38.0,68.0,2.5,67.0,0.8928571428571429,0.8928571428571429,0.9821428571428572,0.875,0.8928571428571429,0.8928571428571429,0.1241,0.1883,0.0824,0.75,High Vulnerability,0.92,Very High Concern,812.0,1.0,small,urban,18.998083767,0.0,5.96637375055,1.0,67.0,0.0,66.60025295871316,57.05684034497131,108.5,138800.000001702,0.07817002881748526,False,16.616654164,0.0
Clay,5.01632921425,4.0,38.25555,49.0,16.0,,291,13.197278912,1600,15.4,,19.10037,5236:1,59983,50.455373406,10471,50.052526024,74.600074405,2021,75.322777101,19.749785121,99.5,104.0,0.0,101.0,0.97196261682243,0.97196261682243,0.97196261682243,0.97196261682243,0.97196261682243,0.9626168224299064,0.1293,0.1898,0.087,0.32,Low Vulnerability,0.68,High Concern,5236.0,1.0,medium,rural,19.749785121,0.0,5.96637375055,1.0,101.0,0.0,100.39739625119445,99.10615585194145,203.5,206800.000001991,0.09840425531820154,True,41.965456189,1.0
Cochran,7.6570300708,1.0,35.260929999999995,22.0,30.1,,121,15.67357513,480,16.5,,35.05082,2853:1,43742,71.018651363,2853,49.281458114,100.0,2021,66.032064128,26.813880126,33.5,37.5,5.0,48.0,0.925,0.925,0.925,0.925,0.925,0.925,0.1143,0.1758,0.0766,0.86,Very High Vulnerability,0.99,Very High Concern,2853.0,1.0,small,very rural,26.813880126,0.0,5.96637375055,1.0,48.0,0.0,47.7136140599736,70.21056916353515,76.0,76499.99999947801,0.09934640522943605,True,41.965456189,1.0
Coke,6.4866291344,,,48.0,17.9,,92,12.185430464,520,15.8,,0.0,3387:0,48435,53.281853282,3387,49.95571302,100.0,2021,68.734793187,20.932979037,30.0,27.5,0.0,35.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.1235,0.1873,0.0822,0.62,High Vulnerability,0.91,Very High Concern,3387.0,0.0,small,very rural,20.932979037,0.0,5.96637375055,1.0,35.0,0.0,34.79117691873075,86.22875871683637,57.5,70899.99999831899,0.0811001410456464,True,41.965456189,1.0
Coleman,10.6793112945,5.0,59.545080000000006,26.0,30.4,,263,14.270211612,1430,17.0,15.063375584,61.16208,1635:1,44834,67.420109119,8175,49.100917431,51.545812254,2021,70.931931055,20.318042813,69.0,60.0,5.0,89.0,0.9761904761904762,0.9642857142857144,0.9642857142857144,0.9642857142857144,0.9761904761904762,0.9642857142857144,0.1278,0.1901,0.086,0.42,Moderate Vulnerability,0.94,Very High Concern,1635.0,1.0,small,urban,20.318042813,0.0,5.96637375055,1.0,89.0,0.0,88.46899273620105,77.99342782814975,134.0,166099.999996275,0.08067429259663161,False,15.063375584,0.0
Collin,7.6310665769,1019.0,101.37830999999998,57.0,6.8,4.3008808411,23223,8.3576256181,105240,11.1,26.62046639,76.15513,1313:1,96847,25.5217787,1034730,50.754689629,5.2427266371,2021,92.76328324,25.636542866,7069.0,8103.0,722.0,12190.0,0.95326695706285,0.951337896701929,0.9588052271313006,0.9537025513378968,0.9549471064094586,0.9490976975731176,0.083,0.1234,0.0542,0.15,Very Low Vulnerability,0.49,Moderate Concern,1313.0,1.0,large,very urban,25.636542866,0.0,4.3008808411,0.0,12190.0,0.0,12137.572262546992,58.24064192649854,15894.0,26526899.99973618,0.05991653755304265,False,26.62046639,0.0
Collingsworth,7.74523641495,1.0,33.76097,12.0,35.8,,166,20.570012392,430,14.5,,102.73973,973:1,40314,66.211604096,2920,51.02739726,100.0,2021,69.371980676,25.0,21.0,30.0,0.0,33.0,0.9565217391304348,0.9565217391304348,1.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.1241,0.1883,0.0824,0.89,Very High Vulnerability,0.98,Very High Concern,973.0,1.0,small,very rural,25.0,0.0,5.96637375055,1.0,33.0,0.0,32.80310966623185,64.01832086553003,51.0,73000.0,0.06986301369863014,True,41.965456189,1.0
Colorado,8.59583176505,10.0,47.13202,34.0,20.9,12.311135982,740,14.6883684,2730,13.0,19.804990809,32.56874,3070:1,55607,67.532104969,21493,49.644070162,62.613777906,2021,71.758389262,22.984227423,196.0,232.0,10.0,269.0,0.9609929078014184,0.9645390070921984,0.975177304964539,0.953900709219858,0.9609929078014184,0.9574468085106383,0.1114,0.1704,0.0738,0.68,High Vulnerability,0.93,Very High Concern,3070.0,1.0,medium,rural,22.984227423,0.0,12.311135982,0.0,269.0,0.0,265.688304420842,73.77065408552652,438.0,494000.000002539,0.08866396761088031,False,19.804990809,0.0
Comal,7.72082940415,96.0,64.70179999999999,45.0,9.4,5.3933420123,3700,10.416666667,16480,12.2,42.16777542,66.57746999999999,1502:1,87976,33.464007072,156209,50.495169933,46.145549082,2021,89.193451048,22.484619964,1459.0,1560.0,40.5,1773.0,0.9631354287931704,0.9608071400853706,0.9650756693830036,0.9639115250291036,0.9627473806752036,0.9608071400853706,0.0937,0.1369,0.0619,0.24,Low Vulnerability,0.64,High Concern,1502.0,1.0,large,urban,22.484619964,0.0,5.3933420123,0.0,1773.0,0.0,1763.437604612192,82.7361283543036,3059.5,3512299.999956476,0.08710816274344199,False,42.16777542,0.0
Comanche,6.78562164165,6.0,44.33279,28.0,22.1,,529,16.938840858,2130,15.8,39.098941336,73.34067,1364:1,54122,67.012448133,13635,50.172350568,71.461285244,2021,72.553307818,22.141547488,141.0,171.0,7.5,176.0,0.9822485207100592,0.9881656804733728,0.9881656804733728,0.9763313609467456,0.9822485207100592,0.9763313609467456,0.1278,0.1901,0.086,0.73,High Vulnerability,0.92,Very High Concern,1364.0,1.0,medium,rural,22.141547488,0.0,5.96637375055,1.0,176.0,0.0,174.9499182199032,80.59449323249763,319.5,301899.99999888,0.10582974494905109,False,39.098941336,0.0
Concho,8.000261233,1.0,23.38634,45.0,27.0,,78,14.800759013,440,10.3,,110.05136,909:1,43321,70.0,2726,46.845194424,100.0,2021,75.109649123,18.231841526,25.0,31.0,0.0,25.0,0.9,0.95,0.95,0.95,0.9,0.95,0.1235,0.1873,0.0822,0.43,Moderate Vulnerability,0.96,Very High Concern,909.0,1.0,small,very rural,18.231841526,0.0,5.96637375055,1.0,25.0,0.0,24.85084065623625,100.60021850297574,56.0,49699.999999876,0.1126760563383093,True,41.965456189,1.0
Cooke,6.2096217732,13.0,32.04022,43.0,18.4,,1123,11.456845542,5860,14.8,59.170678606,77.5626,1289:1,61186,57.587768969,41257,50.127251133,59.03426386,2021,76.216533125,23.620234142,440.0,576.0,20.0,541.0,0.9571984435797666,0.9552529182879378,0.970817120622568,0.9649805447470816,0.9552529182879378,0.9591439688715954,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,1289.0,1.0,large,rural,23.620234142,0.0,5.96637375055,1.0,541.0,0.0,537.7721918009524,81.81903168449044,1036.0,974499.999996494,0.10631092868175754,False,59.170678606,0.0
Coryell,8.4914651579,16.0,21.38809,31.0,15.7,7.1537290715,1359,7.7737101018,12530,16.6,36.554900422,50.03226,1999:1,53083,56.05972087,75951,50.196837435,19.423515679,2021,85.745004928,22.582981133,546.0,606.0,30.5,970.0,0.9702970297029704,0.969059405940594,0.9752475247524752,0.9678217821782178,0.9702970297029704,0.9678217821782178,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,1999.0,1.0,large,very urban,22.582981133,0.0,7.1537290715,0.0,970.0,0.0,963.060882800645,56.694234990854966,1182.5,1715200.0000324831,0.06894239738675405,False,36.554900422,0.0
Cottle,,0.0,0.0,18.0,32.5,,58,17.901234568,350,21.8,,0.0,1398:0,40449,64.215686275,1398,51.287553648,100.0,2021,65.629420085,22.961373391,12.5,17.5,0.0,11.0,0.9285714285714286,1.0,1.0,1.0,0.9285714285714286,1.0,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,1398.0,0.0,small,very rural,22.961373391,0.0,5.96637375055,1.0,11.0,0.0,10.93436988874395,114.3184301170179,30.0,32100.000000617998,0.09345794392343437,True,41.965456189,1.0
Crane,8.3669869563,1.0,20.85941,22.0,13.6,,194,13.07277628,420,8.6,,20.84636,4797:1,68626,52.736750652,4797,49.593495935,10.697142857,2021,66.220971147,28.913904524,66.5,91.0,12.5,62.0,1.0,0.9876543209876544,0.9876543209876544,1.0,1.0,1.0,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,4797.0,1.0,small,very urban,28.913904524,0.0,5.96637375055,1.0,62.0,0.0,61.6300848274659,107.90184726528851,170.0,138700.000001628,0.12256669069791247,True,41.965456189,1.0
Crockett,8.7513651941,1.0,28.579590000000003,22.0,19.3,,116,13.019079686,480,13.2,,28.868360000000003,3464:1,54165,53.281853282,3464,49.826789838,22.748050551,2021,69.497784343,24.826789838,31.0,42.0,7.5,53.0,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,3464.0,1.0,small,very urban,24.826789838,0.0,5.96637375055,1.0,53.0,0.0,52.68378219122085,58.841637237589595,80.5,85999.999998832,0.09360465116406197,True,41.965456189,1.0
Crosby,8.67525125405,2.0,34.60806,42.0,33.6,,175,11.075949367,980,16.8,23.549883087,52.29214,1912:1,38871,81.439722463,5737,50.374760328,100.0,2021,68.898592916,26.05891581,42.5,62.5,2.5,67.0,0.9878048780487804,1.0,1.0,0.9878048780487804,0.9878048780487804,0.9878048780487804,0.1143,0.1758,0.0766,0.94,Very High Vulnerability,0.99,Very High Concern,1912.0,1.0,small,very rural,26.05891581,0.0,5.96637375055,1.0,67.0,0.0,66.60025295871316,63.813571438454765,107.5,149500.00000196998,0.07190635451410264,False,23.549883087,0.0
Culberson,7.9791923823,,,15.0,30.6,,76,14.757281553,430,19.3,,92.12345,1086:1,44462,77.777777778,2171,50.115154307,100.0,2021,55.517241379,22.385997236,22.5,41.0,0.0,31.0,0.9117647058823528,1.0,1.0,0.9705882352941176,0.9411764705882352,0.9705882352941176,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,1086.0,1.0,small,very rural,22.385997236,0.0,5.96637375055,1.0,31.0,0.0,30.81504241373295,73.01628762312757,63.5,48599.999999356005,0.13065843621572312,True,41.965456189,1.0
Dallam,6.50280545295,4.0,55.55556,28.0,17.4,,477,20.358514725,940,13.0,,164.67682,607:1,55793,64.022140221,7287,47.358309318,23.541697747,2021,74.534686971,31.906134212,94.5,152.5,12.5,178.0,0.9542857142857144,0.9542857142857144,0.9828571428571428,0.9828571428571428,0.9828571428571428,0.96,0.1241,0.1883,0.0824,0.55,Moderate Vulnerability,0.92,Very High Concern,607.0,1.0,small,very urban,31.906134212,0.0,5.96637375055,1.0,178.0,0.0,176.9379854724021,53.40854296927645,259.5,232500.000002844,0.11161290322444117,True,41.965456189,1.0
Dallas,8.5016924295,1834.0,69.52837,52.0,20.9,6.433806928,102076,14.385350269,391670,15.1,49.080078898,113.8297,879:1,61807,72.919592161,2635516,50.667155881,0.6883041916,2021,81.096278199,25.814906834,22408.0,30221.0,2795.0,35541.0,0.931108597285068,0.943552036199095,0.9602092760180996,0.9352092760180996,0.9345022624434388,0.9284785067873303,0.1078,0.1697,0.0704,0.75,High Vulnerability,0.83,Very High Concern,879.0,1.0,large,very urban,25.814906834,0.0,6.433806928,0.0,35541.0,0.0,35312.336067971955,63.456577771766,55424.0,68035599.99951634,0.08146323395456792,False,49.080078898,0.0
Dawson,9.9642981539,5.0,39.62279,26.0,28.9,,469,14.050329539,2220,17.1,13.960449451,54.99686,1818:1,48165,68.341307815,12728,45.301697046,16.294368539,2021,68.833873207,25.699245757,110.5,166.5,12.5,178.0,0.9096045197740112,0.9378531073446328,0.96045197740113,0.9209039548022598,0.9152542372881356,0.9209039548022598,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,1818.0,1.0,medium,very urban,25.699245757,0.0,5.96637375055,1.0,178.0,0.0,176.9379854724021,62.451259239206856,289.5,327099.999995096,0.0885050443302783,False,13.960449451,0.0
DeWitt,8.43814224005,10.0,49.53683,32.0,24.3,,506,10.818901005,3060,15.0,30.03957812,59.523810000000005,1680:1,52544,63.708785129,20160,47.495039683,49.624322038,2021,62.712826334,22.46031746,194.0,211.0,12.5,208.0,,,,,,,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1680.0,1.0,medium,urban,22.46031746,0.0,5.96637375055,1.0,208.0,0.0,206.7589942598856,93.82904994989084,417.5,452799.99999359995,0.09220406360554352,False,30.03957812,0.0
Deaf Smith,7.36069072385,2.0,10.66098,39.0,24.8,,941,15.659843568,2420,12.8,20.387828162,107.83997,927:1,46178,80.587544066,18546,50.145583953,17.711129465,2021,79.121236778,30.84223013,248.0,293.0,15.0,311.0,0.9714285714285714,0.9904761904761904,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,927.0,1.0,medium,very urban,30.84223013,0.0,5.96637375055,1.0,311.0,0.0,309.14445776357894,80.22139610526683,556.0,571999.99999098,0.09720279720433,False,20.387828162,0.0
Delta,6.40829127955,1.0,18.69508,44.0,25.5,,147,11.307692308,1000,19.2,58.056320136,56.27462,1777:1,51348,70.011025358,5331,50.234477584,100.0,2021,70.285142571,23.466516601,27.5,50.5,0.0,62.0,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1777.0,1.0,small,very rural,23.466516601,0.0,5.96637375055,1.0,62.0,0.0,61.6300848274659,44.62106465857795,78.0,125099.999999931,0.062350119904111136,False,58.056320136,0.0
Denton,7.403689914899999,464.0,54.01227,53.0,7.1,4.1793258876,17611,7.8588258394,92570,11.5,38.71477225,67.85339,1474:1,90910,33.383062029,887207,50.831880271,6.9058305439,2021,91.795444287,24.289032886,6567.0,7647.0,417.0,10782.0,0.939531008213308,0.942625877871682,0.951434353053208,0.940721342697298,0.9404832758005,0.93453160338055,0.0949,0.1412,0.0617,0.22,Low Vulnerability,0.63,High Concern,1474.0,1.0,large,very urban,24.289032886,0.0,4.1793258876,0.0,10782.0,0.0,10736.938508279896,61.162686131952725,14631.0,21549399.999689404,0.06789516181522863,False,38.71477225,0.0
Dickens,13.6620714035,1.0,44.46421,32.0,26.2,,68,15.384615385,380,17.3,,45.2284,2211:1,41973,67.346938776,2211,44.504748982,100.0,2021,77.278106509,18.181818182,17.5,17.5,0.0,19.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.1143,0.1758,0.0766,0.88,Very High Vulnerability,0.93,Very High Concern,2211.0,1.0,small,very rural,18.181818182,0.0,5.96637375055,1.0,19.0,0.0,18.88663889873955,92.65809598958292,35.0,40200.000000402004,0.08706467661604476,True,41.965456189,1.0
Dimmit,8.1242010361,4.0,38.80481,41.0,34.8,,298,9.7545008183,1960,18.3,,69.14263,1446:1,40315,77.51239297,10124,51.274199921,39.475790316,2021,59.18043202,28.654681944,123.0,405.0,1086.0,131.0,0.9848484848484848,0.9848484848484848,0.9924242424242424,0.9772727272727272,0.9772727272727272,0.9772727272727272,0.107,0.1724,0.0705,1.0,Very High Vulnerability,0.99,Very High Concern,1446.0,1.0,medium,urban,28.654681944,0.0,5.96637375055,1.0,131.0,0.0,130.21840503867796,94.45669370890089,1614.0,290100.000001056,0.5563598759028352,True,41.965456189,1.0
Donley,10.313190862150002,,,18.0,24.5,,91,13.541666667,520,15.4,44.845609402,152.53203,656:1,41093,58.289703316,3278,50.823672971,100.0,2021,63.146067416,19.371568029,29.5,32.0,0.0,34.0,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.1241,0.1883,0.0824,0.45,Moderate Vulnerability,0.82,Very High Concern,656.0,1.0,small,very rural,19.371568029,0.0,5.96637375055,1.0,34.0,0.0,33.7971432924813,87.2854837011113,61.5,63499.999999062,0.09685039370221804,False,44.845609402,0.0
Duval,8.809027877750001,,,34.0,33.5,,281,9.7909407666,2160,19.0,,44.81491,2231:1,37100,78.638941399,11157,48.8482567,67.042946868,2021,64.027342637,25.625168056,68.5,91.5,0.0,143.0,0.9932432432432432,1.0,1.0,1.0,1.0,1.0,0.1146,0.1867,0.0742,1.0,Very High Vulnerability,1.0,Very High Concern,2231.0,1.0,medium,rural,25.625168056,0.0,5.96637375055,1.0,143.0,0.0,142.14680855367135,48.18961515701985,160.0,285900.000000792,0.05596362364447597,True,41.965456189,1.0
Eastland,8.068252882549999,6.0,32.74752,40.0,24.2,,545,13.49343897,3370,18.4,42.842566473,43.57298,2295:1,46991,62.257495591,18360,50.0,60.345477049,2021,66.805298829,21.149237473,167.0,222.0,10.0,212.0,0.945,0.955,0.975,0.955,0.95,0.94,0.1278,0.1901,0.086,0.81,Very High Vulnerability,0.98,Very High Concern,2295.0,1.0,medium,rural,21.149237473,0.0,5.96637375055,1.0,212.0,0.0,210.7351287648834,79.24639853772146,399.0,388300.00000428,0.10275560133803813,False,42.842566473,0.0
Ector,9.05852446675,94.0,57.98031,41.0,17.0,5.3865336658,6773,13.373482081,18580,11.7,37.037137093,84.82581,1179:1,65564,54.063192905,166223,48.946896639,9.4552614308,2021,82.17780316,30.278601638,2471.0,2860.0,104.0,2773.0,0.9557862360630528,0.9611687812379854,0.9811610918877356,0.964628988850442,0.9607843137254902,0.954632833525567,0.1113,0.171,0.0731,0.79,High Vulnerability,0.88,Very High Concern,1179.0,1.0,large,very urban,30.278601638,0.0,5.3865336658,0.0,2773.0,0.0,2758.0631421447365,89.59185749744985,5435.0,5033000.000073275,0.10798728392451566,False,37.037137093,0.0
Edwards,7.0967741935,1.0,51.86722,32.0,34.5,,73,16.404494382,260,12.8,,0.0,1932:0,40424,69.174757282,1932,46.997929607,100.0,2021,45.88086185,21.739130435,17.5,22.5,0.0,20.0,0.945945945945946,0.945945945945946,0.945945945945946,0.945945945945946,0.945945945945946,0.945945945945946,0.107,0.1724,0.0705,0.44,Moderate Vulnerability,0.92,Very High Concern,1932.0,0.0,small,very rural,21.739130435,0.0,5.96637375055,1.0,20.0,0.0,19.880672524989,88.0251911901038,40.0,42000.00000042,0.09523809523714287,True,41.965456189,1.0
El Paso,8.5127032601,407.0,48.4087,33.0,26.2,4.5448543006,24362,10.351919367,125910,15.0,47.643653088,84.12393,1189:1,48629,76.784561912,839238,50.573377278,2.1743664811,2021,78.495397115,26.74080535,8465.0,11495.0,2305.0,10878.0,0.9704517473245572,0.9767023392366702,0.9824794014584716,0.9726299838999906,0.9696940998200588,0.9668529216781891,0.0965,0.1577,0.0608,0.95,Very High Vulnerability,0.96,Very High Concern,1189.0,1.0,large,very urban,26.74080535,0.0,4.5448543006,0.0,10878.0,0.0,10828.561074918072,78.17289796339857,22265.0,22441900.0003233,0.0992117423198537,False,47.643653088,0.0
Ellis,7.217302296650001,76.0,42.35493,52.0,12.8,6.4900307775,6757,13.477341631,20710,12.3,40.864046097,57.89229,1727:1,78341,49.000509944,184826,50.61463214,31.975135352,2021,87.793812274,26.515749949,1996.0,2243.0,38.0,2591.0,0.9635135135135136,0.9652027027027028,0.9726351351351352,0.9668918918918918,0.9668918918918918,0.9652027027027028,0.1147,0.169,0.0766,0.39,Low Vulnerability,0.7,High Concern,1727.0,1.0,large,urban,26.515749949,0.0,6.4900307775,0.0,2591.0,0.0,2574.1843302554976,77.53912478372865,4277.0,4900800.000073874,0.08727146588180561,False,40.864046097,0.0
Erath,6.739046054299999,23.0,54.1865,50.0,18.9,6.9868995633,1144,12.782122905,6110,14.7,71.791061207,53.86669,1856:1,53044,52.236820223,42698,50.997704811,46.320929005,2021,80.787054064,20.677783503,386.0,453.0,5.0,474.0,0.97459584295612,0.979214780600462,0.979214780600462,0.976905311778291,0.97459584295612,0.97459584295612,0.1134,0.1689,0.0762,0.63,High Vulnerability,0.87,Very High Concern,1856.0,1.0,large,urban,20.677783503,0.0,6.9868995633,0.0,474.0,0.0,470.6882096069958,82.00757786609807,844.0,882900.000011094,0.09559406501182408,False,71.791061207,0.0
Falls,9.4831982393,2.0,11.53735,34.0,28.1,,444,11.970881639,3400,19.6,41.575384311,46.25079,2162:1,41484,78.619153675,17297,52.616060589,67.356990932,2021,61.261781112,20.963172805,146.0,216.0,10.0,164.0,0.9707602339181286,0.9707602339181286,1.0,0.9707602339181286,0.9707602339181286,0.9649122807017544,0.1248,0.188,0.085,0.98,Very High Vulnerability,0.99,Very High Concern,2162.0,1.0,medium,rural,20.963172805,0.0,5.96637375055,1.0,164.0,0.0,163.0215147049098,89.55873110630768,372.0,362600.000008085,0.1025923883043865,False,41.575384311,0.0
Fannin,7.922075143300001,6.0,17.00391,44.0,16.1,,968,12.260924636,5080,14.9,32.616133047,42.23686,2368:1,56123,57.521015918,35514,46.849129921,70.529264337,2021,72.119168072,21.157853241,291.0,302.0,7.5,345.0,0.9569620253164556,0.959493670886076,0.9696202531645568,0.9645569620253164,0.9620253164556962,0.9620253164556962,0.1317,0.1945,0.0881,0.58,Moderate Vulnerability,0.86,Very High Concern,2368.0,1.0,medium,rural,21.157853241,0.0,5.96637375055,1.0,345.0,0.0,342.9416010560602,84.85409734598825,600.5,751400.000000874,0.07991748735684076,False,32.616133047,0.0
